lead_id,lead_profile,persona_profile,need_profile
2411,L4,P4,N1
2412,L1,P1,N3
2413,L6,P6,N3
2414,L2,P3,N3
2415,L1,P6,N1
2416,L1,P6,N2
2417,L3,P3,N3
2418,L6,P3,N1
2419,L1,P1,N1
2420,L1,P1,N1
2421,L3,P5,N2
2422,L3,P5,N1
2423,L6,P3,N1
2424,L2,P7,N2
2425,L1,P1,N2
2426,L2,P3,N3
2427,L1,P1,N2
2428,L2,P1,N3
2429,L4,P4,N2
2430,L1,P2,N3
2431,L5,P3,N1
2432,L1,P2,N3
2433,L2,P3,N3
2434,L1,P6,N2
2435,L4,P4,N1
2436,L1,P2,N1
2437,L1,P1,N1
2438,L1,P3,N1
2439,L1,P5,N1
2440,L6,P1,N1
2441,L1,P2,N1
2442,L6,P2,N3
2443,L2,P1,N2
2444,L2,P3,N3
2445,L1,P1,N1
2446,L4,P4,N1
2447,L1,P5,N3
2448,L1,P1,N3
2449,L2,P1,N1
2450,L1,P5,N2
2451,L1,P7,N1
2452,L5,P2,N3
2453,L1,P3,N1
2454,L2,P1,N1
2455,L6,P7,N3
2456,L4,P4,N3
2457,L1,P3,N1
2458,L6,P7,N1
2459,L1,P2,N1
2460,L1,P5,N3
2461,L1,P2,N2
2462,L1,P1,N2
2463,L3,P1,N2
2464,L1,P2,N3
2465,L1,P3,N1
2466,L1,P2,N2
2467,L5,P1,N3
2468,L1,P1,N1
2469,L1,P5,N1
2470,L1,P2,N2
2471,L1,P1,N1
2472,L3,P1,N1
2473,L1,P2,N1
2474,L4,P4,N3
2475,L6,P3,N2
2476,L1,P2,N1
2477,L2,P1,N2
2478,L3,P3,N1
2479,L1,P1,N1
2480,L3,P3,N1
2481,L1,P6,N3
2482,L6,P2,N1
2483,L1,P1,N2
2484,L4,P4,N3
2485,L1,P1,N2
2486,L5,P6,N1
2487,L6,P2,N1
2488,L1,P2,N2
2489,L4,P4,N2
2490,L2,P6,N2
2491,L1,P5,N2
2492,L4,P4,N1
2493,L6,P3,N2
2494,L2,P3,N2
2495,L1,P5,N3
2496,L2,P3,N2
2497,L4,P4,N3
2498,L1,P2,N2
2499,L1,P2,N2
2500,L1,P3,N1
2501,L6,P3,N2
2502,L1,P1,N1
2503,L2,P3,N1
2504,L6,P7,N2
2505,L2,P2,N1
2506,L1,P6,N2
2507,L1,P2,N1
2508,L2,P7,N3
2509,L2,P3,N2
2510,L2,P1,N2
2511,L6,P6,N1
2512,L1,P5,N3
2513,L2,P6,N3
2514,L4,P4,N2
2515,L4,P4,N1
2516,L1,P1,N1
2517,L1,P5,N2
2518,L1,P2,N1
2519,L2,P6,N3
2520,L1,P7,N1
2521,L1,P2,N1
2522,L1,P3,N3
2523,L1,P1,N2
2524,L3,P3,N1
2525,L1,P3,N2
2526,L2,P4,N2
2527,L1,P2,N2
2528,L4,P4,N2
2529,L1,P1,N1
2530,L3,P3,N3
2531,L2,P2,N2
2532,L2,P1,N2
2533,L3,P4,N2
2534,L2,P1,N1
2535,L1,P2,N3
2536,L5,P4,N1
2537,L1,P1,N2
2538,L5,P2,N1
2539,L5,P3,N2
2540,L1,P1,N3
2541,L6,P4,N1
2542,L1,P1,N2
2543,L2,P2,N2
2544,L2,P2,N1
2545,L2,P1,N1
2546,L1,P5,N2
2547,L2,P3,N1
2548,L1,P1,N1
2549,L1,P3,N3
2550,L1,P2,N2
2551,L4,P4,N2
2552,L2,P3,N2
2553,L3,P2,N2
2554,L2,P5,N2
2555,L2,P3,N1
2556,L1,P3,N1
2557,L3,P1,N2
2558,L2,P1,N3
2559,L3,P4,N1
2560,L4,P4,N3
2561,L2,P1,N2
2562,L1,P1,N1
2563,L1,P2,N1
2564,L4,P4,N1
2565,L1,P3,N2
2566,L1,P2,N1
2567,L5,P2,N1
2568,L5,P1,N1
2569,L2,P3,N3
2570,L5,P1,N1
2571,L4,P4,N1
2572,L3,P1,N1
2573,L1,P3,N3
2574,L1,P2,N1
2575,L2,P2,N2
2576,L5,P7,N2
2577,L2,P3,N1
2578,L1,P1,N3
2579,L2,P2,N1
2580,L2,P2,N1
2581,L6,P3,N1
2582,L1,P2,N3
2583,L1,P3,N3
2584,L6,P1,N3
2585,L2,P3,N1
2586,L2,P2,N2
2587,L4,P4,N3
2588,L3,P5,N2
2589,L4,P4,N1
2590,L1,P1,N1
2591,L1,P2,N1
2592,L1,P2,N1
2593,L5,P1,N1
2594,L6,P3,N2
2595,L1,P6,N1
2596,L1,P1,N1
2597,L3,P3,N1
2598,L1,P6,N3
2599,L2,P3,N2
2600,L1,P3,N2
2601,L1,P1,N2
2602,L2,P2,N2
2603,L6,P2,N1
2604,L1,P3,N2
2605,L4,P4,N1
2606,L1,P1,N2
2607,L3,P1,N1
2608,L1,P1,N3
2609,L1,P1,N2
2610,L3,P1,N1
2611,L2,P3,N2
2612,L5,P1,N1
2613,L1,P1,N1
2614,L2,P1,N3
2615,L3,P7,N2
2616,L2,P1,N2
2617,L3,P2,N1
2618,L3,P1,N1
2619,L6,P1,N1
2620,L4,P4,N2
2621,L1,P3,N2
2622,L2,P2,N1
2623,L1,P2,N1
2624,L2,P3,N1
2625,L1,P5,N1
2626,L2,P7,N1
2627,L1,P1,N1
2628,L2,P7,N1
2629,L1,P2,N1
2630,L1,P1,N1
2631,L1,P5,N2
2632,L2,P3,N3
2633,L3,P2,N1
2634,L5,P3,N1
2635,L1,P3,N2
2636,L3,P6,N1
2637,L1,P1,N1
2638,L2,P1,N1
2639,L2,P2,N1
2640,L1,P3,N3
2641,L1,P3,N3
2642,L4,P4,N1
2643,L6,P3,N1
2644,L2,P6,N3
2645,L1,P7,N2
2646,L1,P2,N3
2647,L1,P2,N2
2648,L1,P2,N1
2649,L1,P3,N1
2650,L3,P2,N1
2651,L5,P3,N3
2652,L1,P6,N1
2653,L3,P2,N2
2654,L5,P2,N2
2655,L3,P2,N3
2656,L1,P5,N2
2657,L1,P3,N1
2658,L1,P5,N1
2659,L5,P6,N2
2660,L4,P5,N3
2661,L2,P7,N2
2662,L2,P3,N2
2663,L2,P3,N3
2664,L1,P5,N1
2665,L1,P5,N1
2666,L1,P3,N3
2667,L6,P5,N2
2668,L4,P4,N3
2669,L1,P2,N1
2670,L3,P1,N2
2671,L5,P3,N1
2672,L3,P6,N1
2673,L1,P4,N1
2674,L1,P2,N2
2675,L2,P1,N1
2676,L3,P3,N1
2677,L1,P7,N1
2678,L1,P6,N1
2679,L4,P4,N2
2680,L2,P1,N2
2681,L2,P1,N2
2682,L4,P4,N1
2683,L2,P7,N1
2684,L5,P3,N1
2685,L2,P5,N2
2686,L2,P7,N3
2687,L2,P7,N1
2688,L1,P3,N3
2689,L6,P6,N1
2690,L5,P3,N2
2691,L1,P1,N2
2692,L1,P6,N2
2693,L2,P1,N2
2694,L1,P3,N1
2695,L6,P5,N2
2696,L2,P6,N1
2697,L4,P4,N2
2698,L5,P4,N1
2699,L6,P6,N1
2700,L3,P7,N3
2701,L3,P6,N3
2702,L1,P1,N1
2703,L2,P2,N3
2704,L5,P3,N2
2705,L4,P4,N2
2706,L5,P2,N3
2707,L2,P2,N2
2708,L3,P2,N3
2709,L1,P1,N1
2710,L2,P7,N1
2711,L4,P4,N2
2712,L4,P4,N3
2713,L2,P7,N1
2714,L1,P6,N1
2715,L5,P5,N2
2716,L1,P2,N2
2717,L1,P6,N2
2718,L1,P2,N1
2719,L1,P5,N1
2720,L4,P4,N1
2721,L3,P7,N1
2722,L2,P2,N2
2723,L5,P1,N1
2724,L2,P1,N1
2725,L2,P7,N3
2726,L3,P3,N2
2727,L4,P4,N1
2728,L2,P3,N3
2729,L3,P7,N1
2730,L1,P1,N2
2731,L1,P7,N3
2732,L1,P6,N3
2733,L1,P3,N1
2734,L1,P3,N1
2735,L1,P6,N3
2736,L2,P7,N2
2737,L4,P4,N1
2738,L3,P3,N1
2739,L1,P6,N1
2740,L1,P2,N3
2741,L1,P3,N2
2742,L1,P3,N1
2743,L2,P1,N3
2744,L1,P7,N2
2745,L2,P7,N3
2746,L1,P3,N2
2747,L4,P4,N1
2748,L2,P1,N2
2749,L1,P1,N1
2750,L1,P6,N1
2751,L1,P7,N3
2752,L1,P3,N2
2753,L1,P1,N1
2754,L1,P1,N1
2755,L2,P2,N1
2756,L1,P1,N2
2757,L2,P3,N1
2758,L4,P4,N3
2759,L5,P2,N2
2760,L1,P7,N1
2761,L2,P1,N3
2762,L3,P5,N3
2763,L3,P6,N3
2764,L1,P7,N1
2765,L3,P2,N1
2766,L6,P2,N2
2767,L2,P1,N3
2768,L1,P2,N3
2769,L1,P1,N3
2770,L2,P5,N2
2771,L1,P2,N1
2772,L1,P1,N1
2773,L5,P1,N1
2774,L1,P1,N1
2775,L2,P3,N2
2776,L6,P6,N1
2777,L4,P4,N2
2778,L1,P1,N2
2779,L1,P1,N1
2780,L1,P7,N2
2781,L2,P5,N1
2782,L4,P4,N1
2783,L6,P1,N3
2784,L1,P2,N1
2785,L1,P1,N1
2786,L5,P2,N2
2787,L3,P2,N1
2788,L1,P1,N1
2789,L6,P3,N2
2790,L1,P2,N2
2791,L1,P3,N2
2792,L1,P3,N3
2793,L3,P1,N1
2794,L3,P2,N1
2795,L6,P5,N1
2796,L4,P4,N3
2797,L6,P7,N3
2798,L1,P5,N2
2799,L5,P2,N1
2800,L1,P2,N1
2801,L6,P1,N1
2802,L4,P4,N2
2803,L3,P3,N1
2804,L2,P3,N3
2805,L1,P2,N1
2806,L3,P2,N1
2807,L1,P2,N3
2808,L6,P3,N3
2809,L2,P2,N1
2810,L6,P3,N1
2811,L2,P2,N3
2812,L1,P1,N2
2813,L2,P2,N2
2814,L1,P3,N2
2815,L3,P3,N1
2816,L1,P1,N2
2817,L3,P2,N1
2818,L1,P1,N1
2819,L2,P3,N2
2820,L2,P5,N3
2821,L2,P2,N1
2822,L3,P3,N2
2823,L1,P6,N1
2824,L1,P3,N3
2825,L2,P3,N1
2826,L6,P1,N2
2827,L5,P1,N2
2828,L5,P1,N3
2829,L1,P1,N1
2830,L3,P5,N1
2831,L2,P6,N2
2832,L1,P2,N2
2833,L1,P6,N1
2834,L5,P2,N1
2835,L1,P3,N3
2836,L1,P1,N1
2837,L4,P4,N3
2838,L1,P2,N1
2839,L1,P3,N1
2840,L6,P5,N2
2841,L6,P5,N1
2842,L6,P7,N3
2843,L6,P2,N2
2844,L1,P3,N2
2845,L2,P3,N2
2846,L4,P4,N2
2847,L3,P2,N3
2848,L1,P2,N2
2849,L1,P6,N3
2850,L1,P7,N2
2851,L1,P1,N1
2852,L4,P4,N1
2853,L2,P2,N1
2854,L1,P1,N1
2855,L3,P2,N1
2856,L1,P5,N1
2857,L6,P2,N1
2858,L1,P3,N3
2859,L1,P5,N2
2860,L1,P1,N1
2861,L1,P7,N3
2862,L1,P1,N3
2863,L5,P2,N3
2864,L3,P2,N1
2865,L5,P1,N1
2866,L6,P1,N1
2867,L1,P3,N2
2868,L4,P4,N2
2869,L4,P4,N2
2870,L6,P4,N2
2871,L5,P1,N3
2872,L1,P2,N2
2873,L1,P5,N3
2874,L4,P5,N3
2875,L2,P3,N1
2876,L2,P2,N3
2877,L4,P4,N3
2878,L6,P6,N1
2879,L6,P3,N3
2880,L1,P3,N1
2881,L1,P6,N1
2882,L3,P5,N3
2883,L2,P1,N1
2884,L1,P1,N1
2885,L4,P4,N1
2886,L2,P5,N2
2887,L3,P2,N1
2888,L4,P4,N1
2889,L4,P4,N3
2890,L1,P3,N1
2891,L1,P3,N2
2892,L1,P3,N1
2893,L1,P2,N2
2894,L1,P2,N2
2895,L1,P2,N1
2896,L2,P2,N1
2897,L2,P2,N1
2898,L3,P1,N1
2899,L6,P2,N1
2900,L2,P1,N3
2901,L2,P2,N1
2902,L5,P3,N1
2903,L2,P2,N1
2904,L1,P6,N3
2905,L1,P3,N3
2906,L1,P1,N2
2907,L2,P5,N2
2908,L2,P3,N1
2909,L3,P3,N1
2910,L1,P1,N1
2911,L2,P5,N2
2912,L2,P5,N1
2913,L1,P7,N1
2914,L1,P2,N3
2915,L6,P2,N2
2916,L2,P7,N1
2917,L1,P5,N3
2918,L2,P1,N1
2919,L6,P2,N1
2920,L5,P1,N3
2921,L2,P3,N3
2922,L4,P4,N1
2923,L5,P7,N2
2924,L5,P6,N2
2925,L4,P5,N2
2926,L5,P5,N1
2927,L2,P1,N1
2928,L2,P1,N2
2929,L1,P3,N1
2930,L2,P2,N2
2931,L5,P2,N1
2932,L4,P4,N2
2933,L3,P1,N2
2934,L1,P5,N2
2935,L6,P7,N1
2936,L1,P3,N1
2937,L2,P1,N1
2938,L1,P3,N1
2939,L5,P1,N2
2940,L6,P3,N1
2941,L2,P5,N1
2942,L4,P4,N1
2943,L2,P1,N1
2944,L1,P1,N2
2945,L5,P1,N2
2946,L1,P6,N1
2947,L1,P2,N1
2948,L6,P3,N2
2949,L1,P2,N2
2950,L1,P1,N3
2951,L2,P4,N3
2952,L1,P3,N3
2953,L5,P7,N3
2954,L1,P2,N3
2955,L6,P1,N2
2956,L1,P7,N2
2957,L5,P1,N2
2958,L3,P4,N1
2959,L1,P1,N1
2960,L1,P1,N3
2961,L4,P4,N2
2962,L1,P6,N1
2963,L2,P3,N3
2964,L1,P3,N1
2965,L2,P1,N1
2966,L1,P1,N2
2967,L1,P1,N2
2968,L2,P1,N1
2969,L2,P3,N1
2970,L1,P1,N1
2971,L1,P1,N1
2972,L1,P2,N1
2973,L1,P6,N2
2974,L1,P1,N1
2975,L2,P2,N3
2976,L4,P4,N2
2977,L6,P5,N1
2978,L1,P2,N1
2979,L1,P4,N1
2980,L2,P6,N1
2981,L1,P1,N3
2982,L4,P4,N2
2983,L4,P4,N2
2984,L6,P6,N2
2985,L1,P5,N3
2986,L3,P3,N3
2987,L1,P2,N1
2988,L2,P4,N1
2989,L1,P7,N1
2990,L4,P5,N1
2991,L1,P2,N2
2992,L2,P7,N1
2993,L6,P1,N2
2994,L1,P6,N1
2995,L1,P7,N2
2996,L1,P2,N1
2997,L1,P1,N1
2998,L1,P1,N3
2999,L4,P4,N1
3000,L1,P1,N2
3001,L1,P2,N3
3002,L3,P6,N3
3003,L5,P2,N1
3004,L1,P3,N1
3005,L1,P3,N1
3006,L1,P6,N3
3007,L1,P2,N3
3008,L2,P3,N1
3009,L2,P2,N2
3010,L4,P4,N3
3011,L1,P1,N1
3012,L1,P2,N1
3013,L3,P2,N3
3014,L1,P3,N2
3015,L1,P6,N1
3016,L1,P6,N3
3017,L1,P2,N3
3018,L5,P1,N2
3019,L1,P1,N2
3020,L2,P2,N1
3021,L1,P7,N2
3022,L1,P2,N1
3023,L3,P1,N2
3024,L5,P1,N2
3025,L1,P1,N1
3026,L3,P2,N1
3027,L1,P3,N1
3028,L6,P4,N2
3029,L1,P2,N2
3030,L4,P4,N3
3031,L1,P3,N3
3032,L1,P1,N3
3033,L6,P2,N1
3034,L1,P6,N1
3035,L1,P1,N2
3036,L2,P1,N1
3037,L1,P2,N3
3038,L2,P5,N2
3039,L3,P6,N1
3040,L3,P2,N1
3041,L3,P1,N3
3042,L2,P6,N1
3043,L1,P2,N1
3044,L6,P3,N3
3045,L1,P1,N2
3046,L1,P5,N3
3047,L1,P6,N1
3048,L6,P1,N1
3049,L4,P4,N3
3050,L5,P5,N1
3051,L2,P3,N1
3052,L1,P1,N3
3053,L4,P4,N2
3054,L1,P2,N3
3055,L6,P4,N1
3056,L1,P1,N2
3057,L1,P1,N1
3058,L1,P5,N1
3059,L1,P2,N1
3060,L1,P1,N3
3061,L4,P4,N1
3062,L4,P4,N2
3063,L3,P1,N3
3064,L4,P4,N2
3065,L1,P6,N1
3066,L1,P6,N2
3067,L5,P3,N1
3068,L2,P6,N1
3069,L5,P2,N1
3070,L2,P3,N2
3071,L1,P3,N2
3072,L2,P2,N3
3073,L4,P4,N1
3074,L1,P1,N1
3075,L4,P4,N1
3076,L6,P3,N3
3077,L1,P2,N3
3078,L1,P1,N3
3079,L1,P7,N1
3080,L2,P3,N1
3081,L5,P1,N2
3082,L2,P2,N1
3083,L1,P7,N1
3084,L1,P2,N1
3085,L2,P5,N1
3086,L1,P2,N1
3087,L1,P1,N3
3088,L1,P5,N2
3089,L4,P4,N2
3090,L2,P1,N1
3091,L5,P7,N2
3092,L4,P4,N1
3093,L1,P3,N1
3094,L4,P4,N1
3095,L1,P3,N1
3096,L3,P3,N3
3097,L3,P2,N3
3098,L5,P3,N1
3099,L5,P7,N2
3100,L1,P6,N1
3101,L2,P2,N1
3102,L1,P2,N2
3103,L2,P6,N2
3104,L3,P1,N2
3105,L2,P1,N1
3106,L6,P1,N2
3107,L1,P3,N1
3108,L3,P3,N1
3109,L1,P2,N1
3110,L4,P4,N3
3111,L1,P1,N1
3112,L1,P3,N1
3113,L5,P1,N2
3114,L1,P5,N1
3115,L2,P5,N1
3116,L1,P1,N3
3117,L4,P4,N3
3118,L2,P2,N1
3119,L2,P1,N1
3120,L5,P5,N1
3121,L3,P7,N3
3122,L4,P4,N1
3123,L2,P5,N3
3124,L2,P5,N2
3125,L1,P1,N2
3126,L1,P7,N1
3127,L1,P7,N1
3128,L3,P3,N3
3129,L1,P5,N1
3130,L1,P2,N3
3131,L3,P2,N3
3132,L1,P5,N2
3133,L2,P7,N2
3134,L1,P3,N2
3135,L5,P4,N2
3136,L2,P7,N1
3137,L1,P1,N2
3138,L1,P1,N1
3139,L1,P3,N1
3140,L3,P7,N1
3141,L2,P1,N2
3142,L5,P3,N2
3143,L1,P2,N1
3144,L2,P1,N1
3145,L1,P1,N3
3146,L1,P7,N1
3147,L1,P2,N1
3148,L2,P2,N2
3149,L4,P4,N2
3150,L3,P2,N1
3151,L1,P2,N1
3152,L6,P3,N3
3153,L2,P3,N1
3154,L5,P1,N3
3155,L1,P3,N2
3156,L2,P5,N3
3157,L3,P1,N1
3158,L1,P6,N1
3159,L2,P3,N1
3160,L1,P1,N1
3161,L2,P1,N1
3162,L1,P3,N1
3163,L1,P6,N1
3164,L3,P6,N2
3165,L3,P2,N3
3166,L2,P1,N1
3167,L3,P3,N1
3168,L1,P3,N2
3169,L1,P1,N1
3170,L1,P4,N2
3171,L4,P4,N3
3172,L1,P3,N2
3173,L2,P2,N2
3174,L1,P3,N2
3175,L3,P5,N2
3176,L1,P1,N3
3177,L5,P2,N1
3178,L1,P2,N1
3179,L1,P1,N3
3180,L2,P6,N3
3181,L1,P2,N2
3182,L2,P1,N1
3183,L2,P1,N1
3184,L2,P3,N3
3185,L1,P3,N2
3186,L1,P1,N1
3187,L1,P2,N1
3188,L1,P5,N2
3189,L2,P7,N2
3190,L4,P4,N3
3191,L2,P7,N1
3192,L2,P2,N1
3193,L4,P5,N1
3194,L1,P3,N1
3195,L4,P4,N1
3196,L2,P1,N1
3197,L1,P1,N1
3198,L1,P3,N1
3199,L2,P3,N3
3200,L2,P2,N1
3201,L1,P3,N1
3202,L1,P1,N2
3203,L3,P2,N3
3204,L6,P1,N2
3205,L1,P3,N3
3206,L2,P3,N2
3207,L3,P6,N1
3208,L1,P3,N3
3209,L1,P3,N3
3210,L1,P7,N3
3211,L1,P1,N1
3212,L4,P4,N2
3213,L6,P3,N2
3214,L1,P1,N1
3215,L1,P2,N1
3216,L5,P5,N3
3217,L2,P6,N1
3218,L2,P3,N3
3219,L2,P3,N3
3220,L1,P7,N1
3221,L1,P2,N1
3222,L1,P5,N3
3223,L1,P5,N1
3224,L1,P2,N2
3225,L5,P5,N1
3226,L3,P3,N1
3227,L2,P4,N1
3228,L1,P5,N1
3229,L6,P3,N3
3230,L1,P1,N3
3231,L2,P5,N1
3232,L1,P3,N2
3233,L1,P3,N3
3234,L3,P7,N1
3235,L3,P7,N2
3236,L2,P1,N1
3237,L1,P7,N3
3238,L4,P4,N2
3239,L1,P3,N3
3240,L3,P2,N2
3241,L6,P1,N3
3242,L1,P1,N1
3243,L3,P1,N2
3244,L1,P2,N2
3245,L1,P3,N1
3246,L6,P2,N3
3247,L1,P7,N2
3248,L1,P1,N3
3249,L1,P6,N1
3250,L1,P1,N3
3251,L1,P1,N1
3252,L3,P7,N3
3253,L1,P1,N1
3254,L3,P1,N2
3255,L1,P3,N1
3256,L1,P6,N2
3257,L6,P5,N1
3258,L1,P1,N3
3259,L3,P1,N3
3260,L1,P1,N3
3261,L1,P1,N3
3262,L6,P4,N2
3263,L2,P1,N1
3264,L1,P2,N1
3265,L1,P1,N1
3266,L4,P4,N1
3267,L1,P1,N2
3268,L2,P1,N2
3269,L1,P1,N1
3270,L1,P6,N3
3271,L1,P2,N1
3272,L6,P2,N3
3273,L2,P1,N3
3274,L1,P2,N2
3275,L1,P2,N2
3276,L5,P3,N1
3277,L1,P2,N3
3278,L1,P5,N2
3279,L6,P3,N3
3280,L1,P3,N1
3281,L1,P3,N2
3282,L3,P1,N1
3283,L1,P1,N2
3284,L2,P1,N2
3285,L1,P3,N3
3286,L1,P3,N1
3287,L2,P2,N1
3288,L6,P2,N1
3289,L2,P2,N1
3290,L2,P5,N1
3291,L1,P1,N1
3292,L5,P1,N2
3293,L1,P2,N2
3294,L4,P4,N1
3295,L5,P3,N1
3296,L5,P6,N2
3297,L1,P1,N1
3298,L2,P2,N1
3299,L5,P6,N1
3300,L2,P3,N3
3301,L1,P2,N1
3302,L4,P4,N3
3303,L6,P3,N1
3304,L1,P1,N1
3305,L3,P2,N1
3306,L4,P4,N2
3307,L1,P3,N2
3308,L2,P2,N2
3309,L1,P1,N3
3310,L1,P7,N3
3311,L1,P3,N1
3312,L1,P2,N2
3313,L1,P1,N1
3314,L3,P7,N2
3315,L1,P6,N3
3316,L2,P1,N1
3317,L1,P2,N1
3318,L1,P2,N2
3319,L1,P1,N3
3320,L3,P3,N1
3321,L1,P2,N2
3322,L1,P5,N1
3323,L1,P1,N1
3324,L1,P7,N2
3325,L3,P2,N1
3326,L1,P1,N1
3327,L4,P4,N3
3328,L1,P6,N1
3329,L1,P3,N1
3330,L1,P2,N3
3331,L1,P1,N1
3332,L5,P1,N3
3333,L1,P6,N2
3334,L5,P6,N2
3335,L1,P2,N1
3336,L2,P2,N1
3337,L1,P3,N3
3338,L1,P2,N1
3339,L1,P1,N2
3340,L1,P2,N3
3341,L1,P2,N2
3342,L1,P7,N1
3343,L1,P3,N2
3344,L5,P5,N2
3345,L6,P4,N1
3346,L2,P1,N3
3347,L4,P4,N1
3348,L1,P3,N3
3349,L1,P3,N1
3350,L1,P3,N1
3351,L2,P3,N2
3352,L1,P3,N1
3353,L1,P3,N1
3354,L2,P7,N1
3355,L2,P1,N3
3356,L1,P3,N1
3357,L1,P1,N2
3358,L4,P4,N2
3359,L1,P2,N2
3360,L1,P6,N1
3361,L3,P3,N1
3362,L1,P3,N3
3363,L1,P1,N2
3364,L1,P1,N3
3365,L3,P6,N2
3366,L3,P2,N1
3367,L2,P2,N3
3368,L4,P4,N1
3369,L3,P5,N3
3370,L1,P1,N1
3371,L1,P2,N1
3372,L3,P2,N1
3373,L1,P3,N1
3374,L1,P5,N1
3375,L3,P3,N2
3376,L6,P3,N2
3377,L4,P4,N3
3378,L1,P1,N1
3379,L4,P4,N1
3380,L3,P3,N2
3381,L1,P2,N2
3382,L6,P6,N3
3383,L4,P4,N1
3384,L1,P2,N1
3385,L2,P1,N3
3386,L4,P4,N1
3387,L3,P1,N2
3388,L1,P3,N1
3389,L2,P2,N1
3390,L1,P1,N3
3391,L3,P6,N1
3392,L1,P3,N1
3393,L1,P2,N2
3394,L1,P3,N1
3395,L1,P2,N3
3396,L4,P4,N2
3397,L1,P1,N1
3398,L1,P6,N2
3399,L1,P2,N1
3400,L1,P3,N1
3401,L1,P2,N1
3402,L2,P1,N3
3403,L2,P5,N1
3404,L6,P5,N3
3405,L1,P7,N1
3406,L5,P1,N1
3407,L4,P7,N2
3408,L1,P6,N1
3409,L1,P3,N2
3410,L4,P4,N3
3411,L4,P4,N3
3412,L3,P5,N2
3413,L2,P1,N2
3414,L3,P2,N1
3415,L1,P2,N2
3416,L1,P1,N1
3417,L6,P2,N1
3418,L2,P1,N2
3419,L3,P2,N1
3420,L1,P3,N2
3421,L1,P5,N1
3422,L3,P1,N1
3423,L3,P1,N2
3424,L1,P2,N2
3425,L3,P3,N3
3426,L1,P1,N1
3427,L2,P2,N1
3428,L6,P6,N1
3429,L2,P2,N3
3430,L1,P1,N1
3431,L1,P1,N2
3432,L3,P2,N1
3433,L5,P2,N3
3434,L3,P3,N2
3435,L3,P1,N2
3436,L2,P2,N3
3437,L1,P3,N1
3438,L1,P1,N1
3439,L5,P3,N2
3440,L1,P3,N2
3441,L4,P4,N1
3442,L1,P3,N1
3443,L2,P7,N3
3444,L5,P6,N1
3445,L4,P4,N3
3446,L2,P2,N1
3447,L2,P1,N1
3448,L2,P1,N1
3449,L1,P2,N2
3450,L2,P2,N2
3451,L6,P3,N2
3452,L1,P1,N1
3453,L1,P1,N1
3454,L2,P1,N2
3455,L2,P1,N1
3456,L1,P1,N1
3457,L1,P7,N1
3458,L1,P1,N2
3459,L1,P6,N1
3460,L1,P1,N3
3461,L4,P4,N1
3462,L2,P1,N3
3463,L1,P1,N1
3464,L2,P2,N2
3465,L1,P4,N1
3466,L6,P3,N3
3467,L2,P3,N1
3468,L1,P7,N3
3469,L2,P3,N2
3470,L1,P1,N2
3471,L1,P1,N1
3472,L2,P2,N3
3473,L1,P3,N3
3474,L2,P1,N3
3475,L2,P4,N1
3476,L3,P3,N1
3477,L4,P4,N1
3478,L2,P1,N1
3479,L1,P7,N1
3480,L6,P2,N3
3481,L3,P3,N1
3482,L1,P7,N3
3483,L3,P2,N3
3484,L1,P5,N1
3485,L2,P1,N1
3486,L3,P3,N2
3487,L2,P3,N1
3488,L2,P2,N2
3489,L2,P2,N2
3490,L2,P7,N1
3491,L2,P2,N3
3492,L1,P3,N1
3493,L2,P1,N1
3494,L5,P7,N3
3495,L1,P5,N1
3496,L2,P3,N1
3497,L1,P2,N1
3498,L4,P4,N1
3499,L5,P1,N1
3500,L4,P4,N2
3501,L1,P1,N1
3502,L2,P7,N2
3503,L4,P4,N1
3504,L6,P2,N1
3505,L4,P4,N3
3506,L3,P2,N2
3507,L5,P1,N2
3508,L1,P3,N1
3509,L6,P3,N1
3510,L5,P1,N3
3511,L4,P4,N3
3512,L2,P5,N2
3513,L3,P2,N1
3514,L2,P2,N1
3515,L1,P3,N1
3516,L1,P2,N1
3517,L5,P3,N1
3518,L2,P7,N1
3519,L2,P5,N1
3520,L2,P1,N2
3521,L3,P5,N2
3522,L2,P3,N2
3523,L2,P1,N1
3524,L6,P3,N2
3525,L1,P5,N3
3526,L3,P7,N1
3527,L3,P5,N3
3528,L2,P2,N1
3529,L1,P1,N2
3530,L4,P5,N1
3531,L1,P6,N2
3532,L4,P4,N3
3533,L1,P3,N1
3534,L6,P2,N2
3535,L4,P4,N3
3536,L2,P5,N2
3537,L1,P1,N1
3538,L1,P3,N3
3539,L1,P3,N3
3540,L1,P1,N2
3541,L1,P1,N3
3542,L2,P1,N1
3543,L2,P6,N2
3544,L6,P6,N3
3545,L1,P2,N3
3546,L4,P4,N2
3547,L1,P7,N1
3548,L1,P2,N2
3549,L4,P4,N2
3550,L1,P3,N1
3551,L5,P1,N1
3552,L2,P1,N3
3553,L6,P7,N1
3554,L1,P2,N1
3555,L1,P1,N2
3556,L1,P3,N3
3557,L1,P5,N2
3558,L5,P3,N1
3559,L1,P6,N1
3560,L6,P7,N1
3561,L6,P5,N1
3562,L1,P2,N3
3563,L5,P2,N1
3564,L4,P4,N1
3565,L1,P5,N3
3566,L4,P4,N1
3567,L2,P6,N1
3568,L1,P6,N1
3569,L2,P1,N1
3570,L6,P5,N1
3571,L1,P2,N3
3572,L5,P1,N3
3573,L1,P5,N2
3574,L4,P4,N2
