prediction_key,lead_id,stage,score_time,n_candidates,n_snapshot_found,n_availability_known,n_no_snapshot,n_stale_gt_90d,availability_known_rate,max_snapshot_age_days
L1300:T2:I5914,1300,T2,2026-02-14T15:31:11.000Z,67,67,63,0,4,0.9402985074626866,155.6466550925926
L1300:T2:I5913,1300,T2,2026-02-16T07:43:37.000Z,68,68,64,0,4,0.9411764705882353,157.3219560185185
L1300:T2:I5912,1300,T2,2026-03-08T07:08:00.000Z,69,69,67,0,2,0.9710144927536232,120.29722222222222
L1301:T0,1301,T0,2026-04-20T00:00:00.000Z,109,109,106,0,3,0.9724770642201835,146
L1301:T1:I5919,1301,T1,2026-04-24T07:24:12.000Z,109,109,106,0,3,0.9724770642201835,150.30847222222224
L1301:T2:I5917,1301,T2,2026-04-27T08:16:02.000Z,111,111,107,0,4,0.963963963963964,153.3444675925926
L1301:T2:I5918,1301,T2,2026-04-29T19:18:20.000Z,111,111,107,0,4,0.963963963963964,155.80439814814815
L1301:T2:I5916,1301,T2,2026-05-08T10:11:00.000Z,112,112,109,0,3,0.9732142857142857,164.42430555555555
L1302:T0,1302,T0,2025-12-17T00:00:00.000Z,40,40,37,0,3,0.925,168
L1302:T1:I5922,1302,T1,2025-12-20T13:37:30.000Z,41,41,38,0,3,0.926829268292683,171.56770833333334
L1302:T2:I5920,1302,T2,2025-12-21T13:16:09.000Z,41,41,38,0,3,0.926829268292683,172.55288194444444
L1302:T2:I5923,1302,T2,2025-12-23T20:35:32.000Z,41,41,37,0,4,0.9024390243902439,174.85800925925926
L1302:T2:I5924,1302,T2,2025-12-28T18:25:03.000Z,42,42,40,0,2,0.9523809523809523,179.76739583333332
L1302:T2:I5921,1302,T2,2026-04-05T10:01:00.000Z,51,51,50,0,1,0.9803921568627451,156.41736111111112
L1303:T0,1303,T0,2025-03-17T00:00:00.000Z,18,9,9,9,0,0.5,55
L1303:T1:I5925,1303,T1,2025-03-17T20:52:58.000Z,19,9,9,10,0,0.47368421052631576,55.870115740740744
L1303:T2:I5927,1303,T2,2025-03-22T07:22:26.000Z,22,11,11,11,0,0.5,60.30724537037037
L1303:T2:I5926,1303,T2,2025-03-22T16:53:42.000Z,22,11,11,11,0,0.5,60.70395833333333
L1303:T2:I5928,1303,T2,2025-06-01T12:07:00.000Z,28,25,23,3,2,0.8214285714285714,112.50486111111111
L1303:T2:I5930,1303,T2,2025-11-20T17:49:00.000Z,38,38,34,0,4,0.8947368421052632,139.7423611111111
L1303:T2:I5929,1303,T2,2026-01-20T20:25:00.000Z,45,45,43,0,2,0.9555555555555556,130.85069444444446
L1304:T0,1304,T0,2025-01-12T00:00:00.000Z,24,1,1,23,0,0.041666666666666664,4
L1304:T1:I5934,1304,T1,2025-01-20T18:16:46.000Z,25,3,3,22,0,0.12,12.761643518518518
L1304:T2:I5933,1304,T2,2025-12-20T10:36:00.000Z,75,75,67,0,8,0.8933333333333333,246.44166666666666
L1304:T2:I5938,1304,T2,2026-02-03T20:37:00.000Z,80,80,75,0,5,0.9375,176.85902777777778
L1304:T2:I5937,1304,T2,2026-03-20T12:40:00.000Z,87,87,86,0,1,0.9885057471264368,221.52777777777777
L1304:T2:I5936,1304,T2,2026-04-09T15:52:00.000Z,90,90,88,0,2,0.9777777777777777,106.66111111111111
L1304:T2:I5931,1304,T2,2026-05-14T08:56:00.000Z,96,96,92,0,4,0.9583333333333334,124.37222222222222
L1304:T2:I5932,1304,T2,2026-05-14T19:34:00.000Z,96,96,92,0,4,0.9583333333333334,124.81527777777778
L1304:T2:I5935,1304,T2,2026-06-08T08:36:00.000Z,100,100,95,0,5,0.95,149.35833333333332
L1305:T0,1305,T0,2026-06-02T00:00:00.000Z,12,12,11,0,1,0.9166666666666666,224
L1305:T1:I5941,1305,T1,2026-06-02T07:33:12.000Z,13,13,12,0,1,0.9230769230769231,224.31472222222223
L1305:T2:I5940,1305,T2,2026-06-02T11:42:03.000Z,13,13,12,0,1,0.9230769230769231,224.48753472222222
L1305:T2:I5943,1305,T2,2026-06-07T15:08:01.000Z,13,13,13,0,0,1,69.63056712962963
L1305:T2:I5942,1305,T2,2026-06-07T19:29:23.000Z,13,13,13,0,0,1,69.81207175925925
L1305:T2:I5939,1305,T2,2026-06-10T20:07:26.000Z,13,13,13,0,0,1,72.83849537037037
L1306:T0,1306,T0,2025-07-04T00:00:00.000Z,12,11,9,1,2,0.75,118
L1306:T1:I5944,1306,T1,2025-07-08T12:27:45.000Z,13,12,11,1,1,0.8461538461538461,121.51927083333334
L1306:T2:I5946,1306,T2,2025-07-09T08:40:27.000Z,13,12,11,1,1,0.8461538461538461,122.3614236111111
L1306:T2:I5945,1306,T2,2025-07-12T11:28:27.000Z,13,12,11,1,1,0.8461538461538461,125.47809027777778
L1307:T0,1307,T0,2026-02-04T00:00:00.000Z,35,35,34,0,1,0.9714285714285714,124
L1307:T1:I5950,1307,T1,2026-02-05T09:47:19.000Z,36,36,35,0,1,0.9722222222222222,125.4078587962963
L1307:T2:I5954,1307,T2,2026-02-07T09:23:56.000Z,36,36,35,0,1,0.9722222222222222,127.39162037037038
L1307:T2:I5952,1307,T2,2026-02-09T13:25:59.000Z,36,36,34,0,2,0.9444444444444444,206.55971064814815
L1307:T2:I5949,1307,T2,2026-02-10T07:28:49.000Z,36,36,34,0,2,0.9444444444444444,247.31167824074075
L1307:T2:I5948,1307,T2,2026-02-13T13:59:18.000Z,35,35,34,0,1,0.9714285714285714,90.58284722222223
L1307:T2:I5947,1307,T2,2026-02-15T14:31:08.000Z,36,36,35,0,1,0.9722222222222222,92.6049537037037
L1307:T2:I5953,1307,T2,2026-04-09T20:17:00.000Z,38,38,35,0,3,0.9210526315789473,145.8451388888889
L1307:T2:I5951,1307,T2,2026-06-30T17:39:00.000Z,42,42,42,0,0,1,82.73541666666667
L1308:T0,1308,T0,2025-12-12T00:00:00.000Z,84,84,80,0,4,0.9523809523809523,164
L1308:T1:I5956,1308,T1,2025-12-13T17:00:22.000Z,85,85,81,0,4,0.9529411764705882,165.70858796296295
L1308:T2:I5958,1308,T2,2025-12-14T17:26:20.000Z,85,85,81,0,4,0.9529411764705882,166.72662037037037
L1308:T2:I5955,1308,T2,2025-12-15T10:36:59.000Z,85,85,81,0,4,0.9529411764705882,167.44234953703705
L1308:T2:I5957,1308,T2,2025-12-15T10:59:37.000Z,84,84,80,0,4,0.9523809523809523,167.45806712962963
L1308:T2:I5959,1308,T2,2025-12-18T08:00:31.000Z,86,86,82,0,4,0.9534883720930233,170.33369212962964
L1308:T2:I5960,1308,T2,2025-12-21T13:27:01.000Z,86,86,82,0,4,0.9534883720930233,173.56042824074075
L1308:T2:I5961,1308,T2,2026-04-06T19:46:00.000Z,101,101,96,0,5,0.9504950495049505,193.82361111111112
L1309:T0,1309,T0,2026-04-05T00:00:00.000Z,48,48,46,0,2,0.9583333333333334,106
L1309:T1:I5962,1309,T1,2026-04-06T14:26:06.000Z,49,49,47,0,2,0.9591836734693877,107.60145833333333
L1309:T2:I5963,1309,T2,2026-04-13T16:58:24.000Z,49,49,46,0,3,0.9387755102040817,114.70722222222223
L1310:T0,1310,T0,2025-04-13T00:00:00.000Z,8,4,4,4,0,0.5,23
L1310:T1:I5967,1310,T1,2025-04-15T09:45:41.000Z,9,5,5,4,0,0.5555555555555556,27.406724537037036
L1310:T2:I5965,1310,T2,2025-04-16T08:32:12.000Z,8,4,4,4,0,0.5,26.355694444444445
L1310:T2:I5964,1310,T2,2026-03-25T07:47:00.000Z,18,18,16,0,2,0.8888888888888888,124.32430555555555
L1310:T2:I5966,1310,T2,2026-03-29T10:41:00.000Z,19,19,17,0,2,0.8947368421052632,128.4451388888889
L1310:T2:I5968,1310,T2,2026-03-30T09:34:00.000Z,20,20,18,0,2,0.9,129.3986111111111
L1311:T0,1311,T0,2025-09-22T00:00:00.000Z,29,29,25,0,4,0.8620689655172413,159
L1311:T1:I5972,1311,T1,2025-09-24T10:51:29.000Z,30,30,26,0,4,0.8666666666666667,161.4524189814815
L1311:T2:I5970,1311,T2,2025-09-25T20:10:53.000Z,30,30,26,0,4,0.8666666666666667,162.8408912037037
L1311:T2:I5975,1311,T2,2025-09-26T10:40:19.000Z,30,30,26,0,4,0.8666666666666667,163.44466435185186
L1311:T2:I5971,1311,T2,2025-10-02T08:35:35.000Z,30,30,25,0,5,0.8333333333333334,169.35804398148147
L1311:T2:I5973,1311,T2,2025-10-02T16:50:32.000Z,30,30,25,0,5,0.8333333333333334,169.70175925925926
L1311:T2:I5974,1311,T2,2025-10-05T15:32:15.000Z,30,30,25,0,5,0.8333333333333334,172.64739583333332
L1311:T2:I5976,1311,T2,2026-02-26T11:07:00.000Z,40,40,37,0,3,0.925,137.46319444444444
L1311:T2:I5969,1311,T2,2026-03-15T18:30:00.000Z,42,42,38,0,4,0.9047619047619048,154.77083333333334
L1312:T0,1312,T0,2025-09-27T00:00:00.000Z,26,25,23,1,2,0.8846153846153846,139
L1312:T1:I5977,1312,T1,2025-09-29T07:33:46.000Z,27,26,23,1,3,0.8518518518518519,141.31511574074074
L1312:T2:I5981,1312,T2,2025-10-03T08:50:01.000Z,27,26,23,1,3,0.8518518518518519,145.36806712962962
L1312:T2:I5982,1312,T2,2025-10-18T16:57:00.000Z,27,26,23,1,3,0.8518518518518519,142.70625
L1312:T2:I5980,1312,T2,2025-11-21T08:50:00.000Z,27,27,26,0,1,0.9629629629629629,132.36805555555554
L1312:T2:I5979,1312,T2,2026-01-18T07:49:00.000Z,31,31,29,0,2,0.9354838709677419,107.32569444444445
L1312:T2:I5978,1312,T2,2026-02-03T09:09:00.000Z,31,31,31,0,0,1,87.38125
L1313:T0,1313,T0,2025-05-18T00:00:00.000Z,26,20,19,6,1,0.7307692307692307,110
L1313:T1:I5989,1313,T1,2025-05-21T13:15:13.000Z,27,20,18,7,2,0.6666666666666666,113.55223379629629
L1313:T2:I5983,1313,T2,2025-05-21T20:58:15.000Z,27,20,18,7,2,0.6666666666666666,113.87378472222223
L1313:T2:I5985,1313,T2,2025-05-23T09:13:07.000Z,27,20,18,7,2,0.6666666666666666,115.3841087962963
L1313:T2:I5990,1313,T2,2025-05-27T13:48:55.000Z,27,21,19,6,2,0.7037037037037037,119.57563657407407
L1313:T2:I5986,1313,T2,2025-06-09T18:00:00.000Z,27,22,19,5,3,0.7037037037037037,132.75
L1313:T2:I5984,1313,T2,2025-07-12T08:52:00.000Z,30,28,24,2,4,0.8,142.36944444444444
L1313:T2:I5987,1313,T2,2025-07-17T12:05:00.000Z,30,29,25,1,4,0.8333333333333334,147.50347222222223
L1313:T2:I5988,1313,T2,2025-10-02T16:16:00.000Z,38,37,33,1,4,0.868421052631579,201.67777777777778
L1314:T0,1314,T0,2026-05-29T00:00:00.000Z,21,21,21,0,0,1,81
L1314:T1:I5994,1314,T1,2026-05-30T11:01:20.000Z,22,22,22,0,0,1,82.45925925925926
L1314:T2:I5992,1314,T2,2026-05-30T17:13:22.000Z,22,22,22,0,0,1,82.71761574074074
L1314:T2:I5995,1314,T2,2026-05-31T17:56:46.000Z,22,22,22,0,0,1,83.74775462962963
L1314:T2:I5991,1314,T2,2026-06-03T13:59:41.000Z,22,22,22,0,0,1,86.58311342592593
L1314:T2:I5993,1314,T2,2026-06-07T08:04:03.000Z,22,22,21,0,1,0.9545454545454546,90.33614583333333
L1315:T0,1315,T0,2025-09-25T00:00:00.000Z,56,54,44,2,10,0.7857142857142857,216
L1315:T1:I5996,1315,T1,2025-09-26T09:15:28.000Z,57,55,45,2,10,0.7894736842105263,217.38574074074074
L1315:T2:I6000,1315,T2,2025-09-27T17:06:42.000Z,58,56,46,2,10,0.7931034482758621,218.71298611111112
L1315:T2:I5997,1315,T2,2025-09-30T07:16:26.000Z,58,56,45,2,11,0.7758620689655172,221.3030787037037
L1315:T2:I6001,1315,T2,2025-09-30T10:19:26.000Z,58,56,45,2,11,0.7758620689655172,221.43016203703704
L1315:T2:I5999,1315,T2,2025-10-03T10:40:29.000Z,58,56,45,2,11,0.7758620689655172,224.4447800925926
L1315:T2:I5998,1315,T2,2025-10-06T11:06:17.000Z,58,56,46,2,10,0.7931034482758621,227.46269675925927
L1316:T0,1316,T0,2026-03-27T00:00:00.000Z,31,31,30,0,1,0.967741935483871,97
L1316:T1:I6004,1316,T1,2026-03-31T14:58:48.000Z,31,31,30,0,1,0.967741935483871,101.62416666666667
L1316:T2:I6003,1316,T2,2026-03-31T15:51:33.000Z,32,32,31,0,1,0.96875,101.6607986111111
L1316:T2:I6002,1316,T2,2026-04-02T10:10:22.000Z,32,32,31,0,1,0.96875,103.42386574074074
L1316:T2:I6005,1316,T2,2026-04-05T09:44:53.000Z,32,32,31,0,1,0.96875,106.40616898148149
L1317:T0,1317,T0,2026-03-14T00:00:00.000Z,26,26,26,0,0,1,64
L1317:T1:I6006,1317,T1,2026-03-23T07:43:49.000Z,27,27,27,0,0,1,73.3220949074074
L1317:T2:I6007,1317,T2,2026-03-24T09:42:50.000Z,27,27,27,0,0,1,74.40474537037036
L1318:T0,1318,T0,2025-07-09T00:00:00.000Z,35,34,32,1,2,0.9142857142857143,154
L1318:T1:I6011,1318,T1,2025-07-11T07:03:01.000Z,36,35,32,1,3,0.8888888888888888,156.29376157407407
L1318:T2:I6008,1318,T2,2025-07-16T15:46:43.000Z,36,35,33,1,2,0.9166666666666666,161.65744212962963
L1318:T2:I6010,1318,T2,2025-08-01T14:32:00.000Z,36,35,34,1,1,0.9444444444444444,177.60555555555555
L1318:T2:I6009,1318,T2,2026-05-22T13:37:00.000Z,64,64,63,0,1,0.984375,96.56736111111111
L1319:T0,1319,T0,2025-09-15T00:00:00.000Z,41,41,37,0,4,0.9024390243902439,233
L1319:T1:I6012,1319,T1,2025-09-21T14:41:53.000Z,42,42,37,0,5,0.8809523809523809,239.61241898148148
L1319:T2:I6013,1319,T2,2026-03-17T16:58:00.000Z,56,56,56,0,0,1,89.70694444444445
L1320:T0,1320,T0,2025-07-25T00:00:00.000Z,78,76,70,2,6,0.8974358974358975,181
L1320:T1:I6020,1320,T1,2025-07-31T15:20:14.000Z,79,77,70,2,7,0.8860759493670886,187.63905092592591
L1320:T2:I6018,1320,T2,2025-08-02T15:41:18.000Z,78,76,69,2,7,0.8846153846153846,189.65368055555555
L1320:T2:I6015,1320,T2,2025-08-04T07:59:53.000Z,80,78,71,2,7,0.8875,191.3332523148148
L1320:T2:I6017,1320,T2,2025-08-06T17:35:06.000Z,80,78,71,2,7,0.8875,193.73270833333333
L1320:T2:I6014,1320,T2,2025-08-27T11:58:00.000Z,83,82,74,1,8,0.891566265060241,214.4986111111111
L1320:T2:I6016,1320,T2,2025-09-25T09:39:00.000Z,89,89,80,0,9,0.898876404494382,243.40208333333334
L1320:T2:I6019,1320,T2,2026-05-20T14:55:00.000Z,142,142,139,0,3,0.9788732394366197,237.62152777777777
L1321:T0,1321,T0,2025-05-30T00:00:00.000Z,10,8,5,2,3,0.5,115
L1321:T1:I6021,1321,T1,2025-06-05T14:09:32.000Z,12,10,8,2,2,0.6666666666666666,121.5899537037037
L1322:T0,1322,T0,2025-03-03T00:00:00.000Z,5,1,1,4,0,0.2,6
L1322:T1:I6023,1322,T1,2025-03-03T17:11:23.000Z,6,1,1,5,0,0.16666666666666666,6.716238425925926
L1322:T2:I6024,1322,T2,2025-03-14T13:01:20.000Z,6,1,1,5,0,0.16666666666666666,17.54259259259259
L1322:T2:I6022,1322,T2,2025-10-12T19:47:00.000Z,18,18,18,0,0,1,77.82430555555555
L1322:T2:I6025,1322,T2,2026-02-25T14:57:00.000Z,24,24,23,0,1,0.9583333333333334,97.62291666666667
L1323:T0,1323,T0,2025-11-02T00:00:00.000Z,34,34,29,0,5,0.8529411764705882,248
L1323:T1:I6027,1323,T1,2025-11-04T11:54:57.000Z,35,35,29,0,6,0.8285714285714286,250.49649305555556
L1323:T2:I6029,1323,T2,2025-11-05T11:17:39.000Z,35,35,30,0,5,0.8571428571428571,251.47059027777777
L1323:T2:I6028,1323,T2,2025-11-05T14:04:16.000Z,35,35,30,0,5,0.8571428571428571,251.5862962962963
L1323:T2:I6030,1323,T2,2025-11-11T08:06:36.000Z,35,35,30,0,5,0.8571428571428571,257.3379166666667
L1323:T2:I6032,1323,T2,2025-11-12T07:42:21.000Z,35,35,30,0,5,0.8571428571428571,258.3210763888889
L1323:T2:I6026,1323,T2,2025-11-13T17:21:02.000Z,34,34,29,0,5,0.8529411764705882,259.7229398148148
L1323:T2:I6031,1323,T2,2026-06-02T19:12:00.000Z,63,63,63,0,0,1,82.8
L1324:T0,1324,T0,2025-04-04T00:00:00.000Z,18,7,7,11,0,0.3888888888888889,81
L1324:T1:I6034,1324,T1,2025-04-08T13:36:51.000Z,19,8,8,11,0,0.42105263157894735,85.56725694444444
L1324:T2:I6036,1324,T2,2025-04-16T20:34:40.000Z,20,10,9,10,1,0.45,93.85740740740741
L1324:T2:I6033,1324,T2,2025-12-15T19:34:00.000Z,29,28,27,1,1,0.9310344827586207,156.81527777777777
L1324:T2:I6035,1324,T2,2026-03-28T11:09:00.000Z,34,34,33,0,1,0.9705882352941176,97.46458333333334
L1325:T0,1325,T0,2025-01-18T00:00:00.000Z,16,1,1,15,0,0.0625,21
L1325:T1:I6041,1325,T1,2025-01-21T11:14:41.000Z,18,1,1,17,0,0.05555555555555555,24.46853009259259
L1325:T2:I6037,1325,T2,2025-01-23T19:56:31.000Z,18,1,1,17,0,0.05555555555555555,26.830914351851852
L1325:T2:I6044,1325,T2,2025-01-30T20:47:42.000Z,18,3,3,15,0,0.16666666666666666,6.866458333333333
L1325:T2:I6042,1325,T2,2025-03-27T12:59:00.000Z,21,11,11,10,0,0.5238095238095238,52.54097222222222
L1325:T2:I6039,1325,T2,2025-07-03T14:33:00.000Z,30,27,24,3,3,0.8,128.60625
L1325:T2:I6040,1325,T2,2025-08-10T14:17:00.000Z,38,37,33,1,4,0.868421052631579,166.5951388888889
L1325:T2:I6038,1325,T2,2025-10-30T16:18:00.000Z,44,44,42,0,2,0.9545454545454546,99.67916666666666
L1325:T2:I6043,1325,T2,2026-02-01T18:00:00.000Z,51,51,49,0,2,0.9607843137254902,139.75
L1326:T0,1326,T0,2025-05-29T00:00:00.000Z,14,13,12,1,1,0.8571428571428571,98
L1326:T1:I6045,1326,T1,2025-06-04T14:11:43.000Z,15,14,13,1,1,0.8666666666666667,104.5914699074074
L1326:T2:I6047,1326,T2,2026-01-22T08:43:00.000Z,23,23,20,0,3,0.8695652173913043,183.36319444444445
L1326:T2:I6046,1326,T2,2026-02-05T19:18:00.000Z,25,25,22,0,3,0.88,197.80416666666667
L1326:T2:I6048,1326,T2,2026-02-18T16:19:00.000Z,25,25,22,0,3,0.88,210.6798611111111
L1327:T0,1327,T0,2026-02-10T00:00:00.000Z,22,22,22,0,0,1,90
L1327:T1:I6053,1327,T1,2026-02-16T20:46:58.000Z,23,23,21,0,2,0.9130434782608695,96.86594907407408
L1327:T2:I6052,1327,T2,2026-02-21T20:13:25.000Z,23,23,22,0,1,0.9565217391304348,101.84265046296296
L1327:T2:I6051,1327,T2,2026-03-10T19:37:00.000Z,24,24,24,0,0,1,84.81736111111111
L1327:T2:I6049,1327,T2,2026-05-04T07:49:00.000Z,26,26,26,0,0,1,86.32569444444445
L1327:T2:I6050,1327,T2,2026-06-25T08:00:00.000Z,28,28,27,0,1,0.9642857142857143,104.33333333333333
L1328:T0,1328,T0,2025-06-05T00:00:00.000Z,7,6,6,1,0,0.8571428571428571,83
L1328:T1:I6055,1328,T1,2025-06-07T14:49:44.000Z,8,7,7,1,0,0.875,85.61787037037037
L1328:T2:I6056,1328,T2,2025-06-10T09:15:42.000Z,8,7,7,1,0,0.875,88.38590277777777
L1328:T2:I6054,1328,T2,2025-06-13T14:53:25.000Z,8,7,6,1,1,0.75,91.62042824074074
L1328:T2:I6058,1328,T2,2025-06-15T19:57:58.000Z,8,7,6,1,1,0.75,93.8319212962963
L1328:T2:I6060,1328,T2,2025-06-16T10:48:54.000Z,8,7,6,1,1,0.75,94.450625
L1328:T2:I6057,1328,T2,2025-10-08T20:07:00.000Z,12,12,10,0,2,0.8333333333333334,136.83819444444444
L1328:T2:I6059,1328,T2,2025-10-25T20:00:00.000Z,12,12,9,0,3,0.75,130.83333333333334
L1329:T0,1329,T0,2025-12-29T00:00:00.000Z,23,23,23,0,0,1,66
L1329:T1:I6066,1329,T1,2026-01-01T17:59:25.000Z,24,24,24,0,0,1,69.74959490740741
L1329:T2:I6062,1329,T2,2026-01-02T12:45:37.000Z,24,24,24,0,0,1,70.53167824074075
L1329:T2:I6063,1329,T2,2026-01-03T17:55:49.000Z,24,24,24,0,0,1,71.7470949074074
L1329:T2:I6065,1329,T2,2026-01-06T13:38:19.000Z,23,23,23,0,0,1,74.56827546296296
L1329:T2:I6064,1329,T2,2026-01-29T08:09:00.000Z,26,26,25,0,1,0.9615384615384616,97.33958333333334
L1329:T2:I6061,1329,T2,2026-03-09T20:12:00.000Z,30,30,29,0,1,0.9666666666666667,107.84166666666667
L1330:T0,1330,T0,2026-06-08T00:00:00.000Z,67,67,66,0,1,0.9850746268656716,126
L1330:T1:I6067,1330,T1,2026-06-09T10:53:23.000Z,68,68,67,0,1,0.9852941176470589,127.45373842592592
L1330:T2:I6068,1330,T2,2026-06-10T09:07:29.000Z,68,68,67,0,1,0.9852941176470589,128.38019675925926
L1330:T2:I6073,1330,T2,2026-06-17T09:47:47.000Z,69,69,66,0,3,0.9565217391304348,135.40818287037038
L1330:T2:I6074,1330,T2,2026-06-17T19:36:50.000Z,69,69,66,0,3,0.9565217391304348,135.81724537037036
L1330:T2:I6069,1330,T2,2026-06-18T16:16:32.000Z,69,69,66,0,3,0.9565217391304348,136.67814814814815
L1330:T2:I6070,1330,T2,2026-06-19T08:55:17.000Z,69,69,66,0,3,0.9565217391304348,137.37172453703704
L1330:T2:I6072,1330,T2,2026-06-19T10:16:43.000Z,69,69,66,0,3,0.9565217391304348,137.42827546296297
L1330:T2:I6071,1330,T2,2026-06-20T11:11:29.000Z,69,69,66,0,3,0.9565217391304348,138.46630787037037
L1331:T0,1331,T0,2025-05-03T00:00:00.000Z,31,18,17,13,1,0.5483870967741935,98
L1331:T1:I6076,1331,T1,2025-05-10T14:43:37.000Z,33,20,18,13,2,0.5454545454545454,108.61362268518519
L1331:T2:I6075,1331,T2,2025-08-28T07:00:00.000Z,41,41,36,0,5,0.8780487804878049,215.29166666666666
L1331:T2:I6077,1331,T2,2026-03-12T09:35:00.000Z,56,56,55,0,1,0.9821428571428571,100.39930555555556
L1332:T0,1332,T0,2026-06-13T00:00:00.000Z,29,29,29,0,0,1,57
L1332:T1:I6082,1332,T1,2026-06-19T07:38:51.000Z,30,30,30,0,0,1,63.318645833333335
L1332:T2:I6085,1332,T2,2026-06-20T16:10:56.000Z,30,30,30,0,0,1,64.67425925925926
L1332:T2:I6081,1332,T2,2026-06-21T16:59:26.000Z,30,30,30,0,0,1,65.70793981481482
L1332:T2:I6083,1332,T2,2026-06-22T14:50:47.000Z,30,30,30,0,0,1,66.61859953703704
L1332:T2:I6084,1332,T2,2026-06-23T10:02:55.000Z,30,30,30,0,0,1,67.41869212962963
L1332:T2:I6080,1332,T2,2026-06-23T19:22:18.000Z,30,30,30,0,0,1,67.80715277777777
L1332:T2:I6078,1332,T2,2026-06-26T18:53:02.000Z,32,32,32,0,0,1,70.7868287037037
L1332:T2:I6079,1332,T2,2026-06-26T19:37:45.000Z,32,32,32,0,0,1,70.81788194444445
L1333:T0,1333,T0,2025-04-29T00:00:00.000Z,9,7,7,2,0,0.7777777777777778,84
L1333:T1:I6087,1333,T1,2025-05-02T07:32:23.000Z,11,9,9,2,0,0.8181818181818182,87.31415509259259
L1333:T2:I6088,1333,T2,2025-05-09T20:56:41.000Z,11,9,8,2,1,0.7272727272727273,94.87269675925926
L1333:T2:I6086,1333,T2,2026-04-28T19:47:00.000Z,26,26,26,0,0,1,76.82430555555555
L1334:T0,1334,T0,2026-01-14T00:00:00.000Z,35,35,33,0,2,0.9428571428571428,125
L1334:T1:I6094,1334,T1,2026-01-18T10:51:55.000Z,37,37,35,0,2,0.9459459459459459,129.4527199074074
L1334:T2:I6093,1334,T2,2026-01-18T13:30:38.000Z,37,37,35,0,2,0.9459459459459459,129.56293981481483
L1334:T2:I6092,1334,T2,2026-01-20T12:12:09.000Z,38,38,35,0,3,0.9210526315789473,140.5084375
L1334:T2:I6091,1334,T2,2026-01-20T12:13:21.000Z,38,38,36,0,2,0.9473684210526315,131.50927083333335
L1334:T2:I6089,1334,T2,2026-01-25T11:02:04.000Z,38,38,37,0,1,0.9736842105263158,105.45976851851852
L1334:T2:I6090,1334,T2,2026-05-27T13:02:00.000Z,47,47,45,0,2,0.9574468085106383,191.54305555555555
L1335:T0,1335,T0,2026-02-27T00:00:00.000Z,30,30,29,0,1,0.9666666666666667,112
L1335:T1:I6095,1335,T1,2026-03-11T12:19:45.000Z,32,32,31,0,1,0.96875,95.51371527777778
L1335:T2:I6097,1335,T2,2026-04-11T11:57:00.000Z,33,33,33,0,0,1,61.49791666666667
L1335:T2:I6096,1335,T2,2026-04-30T15:38:00.000Z,34,34,34,0,0,1,80.65138888888889
L1336:T0,1336,T0,2025-03-14T00:00:00.000Z,40,15,15,25,0,0.375,65
L1336:T1:I6100,1336,T1,2025-03-14T18:44:51.000Z,41,15,15,26,0,0.36585365853658536,65.78114583333333
L1336:T2:I6098,1336,T2,2025-05-19T14:18:00.000Z,50,33,29,17,4,0.58,118.59583333333333
L1336:T2:I6099,1336,T2,2026-05-02T14:45:00.000Z,101,101,96,0,5,0.9504950495049505,131.61458333333334
L1337:T0,1337,T0,2025-06-10T00:00:00.000Z,25,18,18,7,0,0.72,80
L1337:T1:I6102,1337,T1,2025-06-12T20:13:02.000Z,26,19,19,7,0,0.7307692307692307,82.84238425925926
L1337:T2:I6101,1337,T2,2025-06-14T17:44:23.000Z,27,19,19,8,0,0.7037037037037037,84.7391550925926
L1337:T2:I6103,1337,T2,2026-04-13T07:28:00.000Z,53,53,52,0,1,0.9811320754716981,115.31111111111112
L1338:T0,1338,T0,2025-09-06T00:00:00.000Z,38,38,34,0,4,0.8947368421052632,201
L1338:T1:I6105,1338,T1,2025-09-10T09:20:46.000Z,39,39,34,0,5,0.8717948717948718,205.3894212962963
L1338:T2:I6104,1338,T2,2026-02-25T12:04:00.000Z,50,50,50,0,0,1,88.50277777777778
L1339:T0,1339,T0,2025-11-05T00:00:00.000Z,30,30,29,0,1,0.9666666666666667,177
L1339:T1:I6110,1339,T1,2025-11-13T09:14:05.000Z,32,32,30,0,2,0.9375,186.3847800925926
L1339:T2:I6109,1339,T2,2026-01-22T17:30:00.000Z,36,36,35,0,1,0.9722222222222222,111.72916666666667
L1339:T2:I6106,1339,T2,2026-04-10T10:46:00.000Z,38,38,35,0,3,0.9210526315789473,146.44861111111112
L1339:T2:I6107,1339,T2,2026-05-04T12:21:00.000Z,40,40,40,0,0,1,78.51458333333333
L1339:T2:I6108,1339,T2,2026-05-06T11:10:00.000Z,40,40,40,0,0,1,80.46527777777777
L1340:T0,1340,T0,2026-02-01T00:00:00.000Z,20,20,19,0,1,0.95,198
L1340:T1:I6113,1340,T1,2026-02-08T15:43:00.000Z,22,22,21,0,1,0.9545454545454546,205.6548611111111
L1340:T2:I6111,1340,T2,2026-02-13T19:57:48.000Z,23,23,22,0,1,0.9565217391304348,210.83180555555555
L1340:T2:I6112,1340,T2,2026-02-27T07:20:00.000Z,27,27,25,0,2,0.9259259259259259,224.30555555555554
L1341:T0,1341,T0,2025-11-01T00:00:00.000Z,30,30,29,0,1,0.9666666666666667,173
