spot_id,broker_id,physical_profile,location_profile
2067,226,PH1,LOC3
2068,219,PH3,LOC7
2069,73,PH3,LOC1
2070,108,PH4,LOC1
2071,141,PH1,LOC2
2072,19,PH2,LOC1
2073,259,PH1,LOC2
2074,26,PH3,LOC1
2075,251,PH1,LOC1
2076,116,PH2,LOC5
2077,151,PH2,LOC7
2078,118,PH3,LOC1
2079,86,PH1,LOC1
2080,288,PH1,LOC6
2081,18,PH1,LOC6
2082,129,PH1,LOC4
2083,207,PH2,LOC1
2084,146,PH2,LOC1
2085,170,PH1,LOC2
2086,238,PH1,LOC2
2087,38,PH2,LOC1
2088,51,PH4,LOC2
2089,108,PH1,LOC2
2090,194,PH1,LOC1
2091,137,PH3,LOC5
2092,239,PH1,LOC2
2093,46,PH1,LOC6
2094,213,PH1,LOC5
2095,57,PH1,LOC1
2096,157,PH4,LOC1
2097,139,PH1,LOC4
2098,62,PH2,LOC1
2099,154,PH1,LOC5
2100,251,PH1,LOC1
2101,37,PH3,LOC1
2102,129,PH2,LOC2
2103,2,PH4,LOC1
2104,183,PH4,LOC5
2105,160,PH2,LOC6
2106,8,PH3,LOC1
2107,16,PH2,LOC4
2108,134,PH3,LOC1
2109,161,PH3,LOC2
2110,166,PH3,LOC6
2111,88,PH1,LOC6
2112,59,PH1,LOC7
2113,240,PH2,LOC7
2114,249,PH4,LOC6
2115,188,PH1,LOC5
2116,214,PH1,LOC1
2117,27,PH3,LOC7
2118,88,PH3,LOC3
2119,115,PH1,LOC6
2120,29,PH1,LOC1
2121,34,PH1,LOC7
2122,16,PH1,LOC2
2123,7,PH2,LOC3
2124,124,PH1,LOC1
2125,87,PH3,LOC3
2126,181,PH3,LOC2
2127,197,PH1,LOC1
2128,65,PH1,LOC2
2129,208,PH2,LOC2
2130,250,PH1,LOC1
2131,222,PH1,LOC2
2132,229,PH1,LOC1
2133,215,PH1,LOC1
2134,278,PH1,LOC7
2135,208,PH4,LOC3
2136,260,PH3,LOC7
2137,220,PH1,LOC5
2138,286,PH2,LOC3
2139,270,PH2,LOC3
2140,191,PH2,LOC1
2141,256,PH2,LOC2
2142,174,PH1,LOC2
2143,284,PH3,LOC3
2144,58,PH1,LOC2
2145,101,PH4,LOC2
2146,110,PH3,LOC1
2147,106,PH1,LOC2
2148,31,PH3,LOC6
2149,218,PH1,LOC1
2150,119,PH4,LOC1
2151,7,PH4,LOC2
2152,46,PH1,LOC1
2153,91,PH3,LOC4
2154,133,PH2,LOC4
2155,123,PH2,LOC1
2156,135,PH2,LOC5
2157,280,PH2,LOC4
2158,70,PH1,LOC1
2159,29,PH1,LOC1
2160,247,PH1,LOC2
2161,107,PH1,LOC2
2162,127,PH2,LOC1
2163,216,PH3,LOC2
2164,285,PH3,LOC7
2165,107,PH1,LOC2
2166,115,PH1,LOC4
2167,218,PH1,LOC3
2168,88,PH1,LOC2
2169,167,PH1,LOC6
2170,33,PH3,LOC3
2171,32,PH2,LOC1
2172,251,PH1,LOC1
2173,104,PH3,LOC1
2174,180,PH1,LOC3
2175,120,PH2,LOC4
2176,214,PH2,LOC1
2177,218,PH3,LOC1
2178,96,PH1,LOC1
2179,149,PH1,LOC2
2180,31,PH1,LOC4
2181,276,PH1,LOC1
2182,172,PH1,LOC1
2183,164,PH2,LOC1
2184,244,PH1,LOC2
2185,245,PH1,LOC1
2186,181,PH4,LOC1
2187,40,PH1,LOC3
2188,256,PH1,LOC5
2189,210,PH1,LOC3
2190,287,PH1,LOC1
2191,127,PH1,LOC1
2192,294,PH1,LOC1
2193,39,PH4,LOC7
2194,68,PH1,LOC1
2195,105,PH2,LOC4
2196,237,PH2,LOC2
2197,300,PH1,LOC2
2198,6,PH2,LOC3
2199,75,PH1,LOC3
2200,73,PH4,LOC4
2201,203,PH1,LOC5
2202,109,PH1,LOC4
2203,112,PH1,LOC2
2204,283,PH2,LOC3
2205,122,PH1,LOC2
2206,164,PH3,LOC1
2207,77,PH1,LOC4
2208,11,PH2,LOC6
2209,28,PH4,LOC1
2210,228,PH3,LOC2
2211,78,PH2,LOC5
2212,131,PH2,LOC2
2213,57,PH3,LOC7
2214,42,PH2,LOC3
2215,261,PH2,LOC3
2216,40,PH1,LOC7
2217,17,PH2,LOC1
2218,77,PH2,LOC6
2219,213,PH1,LOC1
2220,54,PH1,LOC3
2221,200,PH1,LOC5
2222,142,PH1,LOC3
2223,247,PH1,LOC3
2224,159,PH1,LOC5
2225,255,PH1,LOC4
2226,207,PH1,LOC2
2227,290,PH1,LOC7
2228,222,PH2,LOC4
2229,102,PH2,LOC1
2230,133,PH1,LOC1
2231,170,PH3,LOC1
2232,254,PH1,LOC1
2233,271,PH1,LOC2
2234,278,PH3,LOC1
2235,262,PH2,LOC2
2236,238,PH3,LOC6
2237,91,PH2,LOC2
2238,124,PH1,LOC2
2239,168,PH3,LOC4
2240,160,PH1,LOC1
2241,202,PH1,LOC6
2242,228,PH1,LOC2
2243,224,PH1,LOC2
2244,72,PH2,LOC1
2245,70,PH1,LOC1
2246,184,PH3,LOC1
2247,245,PH2,LOC5
2248,216,PH2,LOC4
2249,105,PH1,LOC1
2250,213,PH2,LOC2
2251,134,PH1,LOC5
2252,156,PH4,LOC1
2253,42,PH3,LOC4
2254,218,PH1,LOC2
2255,197,PH1,LOC2
2256,210,PH1,LOC1
2257,41,PH3,LOC4
2258,16,PH1,LOC2
2259,74,PH2,LOC5
2260,294,PH3,LOC4
2261,190,PH2,LOC6
2262,104,PH2,LOC5
2263,33,PH4,LOC6
2264,127,PH1,LOC4
2265,97,PH1,LOC7
2266,188,PH2,LOC2
2267,173,PH2,LOC6
2268,250,PH1,LOC1
2269,15,PH1,LOC6
2270,173,PH2,LOC1
2271,213,PH2,LOC1
2272,193,PH4,LOC2
2273,299,PH1,LOC5
2274,259,PH2,LOC5
2275,3,PH3,LOC5
2276,151,PH1,LOC1
2277,278,PH2,LOC4
2278,284,PH2,LOC2
2279,159,PH2,LOC1
2280,183,PH2,LOC3
2281,178,PH1,LOC3
2282,289,PH2,LOC5
2283,276,PH2,LOC1
2284,193,PH2,LOC2
2285,81,PH2,LOC2
2286,57,PH1,LOC7
2287,7,PH1,LOC2
2288,12,PH2,LOC4
2289,185,PH1,LOC7
2290,300,PH3,LOC7
2291,43,PH1,LOC7
2292,40,PH2,LOC5
2293,63,PH2,LOC1
2294,79,PH1,LOC4
2295,141,PH3,LOC2
2296,208,PH1,LOC6
2297,213,PH1,LOC4
2298,27,PH2,LOC1
2299,277,PH3,LOC2
2300,276,PH1,LOC1
2301,82,PH1,LOC4
2302,49,PH2,LOC1
2303,123,PH2,LOC3
2304,229,PH2,LOC1
2305,149,PH1,LOC1
2306,140,PH4,LOC1
2307,31,PH1,LOC1
2308,122,PH1,LOC2
2309,41,PH1,LOC5
2310,32,PH3,LOC5
2311,218,PH1,LOC3
2312,149,PH1,LOC1
2313,195,PH2,LOC3
2314,216,PH1,LOC6
2315,251,PH1,LOC1
2316,210,PH2,LOC7
2317,212,PH2,LOC7
2318,71,PH1,LOC5
2319,14,PH2,LOC1
2320,231,PH3,LOC1
2321,181,PH1,LOC2
2322,141,PH3,LOC2
2323,172,PH2,LOC3
2324,98,PH2,LOC7
2325,108,PH1,LOC5
2326,92,PH1,LOC2
2327,218,PH2,LOC1
2328,20,PH2,LOC5
2329,154,PH1,LOC2
2330,287,PH1,LOC1
2331,120,PH1,LOC2
2332,179,PH4,LOC1
2333,179,PH2,LOC2
2334,54,PH1,LOC1
2335,175,PH2,LOC4
2336,293,PH1,LOC1
2337,165,PH3,LOC4
2338,185,PH2,LOC3
2339,219,PH1,LOC1
2340,227,PH2,LOC2
2341,242,PH2,LOC1
2342,168,PH1,LOC6
2343,64,PH4,LOC1
2344,247,PH1,LOC5
2345,278,PH4,LOC2
2346,135,PH1,LOC1
2347,299,PH1,LOC1
2348,41,PH1,LOC3
2349,154,PH1,LOC1
2350,173,PH3,LOC1
2351,244,PH2,LOC1
2352,151,PH3,LOC2
2353,87,PH1,LOC4
2354,116,PH1,LOC3
2355,7,PH1,LOC3
2356,115,PH1,LOC1
2357,105,PH2,LOC1
2358,30,PH1,LOC6
2359,299,PH1,LOC1
2360,270,PH2,LOC7
2361,278,PH2,LOC4
2362,287,PH3,LOC5
2363,203,PH1,LOC4
2364,232,PH2,LOC5
2365,281,PH1,LOC1
2366,132,PH1,LOC6
2367,176,PH1,LOC1
2368,260,PH1,LOC1
2369,280,PH3,LOC2
2370,113,PH1,LOC2
2371,110,PH1,LOC2
2372,172,PH1,LOC4
2373,34,PH3,LOC1
2374,204,PH3,LOC6
2375,161,PH1,LOC4
2376,160,PH3,LOC2
2377,193,PH1,LOC4
2378,196,PH1,LOC1
2379,169,PH1,LOC2
2380,233,PH3,LOC4
2381,126,PH3,LOC2
2382,16,PH3,LOC3
2383,35,PH2,LOC4
2384,94,PH2,LOC1
2385,82,PH3,LOC5
2386,63,PH1,LOC1
2387,106,PH2,LOC4
2388,248,PH1,LOC4
2389,278,PH3,LOC3
2390,203,PH1,LOC3
2391,266,PH2,LOC1
2392,85,PH4,LOC4
2393,29,PH3,LOC2
2394,216,PH2,LOC2
2395,239,PH1,LOC1
2396,132,PH1,LOC3
2397,187,PH1,LOC1
2398,203,PH1,LOC1
2399,198,PH3,LOC1
2400,73,PH1,LOC3
2401,228,PH1,LOC2
2402,21,PH2,LOC2
2403,81,PH1,LOC1
2404,142,PH2,LOC2
2405,234,PH3,LOC3
2406,88,PH1,LOC7
2407,274,PH2,LOC1
2408,69,PH1,LOC1
2409,170,PH4,LOC2
2410,220,PH1,LOC6
2411,20,PH1,LOC1
2412,206,PH1,LOC5
2413,21,PH1,LOC2
2414,120,PH1,LOC3
2415,124,PH1,LOC3
2416,107,PH1,LOC5
2417,99,PH1,LOC2
2418,179,PH1,LOC2
2419,275,PH4,LOC2
2420,235,PH1,LOC3
2421,199,PH2,LOC1
2422,47,PH1,LOC2
2423,76,PH3,LOC3
2424,204,PH1,LOC1
2425,254,PH1,LOC7
2426,12,PH1,LOC1
2427,167,PH1,LOC6
2428,245,PH1,LOC5
2429,163,PH1,LOC3
2430,247,PH1,LOC2
2431,33,PH1,LOC1
2432,253,PH3,LOC2
2433,160,PH3,LOC1
2434,25,PH4,LOC4
2435,80,PH2,LOC1
2436,160,PH2,LOC5
2437,25,PH1,LOC1
2438,296,PH1,LOC1
2439,252,PH2,LOC7
2440,232,PH2,LOC3
2441,45,PH1,LOC2
2442,89,PH1,LOC2
2443,48,PH2,LOC5
2444,3,PH1,LOC6
2445,116,PH2,LOC1
2446,216,PH1,LOC1
2447,97,PH2,LOC1
2448,71,PH1,LOC7
2449,295,PH4,LOC4
2450,165,PH2,LOC1
2451,167,PH1,LOC4
2452,29,PH1,LOC3
2453,270,PH1,LOC1
2454,37,PH2,LOC3
2455,84,PH1,LOC5
2456,256,PH2,LOC4
2457,26,PH1,LOC1
2458,103,PH2,LOC4
2459,299,PH1,LOC1
2460,93,PH4,LOC1
2461,151,PH1,LOC7
2462,87,PH3,LOC5
2463,43,PH2,LOC4
2464,91,PH2,LOC1
2465,8,PH1,LOC1
2466,280,PH1,LOC1
2467,9,PH3,LOC5
2468,216,PH1,LOC1
2469,102,PH3,LOC1
2470,190,PH1,LOC6
2471,153,PH2,LOC4
2472,250,PH1,LOC6
2473,16,PH4,LOC1
2474,25,PH1,LOC1
2475,247,PH3,LOC1
2476,3,PH3,LOC7
2477,116,PH1,LOC1
2478,95,PH3,LOC5
2479,256,PH1,LOC1
2480,256,PH1,LOC2
2481,29,PH3,LOC1
2482,160,PH2,LOC2
2483,83,PH2,LOC5
2484,216,PH1,LOC1
2485,194,PH3,LOC2
2486,177,PH2,LOC1
2487,57,PH2,LOC4
2488,297,PH2,LOC1
2489,4,PH1,LOC2
2490,61,PH1,LOC2
2491,19,PH2,LOC1
2492,188,PH1,LOC1
2493,196,PH1,LOC2
2494,126,PH3,LOC2
2495,268,PH2,LOC1
2496,39,PH1,LOC1
2497,36,PH2,LOC6
2498,184,PH3,LOC1
2499,86,PH1,LOC2
2500,169,PH3,LOC1
2501,293,PH1,LOC4
2502,45,PH1,LOC5
2503,238,PH2,LOC1
2504,142,PH3,LOC2
2505,165,PH3,LOC1
2506,194,PH1,LOC5
2507,260,PH2,LOC3
2508,132,PH3,LOC5
2509,190,PH1,LOC5
2510,30,PH3,LOC2
2511,169,PH2,LOC2
2512,267,PH3,LOC7
2513,237,PH2,LOC2
2514,272,PH3,LOC7
2515,194,PH2,LOC4
2516,3,PH1,LOC1
2517,155,PH1,LOC2
2518,4,PH1,LOC1
2519,191,PH2,LOC1
2520,257,PH2,LOC5
2521,10,PH1,LOC5
2522,171,PH1,LOC4
2523,188,PH1,LOC5
2524,11,PH2,LOC1
2525,106,PH2,LOC5
2526,49,PH1,LOC1
2527,38,PH4,LOC1
2528,15,PH1,LOC2
2529,186,PH2,LOC6
2530,191,PH1,LOC4
2531,39,PH2,LOC3
2532,295,PH1,LOC4
2533,208,PH1,LOC2
2534,96,PH2,LOC2
2535,216,PH1,LOC5
2536,57,PH2,LOC3
2537,87,PH1,LOC2
2538,194,PH1,LOC5
2539,118,PH2,LOC5
2540,227,PH3,LOC1
2541,153,PH4,LOC2
2542,115,PH2,LOC7
2543,280,PH1,LOC5
2544,165,PH2,LOC2
2545,53,PH1,LOC1
2546,246,PH2,LOC3
2547,100,PH3,LOC2
2548,257,PH2,LOC3
2549,31,PH2,LOC2
2550,95,PH3,LOC5
2551,79,PH1,LOC1
2552,268,PH1,LOC4
2553,194,PH3,LOC2
2554,6,PH4,LOC1
2555,298,PH2,LOC4
2556,195,PH1,LOC5
2557,255,PH1,LOC2
2558,148,PH3,LOC1
2559,55,PH2,LOC1
2560,236,PH1,LOC7
2561,52,PH1,LOC5
2562,39,PH1,LOC1
2563,57,PH1,LOC1
2564,202,PH2,LOC7
2565,170,PH1,LOC2
2566,98,PH2,LOC1
2567,260,PH2,LOC2
2568,172,PH1,LOC1
2569,27,PH1,LOC1
2570,145,PH2,LOC3
2571,9,PH3,LOC2
2572,249,PH1,LOC1
2573,134,PH1,LOC2
2574,229,PH2,LOC2
2575,280,PH4,LOC1
2576,257,PH1,LOC3
2577,112,PH2,LOC7
2578,135,PH3,LOC2
2579,273,PH4,LOC1
2580,119,PH2,LOC1
2581,189,PH1,LOC1
2582,195,PH4,LOC3
2583,191,PH1,LOC6
2584,232,PH3,LOC7
2585,36,PH2,LOC2
2586,207,PH1,LOC4
2587,139,PH1,LOC2
2588,264,PH3,LOC5
2589,172,PH1,LOC5
2590,147,PH1,LOC2
2591,146,PH2,LOC1
2592,54,PH1,LOC1
2593,238,PH2,LOC1
2594,151,PH1,LOC7
2595,20,PH2,LOC7
2596,141,PH1,LOC5
2597,246,PH4,LOC3
2598,113,PH1,LOC4
2599,253,PH2,LOC1
2600,261,PH2,LOC1
2601,153,PH1,LOC1
2602,178,PH1,LOC2
2603,46,PH1,LOC4
2604,57,PH1,LOC1
2605,282,PH2,LOC7
2606,280,PH2,LOC5
2607,155,PH1,LOC1
2608,40,PH2,LOC2
2609,13,PH2,LOC1
2610,160,PH1,LOC6
2611,222,PH1,LOC1
2612,47,PH1,LOC6
2613,284,PH1,LOC3
2614,118,PH1,LOC4
2615,252,PH2,LOC2
2616,54,PH4,LOC4
2617,10,PH1,LOC4
2618,289,PH3,LOC2
2619,1,PH1,LOC1
2620,156,PH1,LOC5
2621,53,PH1,LOC3
2622,32,PH2,LOC5
2623,60,PH2,LOC1
2624,233,PH1,LOC3
2625,47,PH3,LOC1
2626,146,PH1,LOC2
2627,163,PH1,LOC2
2628,153,PH2,LOC1
2629,237,PH1,LOC3
2630,215,PH2,LOC1
2631,237,PH1,LOC4
2632,198,PH2,LOC1
2633,6,PH1,LOC3
2634,125,PH1,LOC5
2635,80,PH1,LOC7
2636,250,PH1,LOC4
2637,300,PH4,LOC1
2638,67,PH3,LOC4
2639,265,PH2,LOC7
2640,134,PH1,LOC3
2641,84,PH1,LOC2
2642,104,PH1,LOC1
2643,101,PH2,LOC1
2644,83,PH1,LOC1
2645,213,PH3,LOC2
2646,145,PH3,LOC1
2647,273,PH2,LOC7
2648,35,PH1,LOC1
2649,21,PH1,LOC1
2650,61,PH3,LOC5
2651,135,PH1,LOC4
2652,284,PH4,LOC2
2653,175,PH1,LOC1
2654,2,PH3,LOC1
2655,119,PH1,LOC2
2656,113,PH1,LOC4
2657,84,PH2,LOC1
2658,204,PH3,LOC1
2659,155,PH1,LOC1
2660,209,PH2,LOC1
2661,56,PH2,LOC7
2662,86,PH2,LOC1
2663,201,PH4,LOC2
2664,272,PH1,LOC3
2665,287,PH1,LOC2
2666,34,PH1,LOC3
2667,60,PH1,LOC1
2668,234,PH4,LOC1
2669,140,PH1,LOC1
2670,68,PH1,LOC3
2671,217,PH3,LOC1
2672,82,PH2,LOC1
2673,256,PH2,LOC1
2674,47,PH3,LOC1
2675,189,PH2,LOC3
2676,76,PH1,LOC3
2677,243,PH3,LOC1
2678,138,PH4,LOC2
2679,123,PH3,LOC1
2680,257,PH2,LOC3
2681,280,PH1,LOC2
2682,49,PH4,LOC4
2683,125,PH1,LOC2
2684,200,PH3,LOC2
2685,106,PH3,LOC1
2686,96,PH1,LOC1
2687,270,PH2,LOC3
2688,148,PH1,LOC5
2689,240,PH1,LOC5
2690,284,PH2,LOC2
2691,28,PH2,LOC1
2692,150,PH2,LOC2
2693,286,PH2,LOC1
2694,84,PH1,LOC5
2695,282,PH1,LOC1
2696,47,PH3,LOC6
2697,262,PH1,LOC3
2698,117,PH1,LOC1
2699,242,PH1,LOC3
2700,197,PH1,LOC1
2701,150,PH1,LOC4
2702,53,PH2,LOC1
2703,173,PH2,LOC5
2704,78,PH1,LOC1
2705,178,PH1,LOC6
2706,171,PH2,LOC1
2707,139,PH1,LOC5
2708,24,PH2,LOC1
2709,265,PH1,LOC1
2710,100,PH2,LOC3
2711,262,PH3,LOC2
2712,261,PH3,LOC3
2713,248,PH1,LOC3
2714,235,PH4,LOC3
2715,185,PH1,LOC1
2716,51,PH1,LOC2
2717,78,PH1,LOC3
2718,253,PH3,LOC3
2719,130,PH1,LOC4
2720,183,PH2,LOC2
2721,48,PH4,LOC2
2722,236,PH3,LOC2
2723,254,PH2,LOC4
2724,165,PH3,LOC7
2725,295,PH3,LOC7
2726,41,PH4,LOC4
2727,278,PH2,LOC2
2728,205,PH2,LOC4
2729,256,PH2,LOC3
2730,207,PH1,LOC1
2731,80,PH1,LOC3
2732,282,PH2,LOC1
2733,123,PH1,LOC7
2734,97,PH1,LOC2
2735,21,PH1,LOC2
2736,176,PH1,LOC1
2737,48,PH3,LOC7
2738,156,PH3,LOC1
2739,111,PH1,LOC5
2740,218,PH1,LOC1
2741,293,PH3,LOC3
2742,37,PH1,LOC6
2743,291,PH3,LOC1
2744,93,PH1,LOC3
2745,217,PH1,LOC3
2746,209,PH1,LOC4
2747,248,PH1,LOC3
2748,16,PH1,LOC3
2749,110,PH3,LOC2
2750,53,PH2,LOC1
2751,291,PH1,LOC2
2752,3,PH1,LOC2
2753,254,PH1,LOC6
2754,67,PH1,LOC1
2755,295,PH1,LOC7
2756,67,PH2,LOC6
2757,68,PH2,LOC4
2758,268,PH1,LOC1
2759,127,PH2,LOC1
2760,180,PH2,LOC1
2761,179,PH3,LOC2
2762,39,PH2,LOC3
2763,83,PH1,LOC1
2764,145,PH1,LOC5
2765,184,PH3,LOC2
2766,252,PH2,LOC7
2767,241,PH2,LOC5
2768,230,PH1,LOC5
2769,170,PH2,LOC1
2770,256,PH3,LOC7
2771,77,PH1,LOC4
2772,168,PH2,LOC4
2773,178,PH2,LOC1
2774,19,PH1,LOC4
2775,228,PH1,LOC1
2776,247,PH1,LOC1
2777,271,PH1,LOC4
2778,100,PH1,LOC1
2779,236,PH2,LOC7
2780,292,PH3,LOC7
2781,247,PH1,LOC6
2782,49,PH2,LOC1
2783,153,PH1,LOC1
2784,216,PH1,LOC2
2785,254,PH3,LOC3
2786,37,PH1,LOC3
2787,148,PH1,LOC2
2788,179,PH1,LOC1
2789,127,PH1,LOC7
2790,228,PH2,LOC7
2791,71,PH1,LOC5
2792,168,PH3,LOC1
2793,298,PH2,LOC1
2794,159,PH3,LOC6
2795,95,PH1,LOC6
2796,237,PH1,LOC1
2797,292,PH1,LOC2
2798,225,PH4,LOC1
2799,211,PH3,LOC1
2800,7,PH1,LOC5
2801,14,PH1,LOC2
2802,216,PH1,LOC7
2803,131,PH1,LOC7
2804,132,PH2,LOC2
2805,105,PH3,LOC2
2806,40,PH1,LOC1
2807,225,PH1,LOC5
2808,63,PH2,LOC6
2809,9,PH1,LOC2
2810,198,PH1,LOC6
2811,258,PH2,LOC4
2812,55,PH2,LOC2
2813,175,PH1,LOC5
2814,185,PH1,LOC1
2815,140,PH2,LOC2
2816,38,PH2,LOC1
2817,103,PH1,LOC1
2818,261,PH2,LOC1
2819,262,PH2,LOC6
2820,66,PH1,LOC6
2821,106,PH2,LOC6
2822,126,PH1,LOC6
2823,51,PH2,LOC1
2824,264,PH1,LOC3
2825,55,PH2,LOC2
2826,156,PH1,LOC4
2827,3,PH1,LOC1
2828,10,PH1,LOC5
2829,73,PH1,LOC1
2830,54,PH1,LOC1
2831,199,PH2,LOC2
2832,109,PH1,LOC2
2833,251,PH1,LOC7
2834,251,PH1,LOC5
2835,244,PH2,LOC7
2836,234,PH2,LOC7
2837,218,PH1,LOC3
2838,61,PH1,LOC2
2839,39,PH1,LOC1
2840,259,PH2,LOC4
2841,271,PH1,LOC5
2842,65,PH2,LOC3
2843,188,PH1,LOC3
2844,160,PH2,LOC1
2845,273,PH1,LOC2
2846,15,PH1,LOC6
2847,148,PH1,LOC1
2848,242,PH1,LOC2
2849,187,PH1,LOC7
2850,207,PH1,LOC2
2851,235,PH1,LOC6
2852,263,PH1,LOC6
2853,84,PH1,LOC6
2854,96,PH3,LOC2
2855,195,PH2,LOC2
2856,106,PH1,LOC1
2857,259,PH1,LOC1
2858,254,PH3,LOC2
2859,161,PH1,LOC1
2860,224,PH3,LOC7
2861,64,PH2,LOC4
2862,148,PH1,LOC1
2863,216,PH3,LOC1
2864,209,PH4,LOC7
2865,283,PH1,LOC6
2866,123,PH1,LOC1
2867,38,PH2,LOC1
2868,143,PH2,LOC2
2869,83,PH1,LOC4
2870,133,PH3,LOC2
2871,262,PH4,LOC1
2872,76,PH1,LOC1
2873,174,PH2,LOC2
2874,145,PH3,LOC4
2875,223,PH1,LOC1
2876,128,PH1,LOC2
2877,123,PH2,LOC3
2878,289,PH4,LOC2
2879,273,PH4,LOC3
2880,62,PH1,LOC6
2881,234,PH2,LOC1
2882,234,PH3,LOC3
2883,282,PH2,LOC6
2884,212,PH1,LOC2
2885,287,PH1,LOC1
2886,92,PH2,LOC2
2887,263,PH2,LOC5
2888,276,PH1,LOC1
2889,191,PH3,LOC4
2890,228,PH1,LOC4
2891,233,PH1,LOC1
2892,100,PH1,LOC1
2893,161,PH2,LOC6
2894,59,PH1,LOC3
2895,112,PH1,LOC1
2896,66,PH3,LOC5
2897,269,PH3,LOC6
2898,190,PH1,LOC1
2899,73,PH1,LOC1
2900,295,PH1,LOC6
2901,15,PH2,LOC1
2902,89,PH2,LOC2
2903,171,PH3,LOC1
2904,127,PH1,LOC1
2905,232,PH1,LOC7
2906,169,PH4,LOC5
2907,280,PH1,LOC1
2908,212,PH3,LOC1
2909,10,PH2,LOC4
2910,285,PH2,LOC5
2911,18,PH1,LOC4
2912,31,PH4,LOC7
2913,39,PH1,LOC1
2914,237,PH1,LOC1
2915,81,PH1,LOC4
2916,15,PH1,LOC2
2917,288,PH1,LOC4
2918,119,PH4,LOC3
2919,171,PH1,LOC1
2920,145,PH3,LOC6
2921,81,PH1,LOC4
2922,57,PH1,LOC2
2923,9,PH1,LOC5
2924,273,PH2,LOC2
2925,195,PH3,LOC4
2926,68,PH1,LOC3
2927,246,PH1,LOC1
2928,283,PH4,LOC4
2929,268,PH1,LOC4
2930,178,PH3,LOC1
2931,246,PH1,LOC2
2932,224,PH3,LOC3
2933,141,PH4,LOC1
2934,70,PH4,LOC4
2935,136,PH2,LOC2
2936,94,PH1,LOC2
2937,42,PH1,LOC1
2938,218,PH2,LOC2
2939,286,PH1,LOC7
2940,48,PH2,LOC2
2941,122,PH1,LOC1
2942,99,PH1,LOC1
2943,119,PH2,LOC2
2944,168,PH1,LOC3
2945,134,PH2,LOC1
2946,189,PH1,LOC2
2947,47,PH1,LOC1
2948,195,PH2,LOC1
2949,241,PH2,LOC2
2950,81,PH2,LOC3
2951,79,PH4,LOC1
2952,102,PH1,LOC1
2953,240,PH1,LOC2
2954,202,PH1,LOC3
2955,217,PH3,LOC4
2956,100,PH1,LOC5
2957,277,PH2,LOC2
2958,273,PH1,LOC4
2959,210,PH2,LOC6
2960,136,PH2,LOC2
2961,297,PH3,LOC2
2962,278,PH3,LOC2
2963,167,PH2,LOC5
2964,10,PH2,LOC1
2965,59,PH1,LOC5
2966,230,PH1,LOC7
2967,243,PH1,LOC3
2968,134,PH2,LOC5
2969,178,PH2,LOC1
2970,26,PH2,LOC1
2971,168,PH2,LOC2
2972,209,PH3,LOC4
2973,97,PH1,LOC2
2974,41,PH2,LOC5
2975,232,PH3,LOC2
2976,126,PH1,LOC2
2977,125,PH1,LOC3
2978,83,PH3,LOC5
2979,170,PH2,LOC7
2980,174,PH2,LOC1
2981,292,PH1,LOC2
2982,85,PH1,LOC4
2983,161,PH2,LOC3
2984,94,PH1,LOC2
2985,189,PH1,LOC2
2986,184,PH1,LOC2
2987,235,PH3,LOC3
2988,29,PH4,LOC1
2989,217,PH2,LOC3
2990,163,PH1,LOC4
2991,79,PH2,LOC2
2992,2,PH2,LOC2
2993,211,PH1,LOC2
2994,258,PH2,LOC2
2995,84,PH2,LOC1
2996,137,PH1,LOC5
2997,224,PH4,LOC4
2998,17,PH4,LOC6
2999,36,PH3,LOC1
3000,294,PH2,LOC7
