lead_id,source,behavioral_profile
2972,paid,BP3
2973,email,BP1
2974,organic,BP1
2975,paid,BP1
2976,paid,BP1
2977,paid,BP3
2978,paid,BP2
2979,paid,BP1
2980,email,BP1
2981,organic,BP1
2982,referral,BP1
2983,paid,BP1
2984,email,BP3
2985,referral,BP2
2986,event,BP1
2987,paid,BP1
2988,paid,BP1
2989,social,BP2
2990,paid,BP3
2991,paid,BP2
2992,social,BP1
2993,organic,BP1
2994,email,BP1
2995,social,BP3
2996,paid,BP1
2997,organic,BP1
2998,organic,BP1
2999,organic,BP2
3000,organic,BP2
3001,paid,BP1
3002,email,BP1
3003,paid,BP1
3004,referral,BP3
3005,event,BP1
3006,email,BP2
3007,paid,BP2
3008,referral,BP1
3009,paid,BP1
3010,referral,BP1
3011,organic,BP3
3012,paid,BP2
3013,paid,BP1
3014,referral,BP1
3015,email,BP1
3016,email,BP1
3017,paid,BP2
3018,organic,BP1
3019,organic,BP1
3020,paid,BP1
3021,social,BP2
3022,paid,BP1
3023,organic,BP2
3024,organic,BP1
3025,organic,BP1
3026,paid,BP1
3027,referral,BP1
3028,organic,BP2
3029,paid,BP3
3030,email,BP1
3031,referral,BP1
3032,organic,BP2
3033,paid,BP1
3034,email,BP3
3035,organic,BP3
3036,organic,BP1
3037,paid,BP1
3038,referral,BP3
3039,email,BP1
3040,paid,BP1
3041,organic,BP3
3042,email,BP2
3043,paid,BP1
3044,referral,BP1
3045,organic,BP1
3046,paid,BP3
3047,email,BP2
3048,organic,BP2
3049,referral,BP1
3050,email,BP3
3051,referral,BP3
3052,organic,BP1
3053,organic,BP3
3054,paid,BP1
3055,paid,BP1
3056,organic,BP1
3057,organic,BP1
3058,paid,BP2
3059,paid,BP1
3060,organic,BP2
3061,referral,BP1
3062,paid,BP3
3063,organic,BP2
3064,organic,BP1
3065,email,BP1
3066,email,BP1
3067,referral,BP1
3068,email,BP1
3069,paid,BP1
3070,event,BP2
3071,event,BP2
3072,paid,BP3
3073,referral,BP2
3074,organic,BP1
3075,paid,BP1
3076,referral,BP2
3077,paid,BP2
3078,organic,BP1
3079,social,BP1
3080,event,BP1
3081,organic,BP1
3082,paid,BP1
3083,social,BP1
3084,paid,BP2
3085,email,BP2
3086,paid,BP1
3087,organic,BP1
3088,referral,BP3
3089,referral,BP3
3090,organic,BP1
3091,social,BP1
3092,paid,BP2
3093,referral,BP2
3094,referral,BP3
3095,referral,BP1
3096,referral,BP2
3097,paid,BP1
3098,referral,BP1
3099,social,BP1
3100,email,BP1
3101,paid,BP3
3102,paid,BP1
3103,email,BP2
3104,organic,BP1
3105,organic,BP1
3106,organic,BP1
3107,referral,BP1
3108,referral,BP1
3109,paid,BP1
3110,referral,BP1
3111,organic,BP1
3112,referral,BP1
3113,organic,BP1
3114,paid,BP2
3115,organic,BP3
3116,organic,BP3
3117,organic,BP2
3118,paid,BP1
3119,organic,BP3
3120,paid,BP3
3121,social,BP3
3122,referral,BP2
3123,organic,BP3
3124,paid,BP2
3125,organic,BP1
3126,social,BP3
3127,social,BP2
3128,referral,BP2
3129,organic,BP2
3130,paid,BP1
3131,paid,BP2
3132,organic,BP3
3133,social,BP2
3134,referral,BP2
3135,email,BP1
3136,social,BP1
3137,organic,BP3
3138,organic,BP1
3139,referral,BP1
3140,social,BP1
3141,organic,BP1
3142,referral,BP1
3143,paid,BP3
3144,organic,BP1
3145,organic,BP1
3146,social,BP1
3147,paid,BP1
3148,paid,BP1
3149,organic,BP1
3150,paid,BP1
3151,paid,BP1
3152,referral,BP1
3153,event,BP2
3154,organic,BP2
3155,referral,BP1
3156,email,BP2
3157,organic,BP3
3158,email,BP1
3159,referral,BP1
3160,organic,BP3
3161,organic,BP3
3162,referral,BP2
3163,email,BP1
3164,email,BP3
3165,paid,BP1
3166,organic,BP2
3167,referral,BP1
3168,referral,BP1
3169,organic,BP2
3170,organic,BP2
3171,referral,BP2
3172,referral,BP1
3173,paid,BP1
3174,referral,BP2
3175,organic,BP3
3176,organic,BP1
3177,paid,BP2
3178,paid,BP3
3179,organic,BP1
3180,email,BP1
3181,paid,BP2
3182,organic,BP1
3183,organic,BP1
3184,event,BP1
3185,referral,BP2
3186,organic,BP1
3187,paid,BP1
3188,organic,BP3
3189,social,BP1
3190,social,BP1
3191,social,BP1
3192,paid,BP1
3193,paid,BP3
3194,referral,BP1
3195,email,BP1
3196,organic,BP2
3197,organic,BP1
3198,event,BP1
3199,event,BP3
3200,paid,BP1
3201,referral,BP1
3202,organic,BP1
3203,paid,BP2
3204,organic,BP1
3205,referral,BP1
3206,referral,BP1
3207,email,BP3
3208,event,BP1
3209,event,BP2
3210,social,BP1
3211,organic,BP1
3212,organic,BP3
3213,referral,BP2
3214,organic,BP1
3215,paid,BP3
3216,referral,BP3
3217,email,BP1
3218,referral,BP2
3219,referral,BP3
3220,social,BP2
3221,paid,BP2
3222,organic,BP3
3223,paid,BP2
3224,paid,BP1
3225,organic,BP3
3226,referral,BP1
3227,email,BP3
3228,organic,BP3
3229,referral,BP1
3230,organic,BP1
3231,paid,BP2
3232,event,BP2
3233,referral,BP2
3234,social,BP2
3235,social,BP1
3236,organic,BP2
3237,social,BP3
3238,event,BP3
3239,event,BP1
3240,paid,BP1
3241,organic,BP1
3242,organic,BP1
3243,organic,BP1
3244,paid,BP1
3245,referral,BP3
3246,paid,BP3
3247,social,BP1
3248,organic,BP1
3249,email,BP1
3250,organic,BP1
3251,organic,BP3
3252,social,BP3
3253,organic,BP1
3254,organic,BP1
3255,event,BP1
3256,email,BP1
3257,social,BP2
3258,organic,BP2
3259,organic,BP1
3260,organic,BP3
3261,organic,BP1
3262,event,BP1
3263,organic,BP1
3264,paid,BP1
3265,organic,BP1
3266,paid,BP2
3267,organic,BP2
3268,organic,BP3
3269,organic,BP2
3270,email,BP3
3271,paid,BP2
3272,paid,BP2
3273,organic,BP1
3274,paid,BP1
3275,paid,BP1
3276,referral,BP1
3277,paid,BP2
3278,email,BP3
3279,event,BP1
3280,event,BP3
3281,referral,BP2
3282,organic,BP1
3283,organic,BP1
3284,organic,BP3
3285,referral,BP1
3286,referral,BP2
3287,paid,BP1
3288,paid,BP1
3289,paid,BP2
3290,event,BP2
3291,organic,BP1
3292,organic,BP2
3293,paid,BP2
3294,paid,BP1
3295,referral,BP1
3296,email,BP2
3297,organic,BP1
3298,paid,BP1
3299,email,BP2
3300,referral,BP2
3301,paid,BP2
3302,organic,BP1
3303,referral,BP1
3304,organic,BP2
3305,paid,BP2
3306,paid,BP1
3307,event,BP1
3308,paid,BP1
3309,organic,BP1
3310,social,BP1
3311,referral,BP3
3312,paid,BP2
3313,organic,BP1
3314,social,BP1
3315,email,BP1
3316,organic,BP1
3317,paid,BP1
3318,paid,BP3
3319,organic,BP1
3320,referral,BP1
3321,paid,BP1
3322,organic,BP3
3323,organic,BP1
3324,social,BP1
3325,paid,BP2
3326,organic,BP2
3327,event,BP1
3328,email,BP1
3329,event,BP1
3330,paid,BP2
3331,organic,BP1
3332,organic,BP2
3333,email,BP2
3334,email,BP1
3335,paid,BP2
3336,paid,BP1
3337,referral,BP1
3338,paid,BP1
3339,organic,BP1
3340,paid,BP1
3341,paid,BP1
3342,social,BP1
3343,referral,BP1
3344,paid,BP3
3345,organic,BP1
3346,organic,BP1
3347,organic,BP3
3348,referral,BP1
3349,referral,BP2
3350,referral,BP1
3351,referral,BP1
3352,referral,BP1
3353,referral,BP1
3354,social,BP1
3355,organic,BP1
3356,referral,BP2
3357,organic,BP3
3358,organic,BP1
3359,paid,BP1
3360,email,BP3
3361,referral,BP1
3362,referral,BP1
3363,organic,BP1
3364,organic,BP1
3365,email,BP1
3366,paid,BP1
3367,paid,BP1
3368,email,BP1
3369,paid,BP3
3370,organic,BP2
3371,paid,BP1
3372,paid,BP2
3373,referral,BP1
3374,paid,BP3
3375,referral,BP1
3376,referral,BP1
3377,paid,BP1
3378,organic,BP1
3379,referral,BP1
3380,referral,BP2
3381,paid,BP1
3382,email,BP2
3383,paid,BP1
3384,paid,BP1
3385,organic,BP2
3386,paid,BP2
3387,organic,BP1
3388,referral,BP1
3389,paid,BP2
3390,organic,BP1
3391,email,BP1
3392,referral,BP1
3393,paid,BP3
3394,referral,BP1
3395,paid,BP1
3396,paid,BP3
3397,organic,BP1
3398,email,BP1
3399,paid,BP2
3400,referral,BP1
3401,paid,BP1
3402,organic,BP2
3403,social,BP3
3404,referral,BP3
3405,social,BP1
3406,organic,BP2
3407,social,BP1
3408,email,BP2
3409,event,BP1
3410,social,BP1
3411,paid,BP1
3412,paid,BP3
3413,organic,BP1
3414,paid,BP1
3415,paid,BP1
3416,organic,BP1
3417,paid,BP1
3418,organic,BP1
3419,paid,BP1
3420,referral,BP2
3421,email,BP3
3422,organic,BP1
3423,organic,BP1
3424,paid,BP2
3425,referral,BP2
3426,organic,BP1
3427,paid,BP1
3428,email,BP2
3429,paid,BP1
3430,organic,BP1
3431,organic,BP1
3432,paid,BP1
3433,paid,BP2
3434,event,BP2
3435,organic,BP3
3436,paid,BP2
3437,event,BP1
3438,organic,BP1
3439,event,BP1
3440,referral,BP1
3441,paid,BP1
3442,referral,BP1
3443,social,BP1
3444,email,BP1
3445,organic,BP1
3446,paid,BP1
3447,organic,BP1
3448,organic,BP1
3449,paid,BP3
3450,paid,BP3
3451,referral,BP1
3452,organic,BP2
3453,organic,BP1
3454,organic,BP2
3455,organic,BP2
3456,organic,BP2
3457,social,BP1
3458,organic,BP1
3459,email,BP2
3460,organic,BP2
3461,referral,BP1
3462,organic,BP2
3463,organic,BP2
3464,paid,BP1
3465,referral,BP2
3466,referral,BP1
3467,referral,BP1
3468,social,BP1
3469,referral,BP3
3470,organic,BP2
3471,organic,BP2
3472,paid,BP1
3473,event,BP3
3474,organic,BP1
3475,referral,BP1
3476,referral,BP2
3477,email,BP2
3478,organic,BP2
3479,social,BP1
3480,paid,BP1
3481,referral,BP1
3482,social,BP1
3483,paid,BP1
3484,organic,BP3
3485,organic,BP1
3486,referral,BP1
3487,referral,BP1
3488,paid,BP1
3489,paid,BP2
3490,social,BP1
3491,paid,BP1
3492,referral,BP1
3493,organic,BP1
3494,social,BP3
3495,organic,BP3
3496,referral,BP1
3497,paid,BP1
3498,social,BP1
3499,organic,BP1
3500,paid,BP1
3501,organic,BP1
3502,social,BP3
3503,paid,BP2
3504,paid,BP1
3505,organic,BP1
3506,paid,BP2
3507,organic,BP1
3508,referral,BP1
3509,event,BP1
3510,organic,BP1
3511,paid,BP2
3512,organic,BP3
3513,paid,BP3
3514,paid,BP2
3515,referral,BP1
3516,paid,BP1
3517,event,BP1
3518,social,BP1
3519,event,BP2
3520,organic,BP2
3521,event,BP3
3522,referral,BP1
3523,organic,BP2
3524,referral,BP1
3525,organic,BP3
3526,social,BP1
3527,organic,BP3
3528,paid,BP1
3529,organic,BP2
3530,organic,BP2
3531,email,BP3
3532,paid,BP1
3533,referral,BP1
3534,paid,BP1
3535,email,BP2
3536,referral,BP3
3537,organic,BP1
3538,event,BP3
3539,referral,BP3
3540,organic,BP1
3541,organic,BP1
3542,organic,BP1
3543,email,BP1
3544,email,BP3
3545,paid,BP1
3546,paid,BP3
3547,social,BP1
3548,paid,BP2
3549,paid,BP1
3550,event,BP3
3551,organic,BP1
3552,organic,BP3
3553,social,BP1
3554,paid,BP1
3555,organic,BP1
3556,referral,BP1
3557,paid,BP2
3558,referral,BP1
3559,email,BP1
3560,social,BP1
3561,referral,BP3
3562,paid,BP1
3563,paid,BP1
3564,organic,BP1
3565,referral,BP2
3566,referral,BP1
3567,email,BP1
3568,email,BP1
3569,organic,BP1
3570,social,BP2
3571,paid,BP1
3572,organic,BP3
3573,referral,BP2
3574,email,BP2
3575,referral,BP2
3576,paid,BP1
3577,paid,BP1
3578,paid,BP1
3579,referral,BP1
3580,referral,BP3
3581,email,BP1
3582,referral,BP1
3583,organic,BP2
3584,referral,BP1
3585,paid,BP2
3586,referral,BP1
3587,paid,BP2
3588,organic,BP1
3589,paid,BP2
3590,email,BP2
3591,paid,BP1
3592,paid,BP1
3593,paid,BP2
3594,paid,BP1
3595,referral,BP1
3596,paid,BP2
3597,referral,BP1
3598,referral,BP1
3599,referral,BP2
3600,referral,BP2
3601,organic,BP2
3602,paid,BP1
3603,paid,BP3
3604,organic,BP1
3605,organic,BP1
3606,paid,BP2
3607,paid,BP1
3608,paid,BP1
3609,referral,BP1
3610,social,BP1
3611,organic,BP2
3612,paid,BP2
3613,referral,BP2
3614,referral,BP2
3615,email,BP2
3616,email,BP3
3617,organic,BP1
3618,organic,BP1
3619,email,BP1
3620,organic,BP3
3621,email,BP2
3622,organic,BP2
3623,referral,BP1
3624,organic,BP1
3625,paid,BP1
3626,organic,BP2
3627,referral,BP3
3628,email,BP1
3629,organic,BP1
3630,paid,BP2
3631,organic,BP1
3632,paid,BP2
3633,organic,BP1
3634,paid,BP1
3635,social,BP1
3636,email,BP1
3637,email,BP1
3638,organic,BP1
3639,organic,BP1
3640,organic,BP1
3641,paid,BP1
3642,organic,BP1
3643,social,BP1
3644,event,BP3
3645,organic,BP1
3646,organic,BP3
3647,paid,BP3
3648,referral,BP1
3649,referral,BP1
3650,organic,BP2
3651,email,BP1
3652,paid,BP1
3653,organic,BP1
3654,organic,BP1
3655,social,BP1
3656,organic,BP1
3657,email,BP1
3658,paid,BP2
3659,email,BP2
3660,social,BP1
3661,email,BP2
3662,paid,BP2
3663,paid,BP3
3664,organic,BP1
3665,paid,BP1
3666,paid,BP1
3667,referral,BP2
3668,paid,BP2
3669,organic,BP2
3670,referral,BP1
3671,organic,BP1
3672,referral,BP1
3673,referral,BP1
3674,email,BP1
3675,paid,BP2
3676,email,BP3
3677,event,BP2
3678,organic,BP1
3679,paid,BP2
3680,organic,BP3
3681,email,BP3
3682,referral,BP1
3683,organic,BP1
3684,organic,BP3
3685,paid,BP1
3686,organic,BP1
3687,referral,BP2
3688,email,BP2
3689,organic,BP1
3690,paid,BP3
3691,paid,BP1
3692,referral,BP2
3693,organic,BP1
3694,organic,BP1
3695,event,BP1
3696,paid,BP1
3697,referral,BP1
3698,social,BP1
3699,organic,BP3
3700,organic,BP1
3701,organic,BP1
3702,social,BP1
3703,referral,BP1
3704,paid,BP2
3705,organic,BP1
3706,social,BP1
3707,social,BP1
3708,referral,BP2
3709,organic,BP1
3710,paid,BP1
3711,organic,BP1
3712,organic,BP2
3713,paid,BP2
3714,paid,BP1
3715,social,BP2
3716,organic,BP1
3717,organic,BP2
3718,paid,BP1
3719,paid,BP2
3720,referral,BP1
3721,referral,BP2
3722,organic,BP1
3723,referral,BP2
3724,event,BP1
3725,organic,BP1
3726,paid,BP1
3727,organic,BP2
3728,referral,BP2
3729,social,BP1
3730,paid,BP1
3731,organic,BP2
3732,referral,BP1
3733,organic,BP1
3734,referral,BP1
3735,social,BP1
3736,organic,BP2
3737,referral,BP3
3738,paid,BP1
3739,email,BP1
3740,organic,BP2
3741,paid,BP2
3742,organic,BP2
3743,organic,BP2
3744,organic,BP1
3745,paid,BP2
3746,organic,BP1
3747,email,BP1
3748,referral,BP1
3749,social,BP1
3750,organic,BP2
3751,referral,BP2
3752,paid,BP2
3753,referral,BP1
3754,paid,BP1
3755,social,BP1
3756,paid,BP1
3757,social,BP1
3758,organic,BP1
3759,paid,BP1
3760,paid,BP1
3761,paid,BP2
3762,paid,BP2
3763,paid,BP1
3764,social,BP1
3765,organic,BP2
3766,organic,BP2
3767,organic,BP2
3768,organic,BP3
3769,paid,BP1
3770,referral,BP1
3771,referral,BP3
3772,email,BP2
3773,email,BP2
3774,paid,BP2
3775,referral,BP1
3776,organic,BP1
3777,referral,BP3
3778,referral,BP1
3779,organic,BP3
3780,social,BP2
3781,referral,BP1
3782,organic,BP1
3783,paid,BP1
3784,referral,BP3
3785,referral,BP1
3786,organic,BP1
3787,organic,BP2
3788,paid,BP1
3789,referral,BP1
3790,organic,BP2
3791,social,BP3
3792,social,BP1
3793,referral,BP1
3794,social,BP2
3795,referral,BP1
3796,organic,BP2
3797,paid,BP1
3798,referral,BP1
3799,referral,BP1
3800,event,BP2
3801,referral,BP1
3802,organic,BP3
3803,organic,BP3
3804,email,BP2
3805,organic,BP2
3806,email,BP1
3807,organic,BP1
3808,social,BP1
3809,organic,BP2
3810,organic,BP1
3811,organic,BP1
3812,organic,BP1
3813,organic,BP3
3814,organic,BP2
3815,paid,BP2
3816,paid,BP1
3817,organic,BP2
3818,paid,BP1
3819,social,BP1
3820,event,BP1
3821,referral,BP1
3822,referral,BP3
3823,event,BP1
3824,email,BP1
3825,email,BP1
3826,paid,BP2
3827,paid,BP1
3828,email,BP2
3829,referral,BP1
3830,organic,BP1
3831,event,BP1
3832,social,BP1
3833,organic,BP1
3834,organic,BP1
3835,email,BP1
3836,referral,BP1
3837,paid,BP1
3838,organic,BP1
3839,organic,BP2
3840,paid,BP2
3841,event,BP3
3842,paid,BP2
3843,organic,BP1
3844,organic,BP2
3845,organic,BP3
3846,email,BP1
3847,referral,BP1
3848,email,BP1
3849,email,BP1
3850,referral,BP1
3851,organic,BP3
3852,event,BP2
3853,organic,BP1
3854,email,BP1
3855,referral,BP1
3856,referral,BP2
3857,referral,BP3
3858,referral,BP1
3859,paid,BP3
3860,paid,BP1
3861,organic,BP2
3862,paid,BP1
3863,referral,BP1
3864,email,BP1
3865,email,BP1
3866,paid,BP1
3867,event,BP2
3868,referral,BP1
3869,organic,BP3
3870,organic,BP1
3871,social,BP3
3872,referral,BP1
3873,email,BP1
3874,referral,BP1
3875,organic,BP2
3876,paid,BP3
3877,paid,BP3
3878,referral,BP2
3879,social,BP3
3880,paid,BP1
3881,referral,BP1
3882,paid,BP1
3883,referral,BP2
3884,social,BP1
3885,organic,BP2
3886,paid,BP2
3887,referral,BP3
3888,organic,BP1
3889,paid,BP2
3890,referral,BP2
3891,paid,BP3
3892,paid,BP1
3893,organic,BP1
3894,organic,BP3
3895,paid,BP1
3896,referral,BP3
3897,referral,BP1
3898,organic,BP1
3899,referral,BP1
3900,paid,BP2
3901,email,BP1
3902,paid,BP3
3903,paid,BP2
3904,referral,BP2
3905,paid,BP1
3906,social,BP1
3907,organic,BP1
3908,paid,BP1
3909,organic,BP2
3910,organic,BP1
3911,organic,BP2
3912,organic,BP1
3913,organic,BP1
3914,organic,BP1
3915,organic,BP1
3916,organic,BP3
3917,organic,BP1
3918,referral,BP2
3919,social,BP1
3920,paid,BP1
3921,organic,BP1
3922,referral,BP2
3923,referral,BP1
3924,organic,BP1
3925,referral,BP2
3926,referral,BP2
3927,referral,BP3
3928,paid,BP1
3929,referral,BP1
3930,organic,BP2
3931,organic,BP1
3932,email,BP2
3933,paid,BP2
3934,paid,BP2
3935,email,BP1
3936,paid,BP1
3937,organic,BP3
3938,paid,BP3
3939,organic,BP2
3940,paid,BP1
3941,referral,BP1
3942,organic,BP3
3943,organic,BP1
3944,referral,BP1
3945,paid,BP1
3946,organic,BP1
3947,organic,BP1
3948,referral,BP1
3949,social,BP1
3950,social,BP3
3951,paid,BP1
3952,referral,BP3
3953,referral,BP1
3954,organic,BP1
3955,organic,BP1
3956,organic,BP2
3957,email,BP2
3958,referral,BP1
3959,organic,BP1
3960,paid,BP1
3961,organic,BP1
3962,referral,BP1
3963,paid,BP1
3964,social,BP2
3965,paid,BP2
3966,email,BP1
3967,organic,BP1
3968,paid,BP2
3969,email,BP1
3970,referral,BP1
3971,social,BP2
3972,email,BP1
3973,paid,BP1
3974,organic,BP1
3975,organic,BP1
3976,paid,BP3
3977,email,BP1
3978,organic,BP1
3979,referral,BP1
3980,organic,BP1
3981,referral,BP2
3982,social,BP1
3983,paid,BP1
3984,paid,BP1
3985,paid,BP1
3986,paid,BP1
3987,paid,BP1
3988,organic,BP1
3989,organic,BP2
3990,social,BP2
3991,referral,BP2
3992,organic,BP1
3993,referral,BP2
3994,paid,BP1
3995,organic,BP1
3996,paid,BP1
3997,organic,BP1
3998,email,BP2
3999,paid,BP1
4000,social,BP3
4001,paid,BP3
4002,social,BP1
4003,referral,BP3
4004,organic,BP1
4005,email,BP1
4006,email,BP1
4007,email,BP1
4008,event,BP1
4009,paid,BP1
4010,paid,BP2
4011,social,BP1
4012,organic,BP1
4013,social,BP1
4014,social,BP3
4015,paid,BP1
4016,referral,BP1
4017,paid,BP3
4018,email,BP1
4019,organic,BP3
4020,referral,BP1
4021,paid,BP1
4022,social,BP1
4023,paid,BP1
4024,paid,BP2
4025,organic,BP3
4026,referral,BP1
4027,email,BP2
4028,referral,BP1
4029,referral,BP1
4030,referral,BP1
4031,referral,BP1
4032,referral,BP2
4033,social,BP3
4034,referral,BP2
4035,paid,BP3
4036,referral,BP2
4037,email,BP1
4038,organic,BP1
4039,organic,BP1
4040,referral,BP1
4041,event,BP2
4042,paid,BP2
4043,paid,BP1
4044,referral,BP1
4045,organic,BP3
4046,event,BP3
4047,referral,BP3
4048,paid,BP1
4049,social,BP1
4050,paid,BP3
4051,organic,BP1
4052,organic,BP1
4053,organic,BP1
4054,event,BP1
4055,social,BP1
4056,referral,BP1
4057,email,BP2
4058,organic,BP2
4059,organic,BP1
4060,organic,BP1
4061,email,BP3
4062,organic,BP1
4063,organic,BP1
4064,organic,BP1
4065,referral,BP1
4066,referral,BP2
4067,organic,BP1
4068,social,BP3
4069,event,BP2
4070,organic,BP1
4071,email,BP1
4072,social,BP2
4073,email,BP2
4074,organic,BP2
4075,social,BP2
4076,paid,BP1
4077,organic,BP1
4078,social,BP1
4079,organic,BP1
4080,social,BP1
4081,paid,BP2
4082,referral,BP1
4083,organic,BP1
4084,email,BP1
4085,organic,BP3
4086,social,BP1
4087,paid,BP1
4088,organic,BP1
4089,paid,BP2
4090,event,BP1
4091,email,BP2
4092,organic,BP3
4093,organic,BP1
4094,organic,BP2
4095,social,BP1
4096,organic,BP1
4097,organic,BP1
4098,referral,BP1
4099,event,BP1
4100,referral,BP2
4101,paid,BP1
4102,organic,BP1
4103,paid,BP1
4104,paid,BP1
4105,email,BP1
4106,paid,BP1
4107,organic,BP1
4108,referral,BP2
4109,organic,BP1
4110,organic,BP2
4111,event,BP3
4112,referral,BP1
4113,email,BP2
4114,organic,BP3
4115,email,BP1
4116,email,BP1
4117,paid,BP1
4118,organic,BP1
4119,email,BP2
4120,email,BP1
4121,organic,BP2
4122,email,BP1
4123,email,BP1
4124,organic,BP2
4125,referral,BP2
4126,referral,BP1
4127,referral,BP1
4128,email,BP2
4129,email,BP1
4130,organic,BP1
4131,paid,BP1
4132,paid,BP3
4133,referral,BP1
4134,paid,BP3
4135,paid,BP1
4136,organic,BP3
4137,referral,BP2
4138,email,BP1
4139,referral,BP1
4140,referral,BP1
4141,event,BP3
4142,email,BP1
4143,paid,BP2
4144,referral,BP1
4145,paid,BP2
4146,paid,BP1
4147,referral,BP1
4148,organic,BP1
4149,referral,BP2
4150,paid,BP1
4151,event,BP3
4152,paid,BP1
4153,organic,BP3
4154,referral,BP1
4155,paid,BP3
4156,referral,BP1
4157,organic,BP1
4158,email,BP1
4159,email,BP1
4160,email,BP1
4161,referral,BP2
4162,social,BP2
4163,paid,BP1
4164,paid,BP1
4165,organic,BP1
4166,organic,BP2
4167,organic,BP2
4168,email,BP1
4169,paid,BP2
4170,event,BP3
4171,paid,BP2
4172,organic,BP2
4173,referral,BP2
4174,organic,BP2
4175,email,BP1
4176,organic,BP2
4177,organic,BP2
4178,paid,BP2
4179,social,BP2
4180,paid,BP1
4181,organic,BP3
4182,paid,BP1
4183,organic,BP2
4184,paid,BP1
4185,paid,BP1
4186,organic,BP3
4187,referral,BP1
4188,organic,BP1
4189,organic,BP1
4190,paid,BP1
4191,organic,BP1
4192,organic,BP1
4193,paid,BP1
4194,paid,BP1
4195,email,BP1
4196,email,BP1
4197,referral,BP1
4198,referral,BP3
4199,paid,BP1
4200,social,BP2
4201,referral,BP2
4202,event,BP1
4203,paid,BP1
4204,referral,BP1
4205,social,BP1
4206,organic,BP1
4207,email,BP1
4208,referral,BP1
4209,paid,BP1
4210,paid,BP1
4211,organic,BP3
4212,paid,BP2
4213,referral,BP1
4214,referral,BP2
4215,organic,BP1
4216,social,BP1
4217,email,BP1
4218,organic,BP2
4219,social,BP3
4220,email,BP1
4221,organic,BP3
4222,event,BP1
4223,organic,BP1
4224,social,BP2
4225,paid,BP2
4226,event,BP2
4227,referral,BP1
4228,referral,BP1
4229,social,BP1
4230,paid,BP1
4231,paid,BP2
4232,paid,BP3
4233,paid,BP1
4234,organic,BP1
4235,organic,BP1
4236,organic,BP1
4237,organic,BP1
4238,social,BP2
4239,referral,BP1
4240,referral,BP1
4241,organic,BP1
4242,email,BP1
4243,organic,BP1
4244,organic,BP1
4245,social,BP1
4246,organic,BP2
4247,social,BP2
4248,referral,BP1
4249,social,BP1
4250,organic,BP1
4251,referral,BP1
4252,referral,BP1
4253,paid,BP1
4254,social,BP1
4255,organic,BP1
4256,paid,BP1
4257,organic,BP1
4258,social,BP2
4259,email,BP2
4260,organic,BP1
4261,organic,BP2
4262,social,BP2
4263,email,BP1
4264,paid,BP3
4265,referral,BP2
4266,social,BP2
4267,organic,BP3
4268,event,BP1
4269,social,BP2
4270,email,BP2
4271,email,BP2
4272,email,BP1
4273,organic,BP1
4274,email,BP1
4275,organic,BP1
4276,referral,BP3
4277,referral,BP3
4278,organic,BP1
4279,referral,BP2
4280,paid,BP1
4281,organic,BP2
4282,referral,BP1
4283,referral,BP1
4284,paid,BP2
4285,paid,BP2
4286,paid,BP1
4287,social,BP2
4288,paid,BP1
4289,organic,BP2
4290,paid,BP1
4291,referral,BP1
4292,organic,BP1
4293,email,BP2
4294,organic,BP3
4295,event,BP1
4296,organic,BP1
4297,paid,BP1
4298,organic,BP1
4299,email,BP1
4300,social,BP2
4301,organic,BP1
4302,organic,BP2
4303,paid,BP2
4304,organic,BP1
4305,organic,BP1
4306,event,BP2
4307,paid,BP1
4308,organic,BP1
4309,referral,BP3
4310,organic,BP1
4311,social,BP1
4312,organic,BP1
4313,referral,BP1
4314,organic,BP2
4315,event,BP1
4316,organic,BP1
4317,paid,BP2
4318,referral,BP3
4319,social,BP2
4320,organic,BP3
4321,email,BP2
4322,event,BP2
4323,organic,BP1
4324,organic,BP2
4325,event,BP2
4326,referral,BP2
4327,social,BP1
4328,social,BP1
4329,referral,BP1
4330,organic,BP1
4331,referral,BP3
4332,paid,BP2
4333,referral,BP1
4334,paid,BP1
4335,paid,BP1
4336,social,BP1
4337,organic,BP1
4338,referral,BP3
4339,organic,BP3
4340,organic,BP1
4341,referral,BP2
4342,email,BP1
4343,referral,BP1
4344,organic,BP1
4345,paid,BP1
4346,paid,BP3
4347,referral,BP1
4348,organic,BP1
4349,referral,BP3
4350,organic,BP1
4351,referral,BP1
4352,organic,BP1
4353,paid,BP2
4354,email,BP1
4355,organic,BP1
4356,organic,BP1
4357,email,BP3
4358,paid,BP1
4359,paid,BP1
4360,email,BP2
4361,paid,BP1
4362,paid,BP1
4363,referral,BP1
4364,email,BP2
4365,paid,BP1
4366,organic,BP1
4367,paid,BP1
4368,organic,BP1
4369,paid,BP1
4370,organic,BP1
4371,paid,BP2
4372,referral,BP1
4373,paid,BP1
4374,paid,BP1
4375,organic,BP1
4376,referral,BP1
4377,referral,BP1
4378,paid,BP2
4379,email,BP1
4380,referral,BP2
4381,paid,BP2
4382,email,BP1
4383,paid,BP3
4384,referral,BP1
4385,referral,BP3
4386,email,BP2
4387,referral,BP3
4388,organic,BP1
4389,paid,BP1
4390,organic,BP1
4391,paid,BP2
4392,event,BP2
4393,event,BP1
4394,paid,BP1
4395,email,BP3
4396,social,BP2
4397,event,BP2
4398,email,BP1
4399,email,BP1
4400,organic,BP1
4401,organic,BP1
4402,organic,BP1
4403,paid,BP2
4404,email,BP1
