prediction_key,lead_id,stage,score_time,current_inquiry_id,current_spot_id,inquiry_number
L2625:T2:I11912,2625,T2,2026-02-02T14:34:28.000Z,11912,237,2
L2625:T2:I11914,2625,T2,2026-02-05T20:53:36.000Z,11914,2272,3
L2625:T2:I11911,2625,T2,2026-02-10T13:19:28.000Z,11911,2989,4
L2626:T0,2626,T0,2026-04-25T00:00:00.000Z,,,0
L2626:T1:I11917,2626,T1,2026-04-26T19:57:18.000Z,11917,2451,1
L2626:T2:I11916,2626,T2,2026-04-28T20:03:04.000Z,11916,318,2
L2626:T2:I11915,2626,T2,2026-04-30T08:35:10.000Z,11915,1327,3
L2627:T0,2627,T0,2025-12-31T00:00:00.000Z,,,0
L2627:T1:I11921,2627,T1,2026-01-04T14:41:36.000Z,11921,1081,1
L2627:T2:I11923,2627,T2,2026-01-07T16:08:01.000Z,11923,883,2
L2627:T2:I11922,2627,T2,2026-01-07T19:54:55.000Z,11922,1147,3
L2627:T2:I11920,2627,T2,2026-01-09T19:06:36.000Z,11920,1642,4
L2627:T2:I11919,2627,T2,2026-01-13T08:37:16.000Z,11919,2434,5
L2627:T2:I11918,2627,T2,2026-01-13T12:38:51.000Z,11918,1357,6
L2628:T0,2628,T0,2026-04-21T00:00:00.000Z,,,0
L2628:T1:I11927,2628,T1,2026-04-28T10:17:40.000Z,11927,2206,1
L2628:T2:I11926,2628,T2,2026-05-03T15:19:04.000Z,11926,2512,2
L2628:T2:I11924,2628,T2,2026-05-04T19:29:07.000Z,11924,1367,3
L2628:T2:I11925,2628,T2,2026-05-17T11:38:00.000Z,11925,1115,4
L2629:T0,2629,T0,2025-02-18T00:00:00.000Z,,,0
L2629:T1:I11935,2629,T1,2025-02-23T08:33:40.000Z,11935,1498,1
L2629:T2:I11931,2629,T2,2025-02-24T15:33:02.000Z,11931,1474,2
L2629:T2:I11932,2629,T2,2025-02-27T16:11:47.000Z,11932,2550,3
L2629:T2:I11928,2629,T2,2025-03-29T09:06:00.000Z,11928,941,4
L2629:T2:I11929,2629,T2,2025-06-21T16:47:00.000Z,11929,1896,5
L2629:T2:I11930,2629,T2,2025-08-26T09:06:00.000Z,11930,662,6
L2629:T2:I11934,2629,T2,2025-12-27T13:20:00.000Z,11934,399,7
L2629:T2:I11933,2629,T2,2026-02-22T10:57:00.000Z,11933,2882,8
L2630:T0,2630,T0,2026-01-16T00:00:00.000Z,,,0
L2630:T1:I11937,2630,T1,2026-01-18T11:00:45.000Z,11937,1486,1
L2630:T2:I11938,2630,T2,2026-01-20T10:11:13.000Z,11938,1597,2
L2630:T2:I11936,2630,T2,2026-06-16T17:21:00.000Z,11936,1583,3
L2631:T0,2631,T0,2026-02-24T00:00:00.000Z,,,0
L2631:T1:I11939,2631,T1,2026-02-27T16:13:40.000Z,11939,2194,1
L2631:T2:I11943,2631,T2,2026-02-28T10:06:57.000Z,11943,1176,2
L2631:T2:I11941,2631,T2,2026-02-28T13:06:59.000Z,11941,2742,3
L2631:T2:I11945,2631,T2,2026-03-03T15:31:29.000Z,11945,1558,4
L2631:T2:I11942,2631,T2,2026-03-03T17:15:32.000Z,11942,744,5
L2631:T2:I11940,2631,T2,2026-03-05T07:56:26.000Z,11940,516,6
L2631:T2:I11944,2631,T2,2026-03-13T11:52:00.000Z,11944,1059,7
L2632:T0,2632,T0,2026-01-16T00:00:00.000Z,,,0
L2632:T1:I11946,2632,T1,2026-01-17T11:52:17.000Z,11946,809,1
L2632:T2:I11947,2632,T2,2026-01-23T13:01:48.000Z,11947,2613,2
L2632:T2:I11948,2632,T2,2026-01-27T18:35:30.000Z,11948,735,3
L2633:T0,2633,T0,2025-12-01T00:00:00.000Z,,,0
L2633:T1:I11955,2633,T1,2025-12-02T14:32:10.000Z,11955,2497,1
L2633:T2:I11949,2633,T2,2025-12-07T08:18:48.000Z,11949,184,2
L2633:T2:I11952,2633,T2,2025-12-09T10:09:57.000Z,11952,328,3
L2633:T2:I11951,2633,T2,2025-12-11T18:29:30.000Z,11951,1616,4
L2633:T2:I11954,2633,T2,2025-12-12T12:14:50.000Z,11954,2082,5
L2633:T2:I11953,2633,T2,2025-12-14T07:03:32.000Z,11953,58,6
L2633:T2:I11950,2633,T2,2026-05-18T10:53:00.000Z,11950,854,7
L2634:T0,2634,T0,2025-12-04T00:00:00.000Z,,,0
L2634:T1:I11959,2634,T1,2025-12-08T09:47:23.000Z,11959,2065,1
L2634:T2:I11957,2634,T2,2025-12-11T19:41:38.000Z,11957,2649,2
L2634:T2:I11960,2634,T2,2025-12-16T20:34:57.000Z,11960,2002,3
L2634:T2:I11956,2634,T2,2026-02-02T09:21:00.000Z,11956,723,4
L2634:T2:I11958,2634,T2,2026-06-13T16:16:00.000Z,11958,2895,5
L2635:T0,2635,T0,2025-03-13T00:00:00.000Z,,,0
L2635:T1:I11961,2635,T1,2025-11-29T08:50:00.000Z,11961,364,1
L2636:T0,2636,T0,2025-10-10T00:00:00.000Z,,,0
L2636:T1:I11964,2636,T1,2025-10-11T20:50:03.000Z,11964,2850,1
L2636:T2:I11963,2636,T2,2025-10-23T16:53:04.000Z,11963,872,2
L2636:T2:I11962,2636,T2,2026-04-19T18:15:00.000Z,11962,624,3
L2637:T0,2637,T0,2025-08-30T00:00:00.000Z,,,0
L2637:T1:I11965,2637,T1,2025-09-03T11:47:59.000Z,11965,177,1
L2637:T2:I11967,2637,T2,2025-09-09T19:59:03.000Z,11967,1858,2
L2637:T2:I11966,2637,T2,2026-04-19T19:50:00.000Z,11966,2675,3
L2637:T2:I11968,2637,T2,2026-06-14T20:54:00.000Z,11968,2800,4
L2638:T0,2638,T0,2026-04-14T00:00:00.000Z,,,0
L2638:T1:I11969,2638,T1,2026-04-20T10:10:55.000Z,11969,1144,1
L2638:T2:I11970,2638,T2,2026-04-23T09:16:00.000Z,11970,2387,2
L2638:T2:I11971,2638,T2,2026-04-27T20:25:07.000Z,11971,2798,3
L2639:T0,2639,T0,2025-06-23T00:00:00.000Z,,,0
L2639:T1:I11975,2639,T1,2025-06-26T14:43:32.000Z,11975,544,1
L2639:T2:I11972,2639,T2,2025-06-28T07:09:06.000Z,11972,21,2
L2639:T2:I11973,2639,T2,2025-06-28T12:20:47.000Z,11973,1910,3
L2639:T2:I11974,2639,T2,2025-07-06T08:49:32.000Z,11974,495,4
L2640:T0,2640,T0,2025-08-12T00:00:00.000Z,,,0
L2640:T1:I11976,2640,T1,2025-08-18T17:25:29.000Z,11976,2136,1
L2641:T0,2641,T0,2026-01-25T00:00:00.000Z,,,0
L2641:T1:I11980,2641,T1,2026-02-01T13:55:12.000Z,11980,984,1
L2641:T2:I11978,2641,T2,2026-02-04T18:11:12.000Z,11978,1454,2
L2641:T2:I11977,2641,T2,2026-04-12T12:01:00.000Z,11977,2988,3
L2641:T2:I11979,2641,T2,2026-06-20T12:34:00.000Z,11979,277,4
L2642:T0,2642,T0,2025-03-23T00:00:00.000Z,,,0
L2642:T1:I11982,2642,T1,2025-05-16T19:38:00.000Z,11982,2310,1
L2642:T2:I11981,2642,T2,2025-07-26T09:59:00.000Z,11981,1664,2
L2642:T2:I11983,2642,T2,2026-01-07T18:02:00.000Z,11983,988,3
L2643:T0,2643,T0,2025-08-17T00:00:00.000Z,,,0
L2643:T1:I11987,2643,T1,2025-08-17T13:19:11.000Z,11987,819,1
L2643:T2:I11991,2643,T2,2025-08-21T19:13:54.000Z,11991,1268,2
L2643:T2:I11986,2643,T2,2025-08-22T14:50:56.000Z,11986,819,3
L2643:T2:I11988,2643,T2,2025-08-23T16:02:57.000Z,11988,1191,4
L2643:T2:I11990,2643,T2,2025-08-27T16:14:52.000Z,11990,939,5
L2643:T2:I11989,2643,T2,2026-01-17T17:37:00.000Z,11989,235,6
L2643:T2:I11985,2643,T2,2026-01-24T16:01:00.000Z,11985,2417,7
L2643:T2:I11984,2643,T2,2026-05-06T07:23:00.000Z,11984,722,8
L2644:T0,2644,T0,2025-11-12T00:00:00.000Z,,,0
L2644:T1:I11992,2644,T1,2025-11-20T09:33:29.000Z,11992,422,1
L2644:T2:I11993,2644,T2,2026-05-14T16:20:00.000Z,11993,109,2
L2645:T0,2645,T0,2026-01-08T00:00:00.000Z,,,0
L2645:T1:I11994,2645,T1,2026-01-10T17:20:23.000Z,11994,2520,1
L2645:T2:I11998,2645,T2,2026-01-12T16:30:19.000Z,11998,1645,2
L2645:T2:I11997,2645,T2,2026-01-20T07:44:41.000Z,11997,545,3
L2645:T2:I11995,2645,T2,2026-01-22T09:30:00.000Z,11995,647,4
L2645:T2:I11999,2645,T2,2026-02-04T17:02:00.000Z,11999,1986,5
L2645:T2:I12000,2645,T2,2026-04-06T09:54:00.000Z,12000,2047,6
L2645:T2:I12001,2645,T2,2026-04-16T07:52:00.000Z,12001,79,7
L2645:T2:I11996,2645,T2,2026-05-11T18:01:00.000Z,11996,103,8
L2646:T0,2646,T0,2026-05-03T00:00:00.000Z,,,0
L2646:T1:I12002,2646,T1,2026-05-03T12:44:45.000Z,12002,452,1
L2646:T2:I12006,2646,T2,2026-05-05T18:19:12.000Z,12006,328,2
L2646:T2:I12003,2646,T2,2026-05-06T09:23:00.000Z,12003,734,3
L2646:T2:I12005,2646,T2,2026-05-08T19:31:52.000Z,12005,2612,4
L2646:T2:I12009,2646,T2,2026-05-09T19:10:47.000Z,12009,1985,5
L2646:T2:I12004,2646,T2,2026-05-11T08:06:31.000Z,12004,1868,6
L2646:T2:I12008,2646,T2,2026-05-13T08:41:12.000Z,12008,2640,7
L2646:T2:I12007,2646,T2,2026-05-14T14:22:47.000Z,12007,701,8
L2647:T0,2647,T0,2026-05-16T00:00:00.000Z,,,0
L2647:T1:I12010,2647,T1,2026-05-16T18:57:06.000Z,12010,1258,1
L2647:T2:I12012,2647,T2,2026-05-21T10:50:45.000Z,12012,2048,2
L2647:T2:I12014,2647,T2,2026-05-22T13:41:11.000Z,12014,1386,3
L2647:T2:I12015,2647,T2,2026-05-24T13:00:34.000Z,12015,628,4
L2647:T2:I12011,2647,T2,2026-05-25T10:11:29.000Z,12011,2994,5
L2647:T2:I12013,2647,T2,2026-06-02T07:14:00.000Z,12013,114,6
L2648:T0,2648,T0,2025-01-21T00:00:00.000Z,,,0
L2648:T1:I12016,2648,T1,2025-01-27T20:01:36.000Z,12016,1220,1
L2648:T2:I12019,2648,T2,2025-08-03T19:27:00.000Z,12019,176,2
L2648:T2:I12020,2648,T2,2026-04-07T13:07:00.000Z,12020,1184,3
L2648:T2:I12017,2648,T2,2026-04-13T15:12:00.000Z,12017,1731,4
L2648:T2:I12018,2648,T2,2026-04-21T18:27:00.000Z,12018,2483,5
L2649:T0,2649,T0,2025-08-22T00:00:00.000Z,,,0
L2649:T1:I12025,2649,T1,2025-08-24T14:57:16.000Z,12025,2624,1
L2649:T2:I12026,2649,T2,2025-08-26T12:10:01.000Z,12026,2,2
L2649:T2:I12027,2649,T2,2025-08-27T09:42:53.000Z,12027,138,3
L2649:T2:I12024,2649,T2,2025-09-02T08:51:09.000Z,12024,1544,4
L2649:T2:I12023,2649,T2,2025-09-23T20:17:00.000Z,12023,413,5
L2649:T2:I12022,2649,T2,2025-11-14T18:02:00.000Z,12022,2061,6
L2649:T2:I12021,2649,T2,2026-03-05T15:54:00.000Z,12021,1229,7
L2649:T2:I12028,2649,T2,2026-05-29T16:35:00.000Z,12028,1755,8
L2650:T0,2650,T0,2026-05-27T00:00:00.000Z,,,0
L2650:T1:I12034,2650,T1,2026-05-27T10:03:56.000Z,12034,95,1
L2650:T2:I12030,2650,T2,2026-05-27T11:28:55.000Z,12030,1705,2
L2650:T2:I12029,2650,T2,2026-06-03T10:35:04.000Z,12029,760,3
L2650:T2:I12032,2650,T2,2026-06-05T17:27:46.000Z,12032,2388,4
L2650:T2:I12033,2650,T2,2026-06-08T12:54:50.000Z,12033,50,5
L2650:T2:I12031,2650,T2,2026-06-08T20:29:25.000Z,12031,872,6
L2651:T0,2651,T0,2026-04-24T00:00:00.000Z,,,0
L2651:T1:I12035,2651,T1,2026-04-25T11:05:27.000Z,12035,300,1
L2651:T2:I12036,2651,T2,2026-04-25T15:43:32.000Z,12036,1918,2
L2651:T2:I12037,2651,T2,2026-05-02T19:37:08.000Z,12037,1869,3
L2652:T0,2652,T0,2025-12-12T00:00:00.000Z,,,0
L2652:T1:I12038,2652,T1,2025-12-19T07:18:00.000Z,12038,1734,1
L2653:T0,2653,T0,2025-07-11T00:00:00.000Z,,,0
L2653:T1:I12043,2653,T1,2025-07-15T20:19:25.000Z,12043,2271,1
L2653:T2:I12040,2653,T2,2025-07-16T19:20:19.000Z,12040,1980,2
L2653:T2:I12041,2653,T2,2025-07-18T07:05:00.000Z,12041,2176,3
L2653:T2:I12039,2653,T2,2025-07-18T20:45:08.000Z,12039,755,4
L2653:T2:I12042,2653,T2,2026-06-18T13:39:00.000Z,12042,424,5
L2654:T0,2654,T0,2026-01-12T00:00:00.000Z,,,0
L2654:T1:I12045,2654,T1,2026-01-17T19:39:57.000Z,12045,2403,1
L2654:T2:I12048,2654,T2,2026-01-19T13:20:28.000Z,12048,922,2
L2654:T2:I12047,2654,T2,2026-01-19T16:32:00.000Z,12047,2545,3
L2654:T2:I12044,2654,T2,2026-01-20T13:04:33.000Z,12044,721,4
L2654:T2:I12046,2654,T2,2026-01-24T10:45:20.000Z,12046,583,5
L2655:T0,2655,T0,2025-06-23T00:00:00.000Z,,,0
L2655:T1:I12050,2655,T1,2025-07-07T18:36:00.000Z,12050,2464,1
L2655:T2:I12051,2655,T2,2025-11-23T16:56:00.000Z,12051,638,2
L2655:T2:I12049,2655,T2,2026-02-27T08:36:00.000Z,12049,1016,3
L2656:T0,2656,T0,2025-12-20T00:00:00.000Z,,,0
L2656:T1:I12055,2656,T1,2025-12-20T20:04:43.000Z,12055,667,1
L2656:T2:I12058,2656,T2,2025-12-24T18:58:25.000Z,12058,964,2
L2656:T2:I12053,2656,T2,2025-12-24T20:18:59.000Z,12053,824,3
L2656:T2:I12057,2656,T2,2025-12-28T17:59:17.000Z,12057,1447,4
L2656:T2:I12054,2656,T2,2026-01-02T16:22:28.000Z,12054,1393,5
L2656:T2:I12052,2656,T2,2026-01-02T20:13:01.000Z,12052,2907,6
L2656:T2:I12056,2656,T2,2026-03-10T10:28:00.000Z,12056,2131,7
L2657:T0,2657,T0,2025-03-27T00:00:00.000Z,,,0
L2657:T1:I12060,2657,T1,2025-04-03T12:27:39.000Z,12060,1508,1
L2657:T2:I12061,2657,T2,2025-04-05T18:50:00.000Z,12061,2420,2
L2657:T2:I12059,2657,T2,2025-11-13T07:49:00.000Z,12059,1381,3
L2658:T0,2658,T0,2025-04-15T00:00:00.000Z,,,0
L2658:T1:I12062,2658,T1,2025-04-24T11:39:39.000Z,12062,871,1
L2658:T2:I12063,2658,T2,2025-05-14T07:37:00.000Z,12063,2942,2
L2659:T0,2659,T0,2026-02-02T00:00:00.000Z,,,0
L2659:T1:I12066,2659,T1,2026-02-04T08:23:57.000Z,12066,50,1
L2659:T2:I12064,2659,T2,2026-02-05T16:40:56.000Z,12064,253,2
L2659:T2:I12067,2659,T2,2026-02-11T07:59:26.000Z,12067,1402,3
L2659:T2:I12065,2659,T2,2026-02-15T10:28:12.000Z,12065,2219,4
L2660:T0,2660,T0,2025-11-21T00:00:00.000Z,,,0
L2660:T1:I12073,2660,T1,2025-11-25T14:53:10.000Z,12073,5,1
L2660:T2:I12075,2660,T2,2025-11-26T12:52:14.000Z,12075,1819,2
L2660:T2:I12071,2660,T2,2025-11-29T17:59:57.000Z,12071,942,3
L2660:T2:I12072,2660,T2,2025-11-30T09:33:57.000Z,12072,2531,4
L2660:T2:I12069,2660,T2,2025-11-30T09:58:38.000Z,12069,789,5
L2660:T2:I12068,2660,T2,2025-12-04T17:35:45.000Z,12068,1041,6
L2660:T2:I12074,2660,T2,2025-12-25T18:15:00.000Z,12074,2639,7
L2660:T2:I12070,2660,T2,2026-02-03T13:34:00.000Z,12070,737,8
L2661:T0,2661,T0,2026-02-11T00:00:00.000Z,,,0
L2661:T1:I12077,2661,T1,2026-02-15T12:50:57.000Z,12077,381,1
L2661:T2:I12076,2661,T2,2026-02-17T16:44:13.000Z,12076,2011,2
L2662:T0,2662,T0,2025-03-10T00:00:00.000Z,,,0
L2662:T1:I12085,2662,T1,2025-03-13T14:14:11.000Z,12085,925,1
L2662:T2:I12082,2662,T2,2025-03-21T08:50:00.000Z,12082,191,2
L2662:T2:I12084,2662,T2,2025-10-06T10:53:00.000Z,12084,271,3
L2662:T2:I12083,2662,T2,2025-12-10T15:19:00.000Z,12083,1353,4
L2662:T2:I12079,2662,T2,2025-12-21T10:51:00.000Z,12079,2217,5
L2662:T2:I12080,2662,T2,2026-02-10T07:01:00.000Z,12080,727,6
L2662:T2:I12078,2662,T2,2026-03-08T08:01:00.000Z,12078,2793,7
L2662:T2:I12081,2662,T2,2026-05-12T15:39:00.000Z,12081,2129,8
L2663:T0,2663,T0,2025-03-13T00:00:00.000Z,,,0
L2663:T1:I12087,2663,T1,2025-03-15T15:33:10.000Z,12087,2285,1
L2663:T2:I12091,2663,T2,2025-03-16T08:09:14.000Z,12091,2404,2
L2663:T2:I12086,2663,T2,2025-03-19T09:03:34.000Z,12086,1747,3
L2663:T2:I12092,2663,T2,2025-03-24T07:48:01.000Z,12092,391,4
L2663:T2:I12089,2663,T2,2025-06-05T19:40:00.000Z,12089,2804,5
L2663:T2:I12090,2663,T2,2025-07-02T09:05:00.000Z,12090,1227,6
L2663:T2:I12088,2663,T2,2025-12-19T10:49:00.000Z,12088,978,7
L2664:T0,2664,T0,2025-07-28T00:00:00.000Z,,,0
L2664:T1:I12094,2664,T1,2025-07-28T12:46:11.000Z,12094,1269,1
L2664:T2:I12095,2664,T2,2025-07-29T10:28:36.000Z,12095,1577,2
L2664:T2:I12098,2664,T2,2025-08-01T17:03:48.000Z,12098,331,3
L2664:T2:I12093,2664,T2,2025-08-09T17:10:13.000Z,12093,1080,4
L2664:T2:I12096,2664,T2,2025-08-10T10:18:58.000Z,12096,291,5
L2664:T2:I12099,2664,T2,2025-11-07T12:35:00.000Z,12099,320,6
L2664:T2:I12097,2664,T2,2026-03-02T13:18:00.000Z,12097,903,7
L2665:T0,2665,T0,2026-05-22T00:00:00.000Z,,,0
L2665:T1:I12105,2665,T1,2026-05-22T07:19:12.000Z,12105,2661,1
L2665:T2:I12101,2665,T2,2026-05-23T19:43:21.000Z,12101,1719,2
L2665:T2:I12100,2665,T2,2026-05-25T07:54:40.000Z,12100,1796,3
L2665:T2:I12106,2665,T2,2026-05-28T17:29:34.000Z,12106,2548,4
L2665:T2:I12104,2665,T2,2026-05-29T20:00:22.000Z,12104,1494,5
L2665:T2:I12102,2665,T2,2026-05-30T19:52:21.000Z,12102,2936,6
L2665:T2:I12103,2665,T2,2026-06-01T14:41:32.000Z,12103,693,7
L2666:T0,2666,T0,2025-03-15T00:00:00.000Z,,,0
L2666:T1:I12108,2666,T1,2025-12-28T14:38:00.000Z,12108,2710,1
L2666:T2:I12107,2666,T2,2026-03-12T18:22:00.000Z,12107,2282,2
L2667:T0,2667,T0,2025-07-25T00:00:00.000Z,,,0
L2667:T1:I12113,2667,T1,2025-07-25T07:56:25.000Z,12113,150,1
L2667:T2:I12111,2667,T2,2025-10-25T10:57:00.000Z,12111,982,2
L2667:T2:I12112,2667,T2,2026-04-06T18:52:00.000Z,12112,549,3
L2667:T2:I12110,2667,T2,2026-04-18T12:40:00.000Z,12110,340,4
L2667:T2:I12109,2667,T2,2026-05-17T14:26:00.000Z,12109,1793,5
L2668:T0,2668,T0,2026-01-20T00:00:00.000Z,,,0
L2668:T1:I12116,2668,T1,2026-01-20T11:27:09.000Z,12116,1809,1
L2668:T2:I12119,2668,T2,2026-01-20T14:38:39.000Z,12119,893,2
L2668:T2:I12117,2668,T2,2026-01-26T15:33:50.000Z,12117,1380,3
L2668:T2:I12118,2668,T2,2026-01-29T17:30:41.000Z,12118,1499,4
L2668:T2:I12115,2668,T2,2026-01-30T15:49:00.000Z,12115,172,5
L2668:T2:I12121,2668,T2,2026-02-25T17:01:00.000Z,12121,2294,6
L2668:T2:I12120,2668,T2,2026-03-27T20:34:00.000Z,12120,1324,7
L2668:T2:I12114,2668,T2,2026-05-02T16:01:00.000Z,12114,518,8
L2669:T0,2669,T0,2025-12-22T00:00:00.000Z,,,0
L2669:T1:I12126,2669,T1,2025-12-23T13:48:33.000Z,12126,2186,1
L2669:T2:I12124,2669,T2,2025-12-25T15:11:32.000Z,12124,2082,2
L2669:T2:I12123,2669,T2,2025-12-27T17:15:44.000Z,12123,91,3
L2669:T2:I12125,2669,T2,2026-01-01T20:33:35.000Z,12125,643,4
L2669:T2:I12127,2669,T2,2026-01-04T13:27:34.000Z,12127,515,5
L2669:T2:I12122,2669,T2,2026-05-18T11:10:00.000Z,12122,854,6
L2670:T0,2670,T0,2025-10-04T00:00:00.000Z,,,0
L2670:T1:I12130,2670,T1,2025-10-05T13:45:47.000Z,12130,2638,1
L2670:T2:I12133,2670,T2,2025-10-05T16:06:16.000Z,12133,1651,2
L2670:T2:I12132,2670,T2,2025-10-07T18:39:08.000Z,12132,82,3
L2670:T2:I12135,2670,T2,2025-10-08T09:21:57.000Z,12135,12,4
L2670:T2:I12129,2670,T2,2025-10-13T19:30:12.000Z,12129,894,5
L2670:T2:I12128,2670,T2,2025-10-14T12:17:41.000Z,12128,2026,6
L2670:T2:I12134,2670,T2,2025-12-22T19:10:00.000Z,12134,1189,7
L2670:T2:I12131,2670,T2,2026-05-03T16:31:00.000Z,12131,900,8
L2671:T0,2671,T0,2026-04-16T00:00:00.000Z,,,0
L2671:T1:I12137,2671,T1,2026-04-19T07:40:30.000Z,12137,741,1
L2671:T2:I12138,2671,T2,2026-04-21T12:58:07.000Z,12138,1754,2
L2671:T2:I12136,2671,T2,2026-04-26T13:01:13.000Z,12136,1025,3
L2672:T0,2672,T0,2026-04-03T00:00:00.000Z,,,0
L2672:T1:I12140,2672,T1,2026-04-05T17:13:22.000Z,12140,1723,1
L2672:T2:I12141,2672,T2,2026-04-08T11:19:32.000Z,12141,890,2
L2672:T2:I12139,2672,T2,2026-04-16T18:13:53.000Z,12139,1508,3
L2673:T0,2673,T0,2025-10-03T00:00:00.000Z,,,0
L2673:T1:I12142,2673,T1,2026-03-26T20:24:00.000Z,12142,790,1
L2673:T2:I12143,2673,T2,2026-06-11T10:17:00.000Z,12143,2844,2
L2674:T0,2674,T0,2025-09-09T00:00:00.000Z,,,0
L2674:T1:I12149,2674,T1,2025-09-09T10:21:48.000Z,12149,1638,1
L2674:T2:I12148,2674,T2,2025-09-10T09:35:33.000Z,12148,1667,2
L2674:T2:I12146,2674,T2,2025-09-15T13:07:49.000Z,12146,2437,3
L2674:T2:I12145,2674,T2,2025-09-20T15:34:53.000Z,12145,1939,4
L2674:T2:I12151,2674,T2,2025-09-21T17:06:56.000Z,12151,7,5
L2674:T2:I12150,2674,T2,2025-10-11T10:36:00.000Z,12150,75,6
L2674:T2:I12144,2674,T2,2025-12-09T07:56:00.000Z,12144,1371,7
L2674:T2:I12147,2674,T2,2026-05-11T12:44:00.000Z,12147,778,8
L2675:T0,2675,T0,2026-04-26T00:00:00.000Z,,,0
L2675:T1:I12152,2675,T1,2026-04-27T17:30:28.000Z,12152,910,1
L2675:T2:I12153,2675,T2,2026-05-03T16:19:53.000Z,12153,2958,2
L2675:T2:I12154,2675,T2,2026-05-03T17:28:28.000Z,12154,426,3
L2675:T2:I12155,2675,T2,2026-05-11T11:25:00.000Z,12155,95,4
L2676:T0,2676,T0,2025-12-04T00:00:00.000Z,,,0
L2676:T1:I12160,2676,T1,2025-12-05T20:42:51.000Z,12160,1183,1
L2676:T2:I12162,2676,T2,2025-12-06T09:18:04.000Z,12162,1183,2
L2676:T2:I12159,2676,T2,2025-12-09T16:57:21.000Z,12159,1155,3
L2676:T2:I12163,2676,T2,2025-12-11T20:26:25.000Z,12163,868,4
L2676:T2:I12158,2676,T2,2025-12-12T20:42:13.000Z,12158,455,5
L2676:T2:I12156,2676,T2,2025-12-17T09:08:08.000Z,12156,1660,6
L2676:T2:I12157,2676,T2,2026-01-08T12:52:00.000Z,12157,2166,7
L2676:T2:I12161,2676,T2,2026-03-21T11:56:00.000Z,12161,1122,8
L2677:T0,2677,T0,2026-02-19T00:00:00.000Z,,,0
L2677:T1:I12170,2677,T1,2026-02-19T10:09:12.000Z,12170,1591,1
L2677:T2:I12165,2677,T2,2026-02-20T20:57:00.000Z,12165,2368,2
L2677:T2:I12166,2677,T2,2026-02-26T10:33:00.000Z,12166,242,3
L2677:T2:I12164,2677,T2,2026-02-28T15:52:10.000Z,12164,440,4
L2677:T2:I12169,2677,T2,2026-03-02T08:57:35.000Z,12169,25,5
L2677:T2:I12171,2677,T2,2026-03-02T17:00:06.000Z,12171,511,6
L2677:T2:I12168,2677,T2,2026-03-03T09:14:09.000Z,12168,1754,7
L2677:T2:I12167,2677,T2,2026-04-05T10:01:00.000Z,12167,1221,8
L2678:T0,2678,T0,2026-03-13T00:00:00.000Z,,,0
L2678:T1:I12172,2678,T1,2026-03-14T13:53:23.000Z,12172,1522,1
L2678:T2:I12173,2678,T2,2026-03-24T14:33:58.000Z,12173,475,2
L2679:T0,2679,T0,2025-07-24T00:00:00.000Z,,,0
L2679:T1:I12177,2679,T1,2025-07-26T11:46:47.000Z,12177,1977,1
L2679:T2:I12181,2679,T2,2025-07-28T19:26:04.000Z,12181,299,2
L2679:T2:I12179,2679,T2,2025-08-01T13:13:14.000Z,12179,1659,3
L2679:T2:I12178,2679,T2,2025-08-05T07:10:53.000Z,12178,2194,4
L2679:T2:I12176,2679,T2,2025-08-12T07:44:00.000Z,12176,2159,5
L2679:T2:I12174,2679,T2,2025-10-06T10:18:00.000Z,12174,271,6
L2679:T2:I12180,2679,T2,2026-01-22T07:57:00.000Z,12180,2948,7
L2679:T2:I12175,2679,T2,2026-04-06T20:35:00.000Z,12175,2230,8
L2680:T0,2680,T0,2025-10-26T00:00:00.000Z,,,0
L2680:T1:I12183,2680,T1,2025-10-27T16:49:07.000Z,12183,1714,1
L2680:T2:I12184,2680,T2,2025-11-02T16:27:59.000Z,12184,664,2
L2680:T2:I12182,2680,T2,2025-11-03T12:29:57.000Z,12182,1240,3
L2680:T2:I12186,2680,T2,2025-11-05T18:57:54.000Z,12186,1698,4
L2680:T2:I12185,2680,T2,2025-12-30T16:52:00.000Z,12185,342,5
L2680:T2:I12187,2680,T2,2026-03-11T18:50:00.000Z,12187,1036,6
L2681:T0,2681,T0,2025-09-02T00:00:00.000Z,,,0
L2681:T1:I12188,2681,T1,2025-09-04T07:27:57.000Z,12188,1945,1
L2681:T2:I12192,2681,T2,2025-09-05T19:34:51.000Z,12192,1676,2
L2681:T2:I12189,2681,T2,2025-09-08T13:54:03.000Z,12189,12,3
L2681:T2:I12193,2681,T2,2025-09-14T15:52:50.000Z,12193,640,4
L2681:T2:I12194,2681,T2,2025-10-21T10:28:00.000Z,12194,1904,5
L2681:T2:I12190,2681,T2,2025-11-07T17:37:00.000Z,12190,835,6
L2681:T2:I12191,2681,T2,2025-12-01T09:58:00.000Z,12191,468,7
L2681:T2:I12195,2681,T2,2026-04-01T11:46:00.000Z,12195,2711,8
L2682:T0,2682,T0,2025-12-10T00:00:00.000Z,,,0
L2682:T1:I12196,2682,T1,2025-12-11T09:03:12.000Z,12196,1764,1
L2682:T2:I12198,2682,T2,2025-12-11T18:53:19.000Z,12198,814,2
L2682:T2:I12197,2682,T2,2025-12-13T08:18:33.000Z,12197,1727,3
L2683:T0,2683,T0,2025-12-17T00:00:00.000Z,,,0
L2683:T1:I12200,2683,T1,2025-12-28T07:51:42.000Z,12200,2614,1
