inventory_state_key,prediction_key,candidate_spot_id,score_time,snapshot_id,snapshot_time,snapshot_found,availability_known,is_available_asof,days_until_available_asof,competing_inquiries_30d_asof,snapshot_age_days,stale_gt_30d,stale_gt_60d,stale_gt_90d,coverage_status,competing_inquiries_30d_model_allowed
L12:T2:I47:S1830,L12:T2:I47,1830,2025-08-29T07:08:33.000Z,18139,2025-03-20T00:00:00.000Z,true,false,,,8,162.29760416666667,true,true,true,STALE_GT_90D,false
L12:T2:I47:S55,L12:T2:I47,55,2025-08-29T07:08:33.000Z,19032,2025-08-26T00:00:00.000Z,true,true,true,0,5,3.2976041666666664,false,false,false,COVERED,false
L12:T2:I47:S955,L12:T2:I47,955,2025-08-29T07:08:33.000Z,16628,2025-01-25T00:00:00.000Z,true,false,,,8,216.29760416666667,true,true,true,STALE_GT_90D,false
L12:T2:I47:S460,L12:T2:I47,460,2025-08-29T07:08:33.000Z,5467,2025-07-23T00:00:00.000Z,true,true,true,0,11,37.297604166666666,true,false,false,COVERED,false
L12:T2:I47:S2220,L12:T2:I47,2220,2025-08-29T07:08:33.000Z,22149,2025-08-13T00:00:00.000Z,true,true,false,60,2,16.297604166666666,false,false,false,COVERED,false
L12:T2:I47:S750,L12:T2:I47,750,2025-08-29T07:08:33.000Z,15871,2025-08-14T00:00:00.000Z,true,true,false,21,4,15.297604166666666,false,false,false,COVERED,false
L12:T2:I47:S2222,L12:T2:I47,2222,2025-08-29T07:08:33.000Z,3693,2025-08-15T00:00:00.000Z,true,true,true,0,7,14.297604166666666,false,false,false,COVERED,false
L12:T2:I47:S2011,L12:T2:I47,2011,2025-08-29T07:08:33.000Z,14948,2025-08-24T00:00:00.000Z,true,true,true,0,7,5.297604166666667,false,false,false,COVERED,false
L12:T2:I47:S313,L12:T2:I47,313,2025-08-29T07:08:33.000Z,24105,2025-08-28T00:00:00.000Z,true,true,true,0,5,1.2976041666666667,false,false,false,COVERED,false
L12:T2:I47:S70,L12:T2:I47,70,2025-08-29T07:08:33.000Z,16713,2025-07-28T00:00:00.000Z,true,true,false,2,2,32.297604166666666,true,false,false,COVERED,false
L12:T2:I47:S706,L12:T2:I47,706,2025-08-29T07:08:33.000Z,3848,2025-08-22T00:00:00.000Z,true,true,false,152,5,7.297604166666667,false,false,false,COVERED,false
L12:T2:I47:S1027,L12:T2:I47,1027,2025-08-29T07:08:33.000Z,24165,2025-06-22T00:00:00.000Z,true,true,false,3,6,68.29760416666667,true,true,false,COVERED,false
L12:T2:I47:S1017,L12:T2:I47,1017,2025-08-29T07:08:33.000Z,28663,2025-08-18T00:00:00.000Z,true,true,true,0,7,11.297604166666666,false,false,false,COVERED,false
L12:T2:I47:S1527,L12:T2:I47,1527,2025-08-29T07:08:33.000Z,5843,2025-07-06T00:00:00.000Z,true,true,false,104,2,54.297604166666666,true,false,false,COVERED,false
L12:T2:I47:S1646,L12:T2:I47,1646,2025-08-29T07:08:33.000Z,2409,2025-08-16T00:00:00.000Z,true,true,false,179,7,13.297604166666666,false,false,false,COVERED,false
L12:T2:I47:S1264,L12:T2:I47,1264,2025-08-29T07:08:33.000Z,25988,2025-08-24T00:00:00.000Z,true,true,false,63,6,5.297604166666667,false,false,false,COVERED,false
L12:T2:I47:S1369,L12:T2:I47,1369,2025-08-29T07:08:33.000Z,2884,2025-08-22T00:00:00.000Z,true,true,true,0,1,7.297604166666667,false,false,false,COVERED,false
L12:T2:I47:S610,L12:T2:I47,610,2025-08-29T07:08:33.000Z,,,false,false,,,,,false,false,false,NO_SNAPSHOT,false
L12:T2:I47:S1223,L12:T2:I47,1223,2025-08-29T07:08:33.000Z,11534,2025-08-17T00:00:00.000Z,true,true,true,0,4,12.297604166666666,false,false,false,COVERED,false
L13:T0:S20,L13:T0,20,2025-07-17T00:00:00.000Z,6289,2025-04-19T00:00:00.000Z,true,true,true,0,9,89,true,true,false,COVERED,false
L13:T0:S62,L13:T0,62,2025-07-17T00:00:00.000Z,9372,2025-05-25T00:00:00.000Z,true,true,false,4,6,53,true,false,false,COVERED,false
L13:T0:S2834,L13:T0,2834,2025-07-17T00:00:00.000Z,18613,2025-07-13T00:00:00.000Z,true,true,false,78,8,4,false,false,false,COVERED,false
L13:T0:S678,L13:T0,678,2025-07-17T00:00:00.000Z,4071,2025-05-11T00:00:00.000Z,true,true,false,105,9,67,true,true,false,COVERED,false
L13:T0:S1492,L13:T0,1492,2025-07-17T00:00:00.000Z,566,2025-07-06T00:00:00.000Z,true,true,false,20,8,11,false,false,false,COVERED,false
L13:T0:S1508,L13:T0,1508,2025-07-17T00:00:00.000Z,20042,2025-06-30T00:00:00.000Z,true,true,false,4,8,17,false,false,false,COVERED,false
L13:T0:S2325,L13:T0,2325,2025-07-17T00:00:00.000Z,17335,2025-06-16T00:00:00.000Z,true,true,false,305,3,31,true,false,false,COVERED,false
L13:T0:S1202,L13:T0,1202,2025-07-17T00:00:00.000Z,13777,2025-05-29T00:00:00.000Z,true,true,true,0,6,49,true,false,false,COVERED,false
L13:T0:S2965,L13:T0,2965,2025-07-17T00:00:00.000Z,28551,2025-06-30T00:00:00.000Z,true,true,false,110,6,17,false,false,false,COVERED,false
L13:T0:S715,L13:T0,715,2025-07-17T00:00:00.000Z,20346,2025-06-22T00:00:00.000Z,true,true,true,0,3,25,false,false,false,COVERED,false
L13:T0:S2509,L13:T0,2509,2025-07-17T00:00:00.000Z,8512,2025-07-12T00:00:00.000Z,true,true,true,0,9,5,false,false,false,COVERED,false
L13:T0:S1488,L13:T0,1488,2025-07-17T00:00:00.000Z,23220,2025-05-10T00:00:00.000Z,true,true,true,0,3,68,true,true,false,COVERED,false
L13:T0:S1100,L13:T0,1100,2025-07-17T00:00:00.000Z,620,2025-06-20T00:00:00.000Z,true,true,true,0,4,27,false,false,false,COVERED,false
L13:T0:S1491,L13:T0,1491,2025-07-17T00:00:00.000Z,13690,2025-07-07T00:00:00.000Z,true,true,false,35,7,10,false,false,false,COVERED,false
L13:T1:I48:S20,L13:T1:I48,20,2025-07-19T13:48:56.000Z,6289,2025-04-19T00:00:00.000Z,true,false,,,9,91.57564814814815,true,true,true,STALE_GT_90D,false
L13:T1:I48:S62,L13:T1:I48,62,2025-07-19T13:48:56.000Z,9372,2025-05-25T00:00:00.000Z,true,true,false,4,6,55.57564814814815,true,false,false,COVERED,false
L13:T1:I48:S2834,L13:T1:I48,2834,2025-07-19T13:48:56.000Z,18613,2025-07-13T00:00:00.000Z,true,true,false,78,8,6.575648148148148,false,false,false,COVERED,false
L13:T1:I48:S678,L13:T1:I48,678,2025-07-19T13:48:56.000Z,4071,2025-05-11T00:00:00.000Z,true,true,false,105,9,69.57564814814815,true,true,false,COVERED,false
L13:T1:I48:S1492,L13:T1:I48,1492,2025-07-19T13:48:56.000Z,566,2025-07-06T00:00:00.000Z,true,true,false,20,8,13.575648148148149,false,false,false,COVERED,false
L13:T1:I48:S1508,L13:T1:I48,1508,2025-07-19T13:48:56.000Z,20042,2025-06-30T00:00:00.000Z,true,true,false,4,8,19.575648148148147,false,false,false,COVERED,false
L13:T1:I48:S2325,L13:T1:I48,2325,2025-07-19T13:48:56.000Z,17335,2025-06-16T00:00:00.000Z,true,true,false,305,3,33.57564814814815,true,false,false,COVERED,false
L13:T1:I48:S1202,L13:T1:I48,1202,2025-07-19T13:48:56.000Z,13777,2025-05-29T00:00:00.000Z,true,true,true,0,6,51.57564814814815,true,false,false,COVERED,false
L13:T1:I48:S2965,L13:T1:I48,2965,2025-07-19T13:48:56.000Z,28551,2025-06-30T00:00:00.000Z,true,true,false,110,6,19.575648148148147,false,false,false,COVERED,false
L13:T1:I48:S715,L13:T1:I48,715,2025-07-19T13:48:56.000Z,20346,2025-06-22T00:00:00.000Z,true,true,true,0,3,27.575648148148147,false,false,false,COVERED,false
L13:T1:I48:S2509,L13:T1:I48,2509,2025-07-19T13:48:56.000Z,8512,2025-07-12T00:00:00.000Z,true,true,true,0,9,7.575648148148148,false,false,false,COVERED,false
L13:T1:I48:S1488,L13:T1:I48,1488,2025-07-19T13:48:56.000Z,23220,2025-05-10T00:00:00.000Z,true,true,true,0,3,70.57564814814815,true,true,false,COVERED,false
L13:T1:I48:S1100,L13:T1:I48,1100,2025-07-19T13:48:56.000Z,620,2025-06-20T00:00:00.000Z,true,true,true,0,4,29.575648148148147,false,false,false,COVERED,false
L13:T1:I48:S1491,L13:T1:I48,1491,2025-07-19T13:48:56.000Z,13690,2025-07-07T00:00:00.000Z,true,true,false,35,7,12.575648148148149,false,false,false,COVERED,false
L13:T1:I48:S1621,L13:T1:I48,1621,2025-07-19T13:48:56.000Z,21035,2025-06-14T00:00:00.000Z,true,true,false,1,7,35.57564814814815,true,false,false,COVERED,false
L13:T2:I49:S20,L13:T2:I49,20,2025-07-28T08:04:00.000Z,19916,2025-07-26T00:00:00.000Z,true,true,true,0,6,2.3361111111111112,false,false,false,COVERED,false
L13:T2:I49:S62,L13:T2:I49,62,2025-07-28T08:04:00.000Z,9372,2025-05-25T00:00:00.000Z,true,true,false,4,6,64.33611111111111,true,true,false,COVERED,false
L13:T2:I49:S2834,L13:T2:I49,2834,2025-07-28T08:04:00.000Z,18613,2025-07-13T00:00:00.000Z,true,true,false,78,8,15.33611111111111,false,false,false,COVERED,false
L13:T2:I49:S678,L13:T2:I49,678,2025-07-28T08:04:00.000Z,4071,2025-05-11T00:00:00.000Z,true,true,false,105,9,78.33611111111111,true,true,false,COVERED,false
L13:T2:I49:S1492,L13:T2:I49,1492,2025-07-28T08:04:00.000Z,566,2025-07-06T00:00:00.000Z,true,true,false,20,8,22.336111111111112,false,false,false,COVERED,false
L13:T2:I49:S1508,L13:T2:I49,1508,2025-07-28T08:04:00.000Z,20042,2025-06-30T00:00:00.000Z,true,true,false,4,8,28.336111111111112,false,false,false,COVERED,false
L13:T2:I49:S2325,L13:T2:I49,2325,2025-07-28T08:04:00.000Z,17335,2025-06-16T00:00:00.000Z,true,true,false,305,3,42.33611111111111,true,false,false,COVERED,false
L13:T2:I49:S1202,L13:T2:I49,1202,2025-07-28T08:04:00.000Z,13777,2025-05-29T00:00:00.000Z,true,true,true,0,6,60.33611111111111,true,true,false,COVERED,false
L13:T2:I49:S2965,L13:T2:I49,2965,2025-07-28T08:04:00.000Z,28551,2025-06-30T00:00:00.000Z,true,true,false,110,6,28.336111111111112,false,false,false,COVERED,false
L13:T2:I49:S715,L13:T2:I49,715,2025-07-28T08:04:00.000Z,20346,2025-06-22T00:00:00.000Z,true,true,true,0,3,36.33611111111111,true,false,false,COVERED,false
L13:T2:I49:S2509,L13:T2:I49,2509,2025-07-28T08:04:00.000Z,8512,2025-07-12T00:00:00.000Z,true,true,true,0,9,16.336111111111112,false,false,false,COVERED,false
L13:T2:I49:S1488,L13:T2:I49,1488,2025-07-28T08:04:00.000Z,18546,2025-07-26T00:00:00.000Z,true,true,true,0,4,2.3361111111111112,false,false,false,COVERED,false
L13:T2:I49:S1100,L13:T2:I49,1100,2025-07-28T08:04:00.000Z,620,2025-06-20T00:00:00.000Z,true,true,true,0,4,38.33611111111111,true,false,false,COVERED,false
L13:T2:I49:S1491,L13:T2:I49,1491,2025-07-28T08:04:00.000Z,13690,2025-07-07T00:00:00.000Z,true,true,false,35,7,21.336111111111112,false,false,false,COVERED,false
L13:T2:I49:S568,L13:T2:I49,568,2025-07-28T08:04:00.000Z,2327,2025-07-23T00:00:00.000Z,true,true,true,0,7,5.336111111111111,false,false,false,COVERED,false
L13:T2:I49:S1597,L13:T2:I49,1597,2025-07-28T08:04:00.000Z,9561,2025-07-19T00:00:00.000Z,true,true,false,137,9,9.33611111111111,false,false,false,COVERED,false
L13:T2:I50:S20,L13:T2:I50,20,2025-07-30T07:15:36.000Z,19916,2025-07-26T00:00:00.000Z,true,true,true,0,6,4.3025,false,false,false,COVERED,false
L13:T2:I50:S62,L13:T2:I50,62,2025-07-30T07:15:36.000Z,9372,2025-05-25T00:00:00.000Z,true,true,false,4,6,66.3025,true,true,false,COVERED,false
L13:T2:I50:S2834,L13:T2:I50,2834,2025-07-30T07:15:36.000Z,18613,2025-07-13T00:00:00.000Z,true,true,false,78,8,17.3025,false,false,false,COVERED,false
L13:T2:I50:S678,L13:T2:I50,678,2025-07-30T07:15:36.000Z,4071,2025-05-11T00:00:00.000Z,true,true,false,105,9,80.3025,true,true,false,COVERED,false
L13:T2:I50:S1492,L13:T2:I50,1492,2025-07-30T07:15:36.000Z,566,2025-07-06T00:00:00.000Z,true,true,false,20,8,24.3025,false,false,false,COVERED,false
L13:T2:I50:S1508,L13:T2:I50,1508,2025-07-30T07:15:36.000Z,20042,2025-06-30T00:00:00.000Z,true,true,false,4,8,30.3025,true,false,false,COVERED,false
L13:T2:I50:S2325,L13:T2:I50,2325,2025-07-30T07:15:36.000Z,17335,2025-06-16T00:00:00.000Z,true,true,false,305,3,44.3025,true,false,false,COVERED,false
L13:T2:I50:S1202,L13:T2:I50,1202,2025-07-30T07:15:36.000Z,13777,2025-05-29T00:00:00.000Z,true,true,true,0,6,62.3025,true,true,false,COVERED,false
L13:T2:I50:S2965,L13:T2:I50,2965,2025-07-30T07:15:36.000Z,28551,2025-06-30T00:00:00.000Z,true,true,false,110,6,30.3025,true,false,false,COVERED,false
L13:T2:I50:S715,L13:T2:I50,715,2025-07-30T07:15:36.000Z,20346,2025-06-22T00:00:00.000Z,true,true,true,0,3,38.3025,true,false,false,COVERED,false
L13:T2:I50:S2509,L13:T2:I50,2509,2025-07-30T07:15:36.000Z,8512,2025-07-12T00:00:00.000Z,true,true,true,0,9,18.3025,false,false,false,COVERED,false
L13:T2:I50:S1488,L13:T2:I50,1488,2025-07-30T07:15:36.000Z,18546,2025-07-26T00:00:00.000Z,true,true,true,0,4,4.3025,false,false,false,COVERED,false
L13:T2:I50:S1100,L13:T2:I50,1100,2025-07-30T07:15:36.000Z,620,2025-06-20T00:00:00.000Z,true,true,true,0,4,40.3025,true,false,false,COVERED,false
L13:T2:I50:S1491,L13:T2:I50,1491,2025-07-30T07:15:36.000Z,13690,2025-07-07T00:00:00.000Z,true,true,false,35,7,23.3025,false,false,false,COVERED,false
L13:T2:I50:S568,L13:T2:I50,568,2025-07-30T07:15:36.000Z,2327,2025-07-23T00:00:00.000Z,true,true,true,0,7,7.3025,false,false,false,COVERED,false
L13:T2:I50:S2974,L13:T2:I50,2974,2025-07-30T07:15:36.000Z,5097,2025-07-24T00:00:00.000Z,true,true,false,110,7,6.3025,false,false,false,COVERED,false
L13:T2:I51:S20,L13:T2:I51,20,2025-10-26T20:08:00.000Z,10066,2025-08-20T00:00:00.000Z,true,true,true,0,6,67.83888888888889,true,true,false,COVERED,false
L13:T2:I51:S62,L13:T2:I51,62,2025-10-26T20:08:00.000Z,7277,2025-10-23T00:00:00.000Z,true,true,true,0,3,3.838888888888889,false,false,false,COVERED,false
L13:T2:I51:S2834,L13:T2:I51,2834,2025-10-26T20:08:00.000Z,18613,2025-07-13T00:00:00.000Z,true,false,,,8,105.83888888888889,true,true,true,STALE_GT_90D,false
L13:T2:I51:S678,L13:T2:I51,678,2025-10-26T20:08:00.000Z,19275,2025-10-16T00:00:00.000Z,true,true,true,0,7,10.838888888888889,false,false,false,COVERED,false
L13:T2:I51:S1492,L13:T2:I51,1492,2025-10-26T20:08:00.000Z,4797,2025-10-10T00:00:00.000Z,true,true,true,0,7,16.83888888888889,false,false,false,COVERED,false
L13:T2:I51:S1508,L13:T2:I51,1508,2025-10-26T20:08:00.000Z,22524,2025-10-16T00:00:00.000Z,true,true,true,0,5,10.838888888888889,false,false,false,COVERED,false
L13:T2:I51:S2325,L13:T2:I51,2325,2025-10-26T20:08:00.000Z,6734,2025-10-21T00:00:00.000Z,true,true,true,0,6,5.838888888888889,false,false,false,COVERED,false
L13:T2:I51:S1202,L13:T2:I51,1202,2025-10-26T20:08:00.000Z,13777,2025-05-29T00:00:00.000Z,true,false,,,6,150.8388888888889,true,true,true,STALE_GT_90D,false
L13:T2:I51:S2965,L13:T2:I51,2965,2025-10-26T20:08:00.000Z,28210,2025-10-20T00:00:00.000Z,true,true,true,0,7,6.838888888888889,false,false,false,COVERED,false
L13:T2:I51:S715,L13:T2:I51,715,2025-10-26T20:08:00.000Z,20658,2025-09-20T00:00:00.000Z,true,true,true,0,3,36.83888888888889,true,false,false,COVERED,false
L13:T2:I51:S2509,L13:T2:I51,2509,2025-10-26T20:08:00.000Z,8512,2025-07-12T00:00:00.000Z,true,false,,,9,106.83888888888889,true,true,true,STALE_GT_90D,false
L13:T2:I51:S1488,L13:T2:I51,1488,2025-10-26T20:08:00.000Z,4075,2025-10-02T00:00:00.000Z,true,true,false,1,7,24.83888888888889,false,false,false,COVERED,false
L13:T2:I51:S1100,L13:T2:I51,1100,2025-10-26T20:08:00.000Z,19561,2025-09-29T00:00:00.000Z,true,true,true,0,6,27.83888888888889,false,false,false,COVERED,false
L13:T2:I51:S1491,L13:T2:I51,1491,2025-10-26T20:08:00.000Z,14820,2025-10-16T00:00:00.000Z,true,true,false,50,7,10.838888888888889,false,false,false,COVERED,false
L13:T2:I51:S568,L13:T2:I51,568,2025-10-26T20:08:00.000Z,4320,2025-10-18T00:00:00.000Z,true,true,false,62,6,8.838888888888889,false,false,false,COVERED,false
L13:T2:I51:S2318,L13:T2:I51,2318,2025-10-26T20:08:00.000Z,26518,2025-10-11T00:00:00.000Z,true,true,false,58,7,15.838888888888889,false,false,false,COVERED,false
L13:T2:I51:S542,L13:T2:I51,542,2025-10-26T20:08:00.000Z,1501,2025-10-21T00:00:00.000Z,true,true,true,0,6,5.838888888888889,false,false,false,COVERED,false
L13:T2:I51:S1175,L13:T2:I51,1175,2025-10-26T20:08:00.000Z,,,false,false,,,,,false,false,false,NO_SNAPSHOT,false
L13:T2:I51:S1074,L13:T2:I51,1074,2025-10-26T20:08:00.000Z,7367,2025-09-30T00:00:00.000Z,true,true,false,97,4,26.83888888888889,false,false,false,COVERED,false
L13:T2:I51:S1186,L13:T2:I51,1186,2025-10-26T20:08:00.000Z,20501,2025-09-18T00:00:00.000Z,true,true,true,0,7,38.83888888888889,true,false,false,COVERED,false
L13:T2:I51:S2686,L13:T2:I51,2686,2025-10-26T20:08:00.000Z,1510,2025-10-26T00:00:00.000Z,true,true,true,0,5,0.8388888888888889,false,false,false,COVERED,false
L14:T0:S2604,L14:T0,2604,2025-02-18T00:00:00.000Z,,,false,false,,,,,false,false,false,NO_SNAPSHOT,false
L14:T0:S1856,L14:T0,1856,2025-02-18T00:00:00.000Z,,,false,false,,,,,false,false,false,NO_SNAPSHOT,false
L14:T0:S2477,L14:T0,2477,2025-02-18T00:00:00.000Z,,,false,false,,,,,false,false,false,NO_SNAPSHOT,false
L14:T0:S1126,L14:T0,1126,2025-02-18T00:00:00.000Z,,,false,false,,,,,false,false,false,NO_SNAPSHOT,false
L14:T0:S2424,L14:T0,2424,2025-02-18T00:00:00.000Z,,,false,false,,,,,false,false,false,NO_SNAPSHOT,false
L14:T0:S1656,L14:T0,1656,2025-02-18T00:00:00.000Z,,,false,false,,,,,false,false,false,NO_SNAPSHOT,false
L14:T0:S1937,L14:T0,1937,2025-02-18T00:00:00.000Z,27166,2025-02-01T00:00:00.000Z,true,true,false,38,4,17,false,false,false,COVERED,false
L14:T0:S987,L14:T0,987,2025-02-18T00:00:00.000Z,,,false,false,,,,,false,false,false,NO_SNAPSHOT,false
L14:T0:S2839,L14:T0,2839,2025-02-18T00:00:00.000Z,,,false,false,,,,,false,false,false,NO_SNAPSHOT,false
L14:T0:S735,L14:T0,735,2025-02-18T00:00:00.000Z,,,false,false,,,,,false,false,false,NO_SNAPSHOT,false
L14:T0:S1080,L14:T0,1080,2025-02-18T00:00:00.000Z,,,false,false,,,,,false,false,false,NO_SNAPSHOT,false
L14:T0:S49,L14:T0,49,2025-02-18T00:00:00.000Z,,,false,false,,,,,false,false,false,NO_SNAPSHOT,false
L14:T0:S923,L14:T0,923,2025-02-18T00:00:00.000Z,,,false,false,,,,,false,false,false,NO_SNAPSHOT,false
L14:T0:S2619,L14:T0,2619,2025-02-18T00:00:00.000Z,,,false,false,,,,,false,false,false,NO_SNAPSHOT,false
L14:T0:S2306,L14:T0,2306,2025-02-18T00:00:00.000Z,26855,2025-02-15T00:00:00.000Z,true,true,false,379,5,3,false,false,false,COVERED,false
L14:T0:S1558,L14:T0,1558,2025-02-18T00:00:00.000Z,15255,2025-01-20T00:00:00.000Z,true,true,false,39,7,29,false,false,false,COVERED,false
L14:T0:S583,L14:T0,583,2025-02-18T00:00:00.000Z,,,false,false,,,,,false,false,false,NO_SNAPSHOT,false
L14:T0:S2907,L14:T0,2907,2025-02-18T00:00:00.000Z,11568,2025-02-02T00:00:00.000Z,true,true,true,0,4,16,false,false,false,COVERED,false
L14:T0:S2339,L14:T0,2339,2025-02-18T00:00:00.000Z,28128,2025-02-07T00:00:00.000Z,true,true,true,0,6,11,false,false,false,COVERED,false
L14:T0:S2300,L14:T0,2300,2025-02-18T00:00:00.000Z,28787,2025-01-24T00:00:00.000Z,true,true,false,27,6,25,false,false,false,COVERED,false
L14:T0:S2411,L14:T0,2411,2025-02-18T00:00:00.000Z,,,false,false,,,,,false,false,false,NO_SNAPSHOT,false
L14:T0:S205,L14:T0,205,2025-02-18T00:00:00.000Z,13071,2025-02-16T00:00:00.000Z,true,true,true,0,8,2,false,false,false,COVERED,false
L14:T0:S1954,L14:T0,1954,2025-02-18T00:00:00.000Z,,,false,false,,,,,false,false,false,NO_SNAPSHOT,false
L14:T1:I57:S2604,L14:T1:I57,2604,2025-03-02T19:56:40.000Z,,,false,false,,,,,false,false,false,NO_SNAPSHOT,false
L14:T1:I57:S1856,L14:T1:I57,1856,2025-03-02T19:56:40.000Z,,,false,false,,,,,false,false,false,NO_SNAPSHOT,false
L14:T1:I57:S2477,L14:T1:I57,2477,2025-03-02T19:56:40.000Z,7131,2025-02-20T00:00:00.000Z,true,true,true,0,4,10.831018518518519,false,false,false,COVERED,false
L14:T1:I57:S1126,L14:T1:I57,1126,2025-03-02T19:56:40.000Z,,,false,false,,,,,false,false,false,NO_SNAPSHOT,false
L14:T1:I57:S2424,L14:T1:I57,2424,2025-03-02T19:56:40.000Z,,,false,false,,,,,false,false,false,NO_SNAPSHOT,false
L14:T1:I57:S1656,L14:T1:I57,1656,2025-03-02T19:56:40.000Z,,,false,false,,,,,false,false,false,NO_SNAPSHOT,false
L14:T1:I57:S1937,L14:T1:I57,1937,2025-03-02T19:56:40.000Z,27166,2025-02-01T00:00:00.000Z,true,true,false,38,4,29.83101851851852,false,false,false,COVERED,false
L14:T1:I57:S987,L14:T1:I57,987,2025-03-02T19:56:40.000Z,,,false,false,,,,,false,false,false,NO_SNAPSHOT,false
L14:T1:I57:S2839,L14:T1:I57,2839,2025-03-02T19:56:40.000Z,16904,2025-03-01T00:00:00.000Z,true,true,true,0,5,1.8310185185185186,false,false,false,COVERED,false
L14:T1:I57:S735,L14:T1:I57,735,2025-03-02T19:56:40.000Z,,,false,false,,,,,false,false,false,NO_SNAPSHOT,false
L14:T1:I57:S1080,L14:T1:I57,1080,2025-03-02T19:56:40.000Z,,,false,false,,,,,false,false,false,NO_SNAPSHOT,false
L14:T1:I57:S49,L14:T1:I57,49,2025-03-02T19:56:40.000Z,,,false,false,,,,,false,false,false,NO_SNAPSHOT,false
L14:T1:I57:S923,L14:T1:I57,923,2025-03-02T19:56:40.000Z,,,false,false,,,,,false,false,false,NO_SNAPSHOT,false
L14:T1:I57:S2619,L14:T1:I57,2619,2025-03-02T19:56:40.000Z,,,false,false,,,,,false,false,false,NO_SNAPSHOT,false
L14:T1:I57:S2306,L14:T1:I57,2306,2025-03-02T19:56:40.000Z,26855,2025-02-15T00:00:00.000Z,true,true,false,379,5,15.831018518518519,false,false,false,COVERED,false
L14:T1:I57:S1558,L14:T1:I57,1558,2025-03-02T19:56:40.000Z,15255,2025-01-20T00:00:00.000Z,true,true,false,39,7,41.83101851851852,true,false,false,COVERED,false
L14:T1:I57:S583,L14:T1:I57,583,2025-03-02T19:56:40.000Z,,,false,false,,,,,false,false,false,NO_SNAPSHOT,false
L14:T1:I57:S2907,L14:T1:I57,2907,2025-03-02T19:56:40.000Z,11568,2025-02-02T00:00:00.000Z,true,true,true,0,4,28.83101851851852,false,false,false,COVERED,false
L14:T1:I57:S2339,L14:T1:I57,2339,2025-03-02T19:56:40.000Z,28128,2025-02-07T00:00:00.000Z,true,true,true,0,6,23.83101851851852,false,false,false,COVERED,false
L14:T1:I57:S2300,L14:T1:I57,2300,2025-03-02T19:56:40.000Z,26419,2025-02-20T00:00:00.000Z,true,true,true,0,7,10.831018518518519,false,false,false,COVERED,false
L14:T1:I57:S2411,L14:T1:I57,2411,2025-03-02T19:56:40.000Z,25835,2025-02-26T00:00:00.000Z,true,true,true,0,11,4.831018518518518,false,false,false,COVERED,false
L14:T1:I57:S205,L14:T1:I57,205,2025-03-02T19:56:40.000Z,13071,2025-02-16T00:00:00.000Z,true,true,true,0,8,14.831018518518519,false,false,false,COVERED,false
L14:T1:I57:S1954,L14:T1:I57,1954,2025-03-02T19:56:40.000Z,,,false,false,,,,,false,false,false,NO_SNAPSHOT,false
L14:T1:I57:S916,L14:T1:I57,916,2025-03-02T19:56:40.000Z,,,false,false,,,,,false,false,false,NO_SNAPSHOT,false
L14:T1:I57:S1502,L14:T1:I57,1502,2025-03-02T19:56:40.000Z,,,false,false,,,,,false,false,false,NO_SNAPSHOT,false
L14:T2:I52:S2604,L14:T2:I52,2604,2025-03-15T14:07:00.000Z,,,false,false,,,,,false,false,false,NO_SNAPSHOT,false
L14:T2:I52:S1856,L14:T2:I52,1856,2025-03-15T14:07:00.000Z,,,false,false,,,,,false,false,false,NO_SNAPSHOT,false
L14:T2:I52:S2477,L14:T2:I52,2477,2025-03-15T14:07:00.000Z,7131,2025-02-20T00:00:00.000Z,true,true,true,0,4,23.588194444444444,false,false,false,COVERED,false
L14:T2:I52:S1126,L14:T2:I52,1126,2025-03-15T14:07:00.000Z,,,false,false,,,,,false,false,false,NO_SNAPSHOT,false
L14:T2:I52:S2424,L14:T2:I52,2424,2025-03-15T14:07:00.000Z,,,false,false,,,,,false,false,false,NO_SNAPSHOT,false
L14:T2:I52:S1656,L14:T2:I52,1656,2025-03-15T14:07:00.000Z,,,false,false,,,,,false,false,false,NO_SNAPSHOT,false
L14:T2:I52:S1937,L14:T2:I52,1937,2025-03-15T14:07:00.000Z,27166,2025-02-01T00:00:00.000Z,true,true,false,38,4,42.58819444444445,true,false,false,COVERED,false
L14:T2:I52:S987,L14:T2:I52,987,2025-03-15T14:07:00.000Z,,,false,false,,,,,false,false,false,NO_SNAPSHOT,false
L14:T2:I52:S2839,L14:T2:I52,2839,2025-03-15T14:07:00.000Z,16904,2025-03-01T00:00:00.000Z,true,true,true,0,5,14.588194444444444,false,false,false,COVERED,false
L14:T2:I52:S735,L14:T2:I52,735,2025-03-15T14:07:00.000Z,,,false,false,,,,,false,false,false,NO_SNAPSHOT,false
L14:T2:I52:S1080,L14:T2:I52,1080,2025-03-15T14:07:00.000Z,,,false,false,,,,,false,false,false,NO_SNAPSHOT,false
L14:T2:I52:S49,L14:T2:I52,49,2025-03-15T14:07:00.000Z,,,false,false,,,,,false,false,false,NO_SNAPSHOT,false
L14:T2:I52:S923,L14:T2:I52,923,2025-03-15T14:07:00.000Z,,,false,false,,,,,false,false,false,NO_SNAPSHOT,false
L14:T2:I52:S2619,L14:T2:I52,2619,2025-03-15T14:07:00.000Z,,,false,false,,,,,false,false,false,NO_SNAPSHOT,false
L14:T2:I52:S2306,L14:T2:I52,2306,2025-03-15T14:07:00.000Z,26855,2025-02-15T00:00:00.000Z,true,true,false,379,5,28.588194444444444,false,false,false,COVERED,false
