lead_id,first_inquiry_id,score_time,primary_partition,F1_role,F2_role,F3_role,F4_role
2310,10453,2025-06-27T15:56:54.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
2311,10455,2025-11-04T14:54:13.000000,DEVELOPMENT,NOT_USED,VALIDATION,TRAIN,TRAIN
2312,10463,2025-11-11T09:12:34.000000,DEVELOPMENT,NOT_USED,VALIDATION,TRAIN,TRAIN
2313,10466,2025-01-23T08:22:14.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
2314,10469,2026-06-16T18:50:29.000000,PROCEDURAL_HOLDOUT,NOT_USED,NOT_USED,NOT_USED,NOT_USED
2315,10475,2026-03-31T11:14:54.000000,DEVELOPMENT,NOT_USED,NOT_USED,NOT_USED,VALIDATION
2316,10482,2025-02-04T09:57:38.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
2317,10486,2026-02-19T19:38:29.000000,DEVELOPMENT,NOT_USED,NOT_USED,VALIDATION,TRAIN
2318,10492,2025-06-18T07:58:00.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
2319,10496,2025-10-11T08:51:26.000000,DEVELOPMENT,VALIDATION,TRAIN,TRAIN,TRAIN
2320,10498,2025-09-17T14:09:27.000000,DEVELOPMENT,VALIDATION,TRAIN,TRAIN,TRAIN
2321,10508,2025-04-06T14:15:33.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
2322,10515,2025-09-28T13:30:12.000000,DEVELOPMENT,VALIDATION,TRAIN,TRAIN,TRAIN
2323,10518,2025-10-20T13:01:33.000000,DEVELOPMENT,VALIDATION,TRAIN,TRAIN,TRAIN
2324,10519,2026-04-25T10:38:00.000000,DEVELOPMENT,NOT_USED,NOT_USED,NOT_USED,VALIDATION
2325,10522,2025-12-12T20:14:50.000000,DEVELOPMENT,NOT_USED,VALIDATION,TRAIN,TRAIN
2326,10524,2025-04-21T11:47:11.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
2327,10532,2026-05-17T15:59:50.000000,CALIBRATION,NOT_USED,NOT_USED,NOT_USED,NOT_USED
2328,10538,2026-04-16T08:06:01.000000,DEVELOPMENT,NOT_USED,NOT_USED,NOT_USED,VALIDATION
2329,10543,2025-05-15T12:31:43.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
2330,10547,2025-08-28T19:42:46.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
2331,10550,2026-03-04T08:59:10.000000,DEVELOPMENT,NOT_USED,NOT_USED,NOT_USED,VALIDATION
2332,10558,2025-09-10T19:11:20.000000,DEVELOPMENT,VALIDATION,TRAIN,TRAIN,TRAIN
2333,10561,2025-10-08T09:24:58.000000,DEVELOPMENT,VALIDATION,TRAIN,TRAIN,TRAIN
2334,10563,2026-02-28T20:08:07.000000,DEVELOPMENT,NOT_USED,NOT_USED,VALIDATION,TRAIN
2335,10568,2025-06-14T07:28:00.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
2336,10570,2025-10-18T15:36:53.000000,DEVELOPMENT,VALIDATION,TRAIN,TRAIN,TRAIN
2337,10582,2026-03-18T15:34:51.000000,DEVELOPMENT,NOT_USED,NOT_USED,NOT_USED,VALIDATION
2338,10583,2025-10-25T19:54:13.000000,DEVELOPMENT,VALIDATION,TRAIN,TRAIN,TRAIN
2339,10586,2025-11-14T08:55:33.000000,DEVELOPMENT,NOT_USED,VALIDATION,TRAIN,TRAIN
2340,10592,2026-01-23T10:05:24.000000,DEVELOPMENT,NOT_USED,NOT_USED,VALIDATION,TRAIN
2341,10595,2025-11-26T18:00:00.000000,DEVELOPMENT,NOT_USED,VALIDATION,TRAIN,TRAIN
2342,10602,2026-03-23T11:22:43.000000,DEVELOPMENT,NOT_USED,NOT_USED,NOT_USED,VALIDATION
2343,10603,2026-01-12T18:36:45.000000,DEVELOPMENT,NOT_USED,NOT_USED,VALIDATION,TRAIN
2344,10605,2025-10-28T07:11:58.000000,DEVELOPMENT,VALIDATION,TRAIN,TRAIN,TRAIN
2345,10607,2025-11-01T07:39:15.000000,DEVELOPMENT,NOT_USED,VALIDATION,TRAIN,TRAIN
2346,10614,2026-04-10T07:36:02.000000,DEVELOPMENT,NOT_USED,NOT_USED,NOT_USED,VALIDATION
2347,10618,2025-08-08T17:44:07.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
2348,10623,2026-04-30T12:46:18.000000,DEVELOPMENT,NOT_USED,NOT_USED,NOT_USED,VALIDATION
2349,10628,2025-02-23T13:21:42.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
2350,10633,2025-05-19T20:23:55.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
2351,10638,2026-05-08T17:49:42.000000,CALIBRATION,NOT_USED,NOT_USED,NOT_USED,NOT_USED
2352,10646,2026-02-06T09:28:28.000000,DEVELOPMENT,NOT_USED,NOT_USED,VALIDATION,TRAIN
2353,10648,2026-05-29T10:49:26.000000,CALIBRATION,NOT_USED,NOT_USED,NOT_USED,NOT_USED
2354,10652,2025-04-15T15:27:58.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
2355,10656,2026-05-29T19:04:40.000000,CALIBRATION,NOT_USED,NOT_USED,NOT_USED,NOT_USED
2356,10658,2025-11-09T09:38:00.000000,DEVELOPMENT,NOT_USED,VALIDATION,TRAIN,TRAIN
2357,10659,2025-12-16T10:32:34.000000,DEVELOPMENT,NOT_USED,VALIDATION,TRAIN,TRAIN
2358,10664,2025-02-24T08:22:49.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
2359,10668,2026-05-18T11:52:00.000000,CALIBRATION,NOT_USED,NOT_USED,NOT_USED,NOT_USED
2360,10674,2025-07-22T07:51:36.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
2361,10679,2025-12-18T18:33:34.000000,DEVELOPMENT,NOT_USED,VALIDATION,TRAIN,TRAIN
2362,10684,2025-05-31T10:38:42.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
2363,10690,2026-04-01T11:44:27.000000,DEVELOPMENT,NOT_USED,NOT_USED,NOT_USED,VALIDATION
2364,10699,2025-05-05T18:41:02.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
2365,10703,2026-06-26T16:05:15.000000,PROCEDURAL_HOLDOUT,NOT_USED,NOT_USED,NOT_USED,NOT_USED
2366,10708,2026-02-24T08:06:17.000000,DEVELOPMENT,NOT_USED,NOT_USED,VALIDATION,TRAIN
2367,10710,2025-11-11T20:08:38.000000,DEVELOPMENT,NOT_USED,VALIDATION,TRAIN,TRAIN
2368,10713,2025-07-13T12:24:39.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
2369,10716,2025-07-17T12:56:49.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
2370,10720,2025-08-17T08:23:00.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
2371,10722,2025-09-08T17:01:54.000000,DEVELOPMENT,VALIDATION,TRAIN,TRAIN,TRAIN
2372,10727,2025-04-11T11:16:42.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
2373,10735,2025-11-10T09:36:14.000000,DEVELOPMENT,NOT_USED,VALIDATION,TRAIN,TRAIN
2374,10741,2025-03-09T14:31:54.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
2375,10750,2026-03-31T12:46:03.000000,DEVELOPMENT,NOT_USED,NOT_USED,NOT_USED,VALIDATION
2376,10752,2025-01-21T11:42:07.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
2377,10764,2026-05-31T17:20:56.000000,CALIBRATION,NOT_USED,NOT_USED,NOT_USED,NOT_USED
2378,10767,2026-07-01T18:35:46.000000,POST_HOLDOUT_AUDIT,NOT_USED,NOT_USED,NOT_USED,NOT_USED
2379,10769,2025-05-11T13:01:00.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
2380,10771,2026-03-24T13:43:19.000000,DEVELOPMENT,NOT_USED,NOT_USED,NOT_USED,VALIDATION
2381,10779,2025-05-17T14:00:16.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
2382,10783,2025-10-06T12:15:57.000000,DEVELOPMENT,VALIDATION,TRAIN,TRAIN,TRAIN
2383,10789,2026-04-11T13:35:23.000000,DEVELOPMENT,NOT_USED,NOT_USED,NOT_USED,VALIDATION
2384,10796,2025-04-29T12:51:18.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
2385,10799,2025-09-12T16:40:46.000000,DEVELOPMENT,VALIDATION,TRAIN,TRAIN,TRAIN
2386,10808,2025-07-23T14:57:21.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
2387,10818,2025-06-03T14:04:19.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
2388,10823,2025-08-23T08:19:11.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
2389,10825,2025-03-19T17:04:28.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
2390,10826,2025-10-17T12:19:18.000000,DEVELOPMENT,VALIDATION,TRAIN,TRAIN,TRAIN
2391,10830,2025-04-11T13:20:11.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
2392,10834,2025-05-31T16:04:16.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
2393,10840,2025-07-13T18:58:10.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
2394,10844,2025-09-20T08:51:22.000000,DEVELOPMENT,VALIDATION,TRAIN,TRAIN,TRAIN
2395,10849,2025-08-17T16:06:00.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
2396,10852,2025-01-22T07:54:52.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
2397,10860,2026-06-16T15:41:39.000000,PROCEDURAL_HOLDOUT,NOT_USED,NOT_USED,NOT_USED,NOT_USED
2398,10863,2026-06-19T12:23:02.000000,PROCEDURAL_HOLDOUT,NOT_USED,NOT_USED,NOT_USED,NOT_USED
2399,10865,2025-10-27T13:01:50.000000,DEVELOPMENT,VALIDATION,TRAIN,TRAIN,TRAIN
2400,10871,2025-02-19T11:06:13.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
2401,10877,2026-03-26T14:48:06.000000,DEVELOPMENT,NOT_USED,NOT_USED,NOT_USED,VALIDATION
2402,10885,2026-04-04T14:39:32.000000,DEVELOPMENT,NOT_USED,NOT_USED,NOT_USED,VALIDATION
2403,10892,2025-08-29T08:58:46.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
2404,10895,2025-05-04T13:14:00.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
2405,10900,2026-06-11T15:45:41.000000,PROCEDURAL_HOLDOUT,NOT_USED,NOT_USED,NOT_USED,NOT_USED
2406,10904,2026-05-19T08:12:24.000000,CALIBRATION,NOT_USED,NOT_USED,NOT_USED,NOT_USED
2407,10914,2025-08-20T19:02:47.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
2408,10919,2025-08-13T11:49:45.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
2409,10926,2025-08-08T14:20:02.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
2410,10927,2025-11-03T07:47:15.000000,DEVELOPMENT,NOT_USED,VALIDATION,TRAIN,TRAIN
2411,10933,2026-02-02T16:24:02.000000,DEVELOPMENT,NOT_USED,NOT_USED,VALIDATION,TRAIN
2412,10939,2025-10-03T15:04:17.000000,DEVELOPMENT,VALIDATION,TRAIN,TRAIN,TRAIN
2413,10945,2025-11-06T15:30:48.000000,DEVELOPMENT,NOT_USED,VALIDATION,TRAIN,TRAIN
2414,10951,2025-11-11T14:46:20.000000,DEVELOPMENT,NOT_USED,VALIDATION,TRAIN,TRAIN
2415,10955,2025-06-18T19:46:20.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
2416,10960,2025-12-05T17:27:26.000000,DEVELOPMENT,NOT_USED,VALIDATION,TRAIN,TRAIN
2417,10964,2025-01-25T12:25:00.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
2418,10970,2025-08-08T18:18:18.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
2419,10974,2025-03-11T11:33:18.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
2420,10979,2025-06-26T20:48:42.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
2421,10985,2025-05-25T16:43:22.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
2422,10988,2025-03-05T12:19:00.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
2423,10993,2025-06-14T11:13:00.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
2424,11000,2026-04-16T19:17:16.000000,DEVELOPMENT,NOT_USED,NOT_USED,NOT_USED,VALIDATION
2425,11005,2025-10-13T19:14:08.000000,DEVELOPMENT,VALIDATION,TRAIN,TRAIN,TRAIN
2426,11010,2026-01-23T14:31:40.000000,DEVELOPMENT,NOT_USED,NOT_USED,VALIDATION,TRAIN
2427,11017,2025-07-06T17:08:14.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
2428,11023,2025-12-06T11:15:00.000000,DEVELOPMENT,NOT_USED,VALIDATION,TRAIN,TRAIN
2429,11026,2026-01-17T14:24:47.000000,DEVELOPMENT,NOT_USED,NOT_USED,VALIDATION,TRAIN
2430,11029,2025-08-28T11:19:57.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
2431,11032,2025-09-30T18:06:01.000000,DEVELOPMENT,VALIDATION,TRAIN,TRAIN,TRAIN
2432,11037,2025-06-01T15:18:00.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
2433,11042,2025-05-07T18:44:00.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
2434,11046,2025-11-24T10:47:12.000000,DEVELOPMENT,NOT_USED,VALIDATION,TRAIN,TRAIN
2435,11050,2025-09-03T13:05:54.000000,DEVELOPMENT,VALIDATION,TRAIN,TRAIN,TRAIN
2436,11052,2025-11-28T13:21:07.000000,DEVELOPMENT,NOT_USED,VALIDATION,TRAIN,TRAIN
2437,11061,2026-02-03T11:41:20.000000,DEVELOPMENT,NOT_USED,NOT_USED,VALIDATION,TRAIN
2438,11067,2025-10-13T14:26:24.000000,DEVELOPMENT,VALIDATION,TRAIN,TRAIN,TRAIN
2439,11069,2025-10-14T20:37:56.000000,DEVELOPMENT,VALIDATION,TRAIN,TRAIN,TRAIN
2440,11076,2025-09-27T14:31:06.000000,DEVELOPMENT,VALIDATION,TRAIN,TRAIN,TRAIN
2441,11079,2025-08-28T19:39:13.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
2442,11083,2025-12-23T15:24:54.000000,DEVELOPMENT,NOT_USED,VALIDATION,TRAIN,TRAIN
2443,11088,2025-07-16T17:54:00.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
2444,11092,2025-12-24T13:20:00.000000,DEVELOPMENT,NOT_USED,VALIDATION,TRAIN,TRAIN
2445,11098,2026-01-15T13:28:37.000000,DEVELOPMENT,NOT_USED,NOT_USED,VALIDATION,TRAIN
2446,11104,2026-05-09T15:24:38.000000,CALIBRATION,NOT_USED,NOT_USED,NOT_USED,NOT_USED
2447,11107,2026-01-31T10:11:23.000000,DEVELOPMENT,NOT_USED,NOT_USED,VALIDATION,TRAIN
2448,11113,2025-11-21T14:59:46.000000,DEVELOPMENT,NOT_USED,VALIDATION,TRAIN,TRAIN
2449,11120,2025-12-13T10:42:55.000000,DEVELOPMENT,NOT_USED,VALIDATION,TRAIN,TRAIN
2450,11123,2025-03-06T18:36:47.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
2451,11126,2025-12-24T12:35:00.000000,DEVELOPMENT,NOT_USED,VALIDATION,TRAIN,TRAIN
2452,11134,2025-11-30T11:41:27.000000,DEVELOPMENT,NOT_USED,VALIDATION,TRAIN,TRAIN
2453,11139,2025-07-21T14:43:10.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
2454,11143,2026-01-27T11:27:13.000000,DEVELOPMENT,NOT_USED,NOT_USED,VALIDATION,TRAIN
2455,11150,2026-02-12T07:22:06.000000,DEVELOPMENT,NOT_USED,NOT_USED,VALIDATION,TRAIN
2456,11161,2026-05-29T18:38:09.000000,CALIBRATION,NOT_USED,NOT_USED,NOT_USED,NOT_USED
2457,11162,2026-04-24T14:27:26.000000,DEVELOPMENT,NOT_USED,NOT_USED,NOT_USED,VALIDATION
2458,11167,2025-09-12T10:23:43.000000,DEVELOPMENT,VALIDATION,TRAIN,TRAIN,TRAIN
2459,11169,2025-03-21T15:06:03.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
2460,11175,2025-04-11T09:52:05.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
2461,11180,2026-05-29T10:48:30.000000,CALIBRATION,NOT_USED,NOT_USED,NOT_USED,NOT_USED
2462,11185,2025-06-17T07:25:54.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
2463,11189,2025-05-10T14:18:00.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
2464,11195,2025-11-20T18:39:36.000000,DEVELOPMENT,NOT_USED,VALIDATION,TRAIN,TRAIN
2465,11201,2025-03-15T09:27:38.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
2466,11206,2025-02-15T20:30:17.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
2467,11211,2026-01-06T16:57:30.000000,DEVELOPMENT,NOT_USED,NOT_USED,VALIDATION,TRAIN
2468,11212,2025-03-11T10:32:55.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
2469,11220,2025-09-03T08:15:57.000000,DEVELOPMENT,VALIDATION,TRAIN,TRAIN,TRAIN
2470,11225,2025-12-13T17:15:55.000000,DEVELOPMENT,NOT_USED,VALIDATION,TRAIN,TRAIN
2471,11230,2026-06-21T12:01:59.000000,PROCEDURAL_HOLDOUT,NOT_USED,NOT_USED,NOT_USED,NOT_USED
2472,11235,2025-07-09T11:31:49.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
2473,11242,2025-08-15T10:49:28.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
2474,11246,2025-10-03T09:22:55.000000,DEVELOPMENT,VALIDATION,TRAIN,TRAIN,TRAIN
2475,11251,2026-01-01T20:22:41.000000,DEVELOPMENT,NOT_USED,NOT_USED,VALIDATION,TRAIN
2476,11263,2025-04-25T12:54:12.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
2477,11265,2025-03-27T15:11:19.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
2478,11270,2026-02-01T10:15:17.000000,DEVELOPMENT,NOT_USED,NOT_USED,VALIDATION,TRAIN
2479,11279,2025-08-24T17:23:25.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
2480,11280,2025-10-05T17:27:28.000000,DEVELOPMENT,VALIDATION,TRAIN,TRAIN,TRAIN
2481,11285,2026-01-14T19:37:25.000000,DEVELOPMENT,NOT_USED,NOT_USED,VALIDATION,TRAIN
2482,11286,2025-09-16T10:40:09.000000,DEVELOPMENT,VALIDATION,TRAIN,TRAIN,TRAIN
2483,11293,2025-03-15T11:17:00.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
2484,11299,2025-08-05T08:59:36.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
2485,11300,2025-11-23T10:58:39.000000,DEVELOPMENT,NOT_USED,VALIDATION,TRAIN,TRAIN
2486,11301,2025-12-05T19:34:51.000000,DEVELOPMENT,NOT_USED,VALIDATION,TRAIN,TRAIN
2487,11305,2026-06-06T09:35:24.000000,PROCEDURAL_HOLDOUT,NOT_USED,NOT_USED,NOT_USED,NOT_USED
2488,11310,2025-06-03T12:16:45.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
2489,11314,2025-06-15T11:38:19.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
2490,11318,2026-03-10T09:52:59.000000,DEVELOPMENT,NOT_USED,NOT_USED,NOT_USED,VALIDATION
2491,11326,2025-11-25T14:25:45.000000,DEVELOPMENT,NOT_USED,VALIDATION,TRAIN,TRAIN
2492,11330,2026-02-28T20:11:00.000000,DEVELOPMENT,NOT_USED,NOT_USED,VALIDATION,TRAIN
2493,11332,2025-12-10T17:11:30.000000,DEVELOPMENT,NOT_USED,VALIDATION,TRAIN,TRAIN
2494,11341,2026-04-13T14:51:23.000000,DEVELOPMENT,NOT_USED,NOT_USED,NOT_USED,VALIDATION
2495,11344,2026-04-02T11:17:15.000000,DEVELOPMENT,NOT_USED,NOT_USED,NOT_USED,VALIDATION
2496,11354,2025-10-30T11:30:09.000000,DEVELOPMENT,VALIDATION,TRAIN,TRAIN,TRAIN
2497,11358,2025-03-26T16:51:29.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
2498,11361,2025-09-23T16:35:41.000000,DEVELOPMENT,VALIDATION,TRAIN,TRAIN,TRAIN
2499,11365,2026-01-29T14:32:12.000000,DEVELOPMENT,NOT_USED,NOT_USED,VALIDATION,TRAIN
2500,11367,2026-03-17T15:40:36.000000,DEVELOPMENT,NOT_USED,NOT_USED,NOT_USED,VALIDATION
2501,11368,2025-11-01T10:13:23.000000,DEVELOPMENT,NOT_USED,VALIDATION,TRAIN,TRAIN
2502,11377,2025-04-13T07:25:51.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
2503,11384,2025-10-24T18:34:02.000000,DEVELOPMENT,VALIDATION,TRAIN,TRAIN,TRAIN
2504,11386,2025-03-18T15:39:43.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
2505,11393,2025-12-15T10:22:40.000000,DEVELOPMENT,NOT_USED,VALIDATION,TRAIN,TRAIN
2506,11398,2026-03-04T16:26:28.000000,DEVELOPMENT,NOT_USED,NOT_USED,NOT_USED,VALIDATION
2507,11401,2026-03-09T17:50:32.000000,DEVELOPMENT,NOT_USED,NOT_USED,NOT_USED,VALIDATION
2508,11403,2026-02-01T11:02:00.000000,DEVELOPMENT,NOT_USED,NOT_USED,VALIDATION,TRAIN
2509,11408,2026-02-01T09:44:31.000000,DEVELOPMENT,NOT_USED,NOT_USED,VALIDATION,TRAIN
2510,11409,2025-08-10T18:50:00.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
2511,11410,2025-02-05T15:31:00.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
2512,11412,2025-03-18T09:53:54.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
2513,11419,2025-09-19T18:32:12.000000,DEVELOPMENT,VALIDATION,TRAIN,TRAIN,TRAIN
2514,11423,2026-05-16T07:27:41.000000,CALIBRATION,NOT_USED,NOT_USED,NOT_USED,NOT_USED
2515,11429,2026-01-02T19:13:43.000000,DEVELOPMENT,NOT_USED,NOT_USED,VALIDATION,TRAIN
2516,11439,2025-10-06T18:01:59.000000,DEVELOPMENT,VALIDATION,TRAIN,TRAIN,TRAIN
2517,11441,2025-10-26T09:07:00.000000,DEVELOPMENT,VALIDATION,TRAIN,TRAIN,TRAIN
2518,11445,2025-05-06T09:31:36.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
2519,11450,2025-06-16T17:19:54.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
2520,11456,2026-01-28T10:33:00.000000,DEVELOPMENT,NOT_USED,NOT_USED,VALIDATION,TRAIN
2521,11460,2025-03-04T14:12:10.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
2522,11464,2025-09-22T15:13:40.000000,DEVELOPMENT,VALIDATION,TRAIN,TRAIN,TRAIN
2523,11470,2025-06-29T14:45:59.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
2524,11474,2025-08-13T07:06:15.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
2525,11476,2026-03-03T08:45:08.000000,DEVELOPMENT,NOT_USED,NOT_USED,NOT_USED,VALIDATION
2526,11482,2025-07-01T16:21:54.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
2527,11486,2026-03-07T18:12:13.000000,DEVELOPMENT,NOT_USED,NOT_USED,NOT_USED,VALIDATION
2528,11494,2026-04-30T11:42:07.000000,DEVELOPMENT,NOT_USED,NOT_USED,NOT_USED,VALIDATION
2529,11498,2026-01-06T20:59:00.000000,DEVELOPMENT,NOT_USED,NOT_USED,VALIDATION,TRAIN
2530,11503,2026-01-03T12:46:54.000000,DEVELOPMENT,NOT_USED,NOT_USED,VALIDATION,TRAIN
2531,11508,2025-03-20T17:09:05.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
2532,11510,2025-04-12T20:30:00.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
2533,11512,2026-02-02T09:27:07.000000,DEVELOPMENT,NOT_USED,NOT_USED,VALIDATION,TRAIN
2534,11519,2025-11-17T18:13:01.000000,DEVELOPMENT,NOT_USED,VALIDATION,TRAIN,TRAIN
2535,11526,2026-02-03T09:52:06.000000,DEVELOPMENT,NOT_USED,NOT_USED,VALIDATION,TRAIN
2536,11533,2025-12-15T16:09:32.000000,DEVELOPMENT,NOT_USED,VALIDATION,TRAIN,TRAIN
2537,11538,2025-02-06T18:24:28.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
2538,11541,2025-11-03T19:11:19.000000,DEVELOPMENT,NOT_USED,VALIDATION,TRAIN,TRAIN
2539,11542,2025-11-11T18:04:16.000000,DEVELOPMENT,NOT_USED,VALIDATION,TRAIN,TRAIN
2540,11546,2025-12-30T08:21:49.000000,DEVELOPMENT,NOT_USED,VALIDATION,TRAIN,TRAIN
2541,11554,2025-10-02T13:15:55.000000,DEVELOPMENT,VALIDATION,TRAIN,TRAIN,TRAIN
2542,11557,2025-09-23T14:48:39.000000,DEVELOPMENT,VALIDATION,TRAIN,TRAIN,TRAIN
2543,11558,2025-12-24T14:34:51.000000,DEVELOPMENT,NOT_USED,VALIDATION,TRAIN,TRAIN
2544,11566,2025-12-05T11:10:37.000000,DEVELOPMENT,NOT_USED,VALIDATION,TRAIN,TRAIN
2545,11574,2026-01-14T07:16:26.000000,DEVELOPMENT,NOT_USED,NOT_USED,VALIDATION,TRAIN
2546,11576,2025-06-14T07:21:12.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
2547,11583,2026-05-31T19:43:00.000000,CALIBRATION,NOT_USED,NOT_USED,NOT_USED,NOT_USED
2548,11585,2025-09-18T20:37:32.000000,DEVELOPMENT,VALIDATION,TRAIN,TRAIN,TRAIN
2549,11591,2025-05-21T16:54:52.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
2550,11594,2025-04-24T13:27:45.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
