lead_id,lead_created_at,score_inquiry_id,score_time,first_broker_response,first_broker_response_hours,inquiry_count,last_inquiry_at,a_eventual_first_scheduled_visit,a_mature_7,a_mature_14,a_mature_30,primary_t1_eligible,primary_t1_label,b30_status,b30_label,b30_positive_inquiry_id,b30_positive_response_event_at,b30_ambiguous_untimed_scheduled_count,b30_timed_scheduled_count,c30_status_maturity14,c30_label_maturity14,c30_positive_inquiry_id,c30_positive_inquiry_at,c30_mature_7,c30_mature_14,c30_mature_30
2483,2025-03-08T00:00:00.000000,11293,2025-03-15T11:17:00.000000,rejected,,4,2025-10-11T15:17:00.000000,0,true,true,true,true,0,LABELED,0,,,0,1,LABELED,0,,,true,true,true
2484,2025-07-29T00:00:00.000000,11299,2025-08-05T08:59:36.000000,accepted,,3,2025-08-18T15:14:00.000000,0,true,true,true,true,0,AMBIGUOUS,,,,1,0,LABELED,1,11297,2025-08-07T14:05:31.000000,true,true,true
2485,2025-11-10T00:00:00.000000,11300,2025-11-23T10:58:39.000000,scheduled_visit,2.6,1,2025-11-23T10:58:39.000000,1,true,true,true,true,1,LABELED,1,11300,2025-11-23T13:34:39.000Z,0,1,LABELED,1,11300,2025-11-23T10:58:39.000000,true,true,true
2486,2025-11-25T00:00:00.000000,11301,2025-12-05T19:34:51.000000,accepted,19.9,1,2025-12-05T19:34:51.000000,0,true,true,true,true,0,LABELED,0,,,0,0,LABELED,0,,,true,true,true
2487,2026-06-06T00:00:00.000000,11305,2026-06-06T09:35:24.000000,accepted,11.8,6,2026-06-18T16:28:28.000000,0,true,true,true,true,0,LABELED,1,11307,2026-06-10T19:35:02.000Z,0,1,CENSORED,,,,true,false,false
2488,2025-06-02T00:00:00.000000,11310,2025-06-03T12:16:45.000000,no_response,9.3,6,2026-01-08T16:35:00.000000,0,true,true,true,true,0,LABELED,1,11308,2025-06-07T05:23:22.000Z,0,2,LABELED,1,11308,2025-06-06T19:17:22.000000,true,true,true
2489,2025-06-12T00:00:00.000000,11314,2025-06-15T11:38:19.000000,accepted,14.3,2,2025-06-17T16:10:12.000000,0,true,true,true,true,0,LABELED,0,,,0,0,LABELED,0,,,true,true,true
2490,2026-03-10T00:00:00.000000,11318,2026-03-10T09:52:59.000000,accepted,3.2,6,2026-03-22T12:06:11.000000,0,true,true,true,true,0,LABELED,0,,,0,0,LABELED,0,,,true,true,true
2491,2025-11-25T00:00:00.000000,11326,2025-11-25T14:25:45.000000,accepted,28.7,8,2026-03-10T16:46:00.000000,0,true,true,true,true,0,LABELED,1,11325,2025-11-28T09:14:17.000Z,1,1,LABELED,1,11325,2025-11-28T07:50:17.000000,true,true,true
2492,2025-04-14T00:00:00.000000,11330,2026-02-28T20:11:00.000000,scheduled_visit,21.8,1,2026-02-28T20:11:00.000000,1,true,true,true,true,1,LABELED,1,11330,2026-03-01T17:59:00.000Z,0,1,LABELED,1,11330,2026-02-28T20:11:00.000000,true,true,true
2493,2025-12-10T00:00:00.000000,11332,2025-12-10T17:11:30.000000,accepted,0.5,8,2026-06-13T18:50:00.000000,0,true,true,true,true,0,LABELED,1,11334,2025-12-18T19:30:49.000Z,0,1,LABELED,1,11334,2025-12-17T14:54:49.000000,true,true,true
2494,2026-04-13T00:00:00.000000,11341,2026-04-13T14:51:23.000000,scheduled_visit,16,5,2026-04-26T16:47:35.000000,1,true,true,true,true,1,LABELED,1,11341,2026-04-14T06:51:23.000Z,0,2,LABELED,1,11341,2026-04-13T14:51:23.000000,true,true,true
2495,2026-04-02T00:00:00.000000,11344,2026-04-02T11:17:15.000000,accepted,4.4,8,2026-04-15T18:19:27.000000,0,true,true,true,true,0,LABELED,1,11350,2026-04-16T03:19:27.000Z,0,1,LABELED,1,11350,2026-04-15T18:19:27.000000,true,true,true
2496,2025-10-27T00:00:00.000000,11354,2025-10-30T11:30:09.000000,rejected,1.9,3,2026-02-10T14:31:00.000000,0,true,true,true,true,0,LABELED,0,,,0,0,LABELED,0,,,true,true,true
2497,2025-03-25T00:00:00.000000,11358,2025-03-26T16:51:29.000000,rejected,13.9,5,2025-11-22T17:51:00.000000,0,true,true,true,true,0,LABELED,0,,,0,2,LABELED,0,,,true,true,true
2498,2025-09-23T00:00:00.000000,11361,2025-09-23T16:35:41.000000,accepted,17.2,3,2025-10-11T07:14:00.000000,0,true,true,true,true,0,LABELED,0,,,0,0,LABELED,0,,,true,true,true
2499,2026-01-26T00:00:00.000000,11365,2026-01-29T14:32:12.000000,accepted,6.1,4,2026-06-16T20:14:00.000000,0,true,true,true,true,0,LABELED,0,,,0,0,LABELED,0,,,true,true,true
2500,2026-03-13T00:00:00.000000,11367,2026-03-17T15:40:36.000000,accepted,13.6,1,2026-03-17T15:40:36.000000,0,true,true,true,true,0,LABELED,0,,,0,0,LABELED,0,,,true,true,true
2501,2025-10-30T00:00:00.000000,11368,2025-11-01T10:13:23.000000,no_response,13.1,7,2026-01-29T11:34:00.000000,0,true,true,true,true,0,LABELED,1,11372,2025-11-03T16:10:53.000Z,0,2,LABELED,1,11372,2025-11-02T15:22:53.000000,true,true,true
2502,2025-04-13T00:00:00.000000,11377,2025-04-13T07:25:51.000000,scheduled_visit,,3,2025-05-15T12:45:00.000000,1,true,true,true,true,1,AMBIGUOUS,,,,1,0,LABELED,1,11377,2025-04-13T07:25:51.000000,true,true,true
2503,2025-10-24T00:00:00.000000,11384,2025-10-24T18:34:02.000000,scheduled_visit,4.4,8,2026-04-25T16:08:00.000000,1,true,true,true,true,1,LABELED,1,11384,2025-10-24T22:58:02.000Z,0,3,LABELED,1,11384,2025-10-24T18:34:02.000000,true,true,true
2504,2025-03-13T00:00:00.000000,11386,2025-03-18T15:39:43.000000,accepted,8.7,4,2026-06-20T07:35:00.000000,0,true,true,true,true,0,LABELED,0,,,0,2,LABELED,0,,,true,true,true
2505,2025-12-14T00:00:00.000000,11393,2025-12-15T10:22:40.000000,accepted,29,5,2026-04-23T17:19:00.000000,0,true,true,true,true,0,LABELED,0,,,0,1,LABELED,0,,,true,true,true
2506,2026-03-02T00:00:00.000000,11398,2026-03-04T16:26:28.000000,rejected,2.6,4,2026-03-12T07:31:30.000000,0,true,true,true,true,0,LABELED,1,11397,2026-03-08T05:32:42.000Z,0,1,LABELED,1,11397,2026-03-07T15:56:42.000000,true,true,true
2507,2026-03-09T00:00:00.000000,11401,2026-03-09T17:50:32.000000,accepted,21.6,4,2026-05-29T15:51:00.000000,0,true,true,true,true,0,LABELED,1,11400,2026-03-12T12:07:26.000Z,0,1,LABELED,1,11400,2026-03-11T20:13:26.000000,true,true,true
2508,2025-10-05T00:00:00.000000,11403,2026-02-01T11:02:00.000000,accepted,2.6,1,2026-02-01T11:02:00.000000,0,true,true,true,true,0,LABELED,0,,,0,0,LABELED,0,,,true,true,true
2509,2026-01-28T00:00:00.000000,11408,2026-02-01T09:44:31.000000,accepted,3.9,5,2026-05-17T10:09:00.000000,0,true,true,true,true,0,AMBIGUOUS,,,,1,1,LABELED,1,11405,2026-02-05T07:57:39.000000,true,true,true
2510,2025-02-24T00:00:00.000000,11409,2025-08-10T18:50:00.000000,rejected,4.1,1,2025-08-10T18:50:00.000000,0,true,true,true,true,0,LABELED,0,,,0,0,LABELED,0,,,true,true,true
2511,2025-01-30T00:00:00.000000,11410,2025-02-05T15:31:00.000000,no_response,20.9,1,2025-02-05T15:31:00.000000,0,true,true,true,true,0,LABELED,0,,,0,0,LABELED,0,,,true,true,true
2512,2025-03-16T00:00:00.000000,11412,2025-03-18T09:53:54.000000,scheduled_visit,30.7,7,2026-05-27T10:07:00.000000,1,true,true,true,true,1,LABELED,1,11412,2025-03-19T16:35:54.000Z,0,3,LABELED,1,11412,2025-03-18T09:53:54.000000,true,true,true
2513,2025-09-19T00:00:00.000000,11419,2025-09-19T18:32:12.000000,accepted,6,2,2026-02-03T15:51:00.000000,0,true,true,true,true,0,LABELED,0,,,0,0,LABELED,0,,,true,true,true
2514,2026-05-16T00:00:00.000000,11423,2026-05-16T07:27:41.000000,accepted,3.9,8,2026-05-27T18:19:22.000000,0,true,true,true,true,0,LABELED,1,11420,2026-05-24T15:02:29.000Z,0,1,LABELED,1,11420,2026-05-23T13:50:29.000000,true,true,false
2515,2026-01-02T00:00:00.000000,11429,2026-01-02T19:13:43.000000,accepted,,8,2026-06-16T12:07:00.000000,0,true,true,true,true,0,LABELED,1,11435,2026-01-10T05:14:31.000Z,0,1,LABELED,1,11435,2026-01-09T09:08:31.000000,true,true,true
2516,2025-10-06T00:00:00.000000,11439,2025-10-06T18:01:59.000000,accepted,12.7,5,2026-04-07T08:08:00.000000,0,true,true,true,true,0,LABELED,1,11438,2025-10-13T11:28:12.000Z,0,1,LABELED,1,11438,2025-10-13T09:40:12.000000,true,true,true
2517,2025-01-06T00:00:00.000000,11441,2025-10-26T09:07:00.000000,no_response,3.7,1,2025-10-26T09:07:00.000000,0,true,true,true,true,0,LABELED,0,,,0,0,LABELED,0,,,true,true,true
2518,2025-05-05T00:00:00.000000,11445,2025-05-06T09:31:36.000000,accepted,3.2,7,2026-06-16T16:32:00.000000,0,true,true,true,true,0,LABELED,0,,,0,3,LABELED,0,,,true,true,true
2519,2025-06-13T00:00:00.000000,11450,2025-06-16T17:19:54.000000,no_response,12.3,7,2026-04-29T09:32:00.000000,0,true,true,true,true,0,LABELED,0,,,0,1,LABELED,0,,,true,true,true
2520,2025-02-13T00:00:00.000000,11456,2026-01-28T10:33:00.000000,scheduled_visit,13.8,1,2026-01-28T10:33:00.000000,1,true,true,true,true,1,LABELED,1,11456,2026-01-29T00:21:00.000Z,0,1,LABELED,1,11456,2026-01-28T10:33:00.000000,true,true,true
2521,2025-03-04T00:00:00.000000,11460,2025-03-04T14:12:10.000000,accepted,1.8,7,2026-03-12T14:01:00.000000,0,true,true,true,true,0,LABELED,0,,,0,0,LABELED,0,,,true,true,true
2522,2025-09-22T00:00:00.000000,11464,2025-09-22T15:13:40.000000,no_response,6.6,5,2026-04-15T14:14:00.000000,0,true,true,true,true,0,LABELED,0,,,0,1,LABELED,0,,,true,true,true
2523,2025-06-22T00:00:00.000000,11470,2025-06-29T14:45:59.000000,accepted,16.1,4,2025-11-13T19:34:00.000000,0,true,true,true,true,0,LABELED,0,,,0,0,LABELED,0,,,true,true,true
2524,2025-07-31T00:00:00.000000,11474,2025-08-13T07:06:15.000000,accepted,1.6,2,2026-04-28T18:05:00.000000,0,true,true,true,true,0,LABELED,0,,,0,0,LABELED,0,,,true,true,true
2525,2026-02-19T00:00:00.000000,11476,2026-03-03T08:45:08.000000,accepted,,2,2026-03-03T18:59:51.000000,0,true,true,true,true,0,LABELED,1,11475,2026-03-03T19:53:51.000Z,0,1,LABELED,1,11475,2026-03-03T18:59:51.000000,true,true,true
2526,2025-06-23T00:00:00.000000,11482,2025-07-01T16:21:54.000000,scheduled_visit,6,7,2026-02-16T14:03:00.000000,1,true,true,true,true,1,LABELED,1,11482,2025-07-01T22:21:54.000Z,0,3,LABELED,1,11482,2025-07-01T16:21:54.000000,true,true,true
2527,2026-03-05T00:00:00.000000,11486,2026-03-07T18:12:13.000000,accepted,,3,2026-04-28T09:39:00.000000,0,true,true,true,true,0,LABELED,0,,,0,0,LABELED,0,,,true,true,true
2528,2026-04-30T00:00:00.000000,11494,2026-04-30T11:42:07.000000,scheduled_visit,7.5,8,2026-05-18T15:04:00.000000,1,true,true,true,true,1,LABELED,1,11494,2026-04-30T19:12:07.000Z,0,2,LABELED,1,11494,2026-04-30T11:42:07.000000,true,true,true
2529,2026-01-01T00:00:00.000000,11498,2026-01-06T20:59:00.000000,rejected,,4,2026-02-17T16:49:00.000000,0,true,true,true,true,0,LABELED,0,,,0,0,LABELED,0,,,true,true,true
2530,2026-01-02T00:00:00.000000,11503,2026-01-03T12:46:54.000000,accepted,5.4,7,2026-06-16T17:34:00.000000,0,true,true,true,true,0,LABELED,1,11502,2026-01-11T19:49:07.000Z,0,3,LABELED,1,11502,2026-01-11T18:25:07.000000,true,true,true
2531,2025-03-15T00:00:00.000000,11508,2025-03-20T17:09:05.000000,no_response,1.3,3,2026-04-08T11:44:00.000000,0,true,true,true,true,0,LABELED,0,,,0,1,LABELED,0,,,true,true,true
2532,2025-01-28T00:00:00.000000,11510,2025-04-12T20:30:00.000000,accepted,,3,2025-08-01T10:13:00.000000,0,true,true,true,true,0,LABELED,0,,,0,0,LABELED,0,,,true,true,true
2533,2026-01-31T00:00:00.000000,11512,2026-02-02T09:27:07.000000,scheduled_visit,1.3,6,2026-05-10T11:32:00.000000,1,true,true,true,true,1,LABELED,1,11512,2026-02-02T10:45:07.000Z,0,1,LABELED,1,11512,2026-02-02T09:27:07.000000,true,true,true
2534,2025-11-14T00:00:00.000000,11519,2025-11-17T18:13:01.000000,scheduled_visit,5.5,5,2025-11-24T18:39:54.000000,1,true,true,true,true,1,LABELED,1,11519,2025-11-17T23:43:01.000Z,0,2,LABELED,1,11519,2025-11-17T18:13:01.000000,true,true,true
2535,2026-02-02T00:00:00.000000,11526,2026-02-03T09:52:06.000000,accepted,21.5,6,2026-02-14T13:39:20.000000,0,true,true,true,true,0,LABELED,1,11525,2026-02-08T21:56:34.000Z,0,2,LABELED,1,11525,2026-02-08T18:20:34.000000,true,true,true
2536,2025-12-14T00:00:00.000000,11533,2025-12-15T16:09:32.000000,accepted,1.4,6,2026-05-29T10:56:00.000000,0,true,true,true,true,0,LABELED,1,11529,2025-12-17T11:58:48.000Z,0,2,LABELED,1,11529,2025-12-16T08:28:48.000000,true,true,true
2537,2025-01-24T00:00:00.000000,11538,2025-02-06T18:24:28.000000,accepted,16.7,5,2026-04-06T13:43:00.000000,0,true,true,true,true,0,LABELED,0,,,0,1,LABELED,0,,,true,true,true
2538,2025-10-27T00:00:00.000000,11541,2025-11-03T19:11:19.000000,scheduled_visit,10.2,2,2025-11-07T08:35:00.000000,1,true,true,true,true,1,LABELED,1,11541,2025-11-04T05:23:19.000Z,0,2,LABELED,1,11541,2025-11-03T19:11:19.000000,true,true,true
2539,2025-10-29T00:00:00.000000,11542,2025-11-11T18:04:16.000000,accepted,16.1,3,2026-06-17T17:13:00.000000,0,true,true,true,true,0,LABELED,0,,,0,0,LABELED,0,,,true,true,true
2540,2025-12-28T00:00:00.000000,11546,2025-12-30T08:21:49.000000,no_response,4.4,4,2026-06-08T19:42:00.000000,0,true,true,true,true,0,LABELED,0,,,0,0,LABELED,0,,,true,true,true
2541,2025-10-02T00:00:00.000000,11554,2025-10-02T13:15:55.000000,accepted,17.9,8,2026-06-04T08:17:00.000000,0,true,true,true,true,0,LABELED,0,,,0,0,LABELED,0,,,true,true,true
2542,2025-09-16T00:00:00.000000,11557,2025-09-23T14:48:39.000000,accepted,1.2,1,2025-09-23T14:48:39.000000,0,true,true,true,true,0,LABELED,0,,,0,0,LABELED,0,,,true,true,true
2543,2025-12-19T00:00:00.000000,11558,2025-12-24T14:34:51.000000,no_response,35.8,2,2025-12-26T17:07:04.000000,0,true,true,true,true,0,LABELED,0,,,0,0,LABELED,0,,,true,true,true
2544,2025-12-01T00:00:00.000000,11566,2025-12-05T11:10:37.000000,no_response,6.4,8,2026-06-10T18:45:00.000000,0,true,true,true,true,0,LABELED,1,11567,2025-12-15T00:29:24.000Z,0,1,LABELED,1,11567,2025-12-14T19:11:24.000000,true,true,true
2545,2026-01-12T00:00:00.000000,11574,2026-01-14T07:16:26.000000,accepted,9.7,7,2026-06-11T09:27:00.000000,0,true,true,true,true,0,LABELED,0,,,0,0,LABELED,0,,,true,true,true
2546,2025-06-06T00:00:00.000000,11576,2025-06-14T07:21:12.000000,accepted,6.9,8,2026-06-07T09:20:00.000000,0,true,true,true,true,0,LABELED,0,,,0,0,LABELED,0,,,true,true,true
2547,2025-02-06T00:00:00.000000,11583,2026-05-31T19:43:00.000000,no_response,1.6,1,2026-05-31T19:43:00.000000,0,true,true,true,true,0,LABELED,0,,,0,0,CENSORED,,,,true,false,false
2548,2025-09-17T00:00:00.000000,11585,2025-09-18T20:37:32.000000,rejected,4.3,2,2025-09-19T12:45:33.000000,0,true,true,true,true,0,LABELED,0,,,0,0,LABELED,0,,,true,true,true
2549,2025-05-16T00:00:00.000000,11591,2025-05-21T16:54:52.000000,scheduled_visit,,7,2026-05-28T16:22:00.000000,1,true,true,true,true,1,LABELED,1,11592,2025-05-22T08:13:44.000Z,1,1,LABELED,1,11591,2025-05-21T16:54:52.000000,true,true,true
2550,2025-04-15T00:00:00.000000,11594,2025-04-24T13:27:45.000000,no_response,6.2,8,2026-04-06T16:29:00.000000,0,true,true,true,true,0,LABELED,0,,,0,1,LABELED,0,,,true,true,true
2551,2026-03-27T00:00:00.000000,11601,2026-03-29T15:34:35.000000,no_response,57.4,8,2026-06-25T11:42:00.000000,0,true,true,true,true,0,LABELED,1,11602,2026-04-08T00:29:24.000Z,0,1,LABELED,1,11602,2026-04-07T20:11:24.000000,true,true,true
2552,2025-11-03T00:00:00.000000,11609,2025-11-06T11:59:24.000000,accepted,4.8,5,2026-04-12T11:42:00.000000,0,true,true,true,true,0,LABELED,1,11611,2025-11-08T17:57:16.000Z,0,2,LABELED,1,11611,2025-11-07T15:33:16.000000,true,true,true
2553,2025-10-10T00:00:00.000000,11617,2025-10-16T15:38:58.000000,accepted,0.5,5,2026-05-11T12:01:00.000000,0,true,true,true,true,0,LABELED,0,,,0,0,LABELED,0,,,true,true,true
2554,2025-06-17T00:00:00.000000,11619,2025-06-30T07:55:34.000000,accepted,10.9,1,2025-06-30T07:55:34.000000,0,true,true,true,true,0,LABELED,0,,,0,0,LABELED,0,,,true,true,true
2555,2026-03-20T00:00:00.000000,11620,2026-03-22T16:40:09.000000,accepted,0.5,6,2026-04-14T08:20:00.000000,0,true,true,true,true,0,LABELED,0,,,0,0,LABELED,0,,,true,true,true
2556,2026-04-13T00:00:00.000000,11626,2026-04-13T07:51:35.000000,accepted,21,1,2026-04-13T07:51:35.000000,0,true,true,true,true,0,LABELED,0,,,0,0,LABELED,0,,,true,true,true
2557,2025-05-20T00:00:00.000000,11629,2025-05-27T19:29:32.000000,scheduled_visit,0.6,6,2026-06-12T12:19:00.000000,1,true,true,true,true,1,LABELED,1,11629,2025-05-27T20:05:32.000Z,0,2,LABELED,1,11629,2025-05-27T19:29:32.000000,true,true,true
2558,2025-09-22T00:00:00.000000,11636,2025-09-27T20:40:38.000000,scheduled_visit,1.7,4,2025-10-04T13:49:00.000000,1,true,true,true,true,1,LABELED,1,11636,2025-09-27T22:22:38.000Z,0,1,LABELED,1,11636,2025-09-27T20:40:38.000000,true,true,true
2559,2026-05-28T00:00:00.000000,11637,2026-06-02T20:23:47.000000,rejected,28.4,2,2026-06-03T09:35:58.000000,0,true,true,true,true,0,LABELED,0,,,0,0,CENSORED,,,,true,false,false
2560,2025-11-17T00:00:00.000000,11639,2025-11-21T20:37:32.000000,scheduled_visit,7.2,1,2025-11-21T20:37:32.000000,1,true,true,true,true,1,LABELED,1,11639,2025-11-22T03:49:32.000Z,0,1,LABELED,1,11639,2025-11-21T20:37:32.000000,true,true,true
2561,2025-09-10T00:00:00.000000,11641,2025-09-11T17:34:52.000000,accepted,18.2,5,2026-03-11T20:04:00.000000,0,true,true,true,true,0,LABELED,0,,,0,0,LABELED,0,,,true,true,true
2562,2026-02-12T00:00:00.000000,11645,2026-02-12T13:11:28.000000,scheduled_visit,22.4,3,2026-02-24T18:09:58.000000,1,true,true,true,true,1,LABELED,1,11645,2026-02-13T11:35:28.000Z,0,1,LABELED,1,11645,2026-02-12T13:11:28.000000,true,true,true
2563,2025-09-23T00:00:00.000000,11648,2025-09-25T12:58:09.000000,scheduled_visit,10,7,2026-06-29T17:01:00.000000,1,true,true,true,true,1,LABELED,1,11648,2025-09-25T22:58:09.000Z,0,2,LABELED,1,11648,2025-09-25T12:58:09.000000,true,true,true
2564,2025-02-03T00:00:00.000000,11657,2025-02-04T15:39:13.000000,scheduled_visit,7.5,5,2025-11-14T07:38:00.000000,1,true,true,true,true,1,LABELED,1,11657,2025-02-04T23:09:13.000Z,0,1,LABELED,1,11657,2025-02-04T15:39:13.000000,true,true,true
2565,2025-06-10T00:00:00.000000,11660,2025-06-20T15:57:24.000000,no_response,50,1,2025-06-20T15:57:24.000000,0,true,true,true,true,0,LABELED,0,,,0,0,LABELED,0,,,true,true,true
2566,2026-04-10T00:00:00.000000,11664,2026-04-11T11:18:28.000000,accepted,,8,2026-05-12T17:50:00.000000,0,true,true,true,true,0,LABELED,1,11665,2026-05-05T04:57:00.000Z,1,1,LABELED,1,11663,2026-04-13T19:04:46.000000,true,true,true
2567,2026-03-10T00:00:00.000000,11669,2026-03-14T07:33:17.000000,scheduled_visit,10.5,7,2026-03-23T12:52:54.000000,1,true,true,true,true,1,LABELED,1,11669,2026-03-14T18:03:17.000Z,0,3,LABELED,1,11669,2026-03-14T07:33:17.000000,true,true,true
2568,2026-04-13T00:00:00.000000,11676,2026-04-21T11:10:18.000000,accepted,13.6,2,2026-04-25T17:14:03.000000,0,true,true,true,true,0,LABELED,0,,,0,0,LABELED,0,,,true,true,true
2569,2026-01-16T00:00:00.000000,11679,2026-01-20T13:54:17.000000,scheduled_visit,16,6,2026-01-29T18:57:03.000000,1,true,true,true,true,1,LABELED,1,11679,2026-01-21T05:54:17.000Z,0,4,LABELED,1,11679,2026-01-20T13:54:17.000000,true,true,true
2570,2025-07-08T00:00:00.000000,11685,2025-07-14T20:43:27.000000,no_response,4.2,6,2025-12-27T10:32:00.000000,0,true,true,true,true,0,LABELED,0,,,0,0,LABELED,0,,,true,true,true
2571,2026-04-17T00:00:00.000000,11691,2026-04-17T14:10:42.000000,no_response,0.8,4,2026-04-25T09:49:57.000000,0,true,true,true,true,0,LABELED,0,,,0,0,LABELED,0,,,true,true,true
2572,2025-09-02T00:00:00.000000,11697,2025-09-02T15:17:17.000000,no_response,,6,2025-09-13T13:30:00.000000,0,true,true,true,true,0,LABELED,1,11694,2025-09-11T04:37:34.000Z,0,1,LABELED,1,11694,2025-09-10T18:07:34.000000,true,true,true
2573,2025-08-20T00:00:00.000000,11703,2025-08-31T13:47:20.000000,no_response,,4,2026-04-28T11:44:00.000000,0,true,true,true,true,0,LABELED,0,,,0,1,LABELED,0,,,true,true,true
2574,2026-03-09T00:00:00.000000,11706,2026-03-09T07:14:08.000000,no_response,30.9,6,2026-05-28T10:52:00.000000,0,true,true,true,true,0,LABELED,0,,,0,0,LABELED,0,,,true,true,true
2575,2026-03-22T00:00:00.000000,11711,2026-03-31T19:30:10.000000,scheduled_visit,3.8,2,2026-04-03T20:12:19.000000,1,true,true,true,true,1,LABELED,1,11711,2026-03-31T23:18:10.000Z,0,1,LABELED,1,11711,2026-03-31T19:30:10.000000,true,true,true
2576,2026-02-28T00:00:00.000000,11716,2026-03-02T20:12:05.000000,scheduled_visit,5.5,8,2026-04-11T17:33:00.000000,1,true,true,true,true,1,LABELED,1,11716,2026-03-03T01:42:05.000Z,0,2,LABELED,1,11716,2026-03-02T20:12:05.000000,true,true,true
2577,2025-08-29T00:00:00.000000,11721,2025-09-04T13:42:54.000000,no_response,,5,2025-11-22T09:45:00.000000,0,true,true,true,true,0,LABELED,0,,,0,0,LABELED,0,,,true,true,true
2578,2026-02-02T00:00:00.000000,11727,2026-02-02T09:39:50.000000,rejected,10.4,3,2026-05-01T19:05:00.000000,0,true,true,true,true,0,LABELED,0,,,0,0,LABELED,0,,,true,true,true
2579,2025-06-16T00:00:00.000000,11729,2025-06-20T12:39:06.000000,rejected,7.7,4,2026-04-07T10:25:00.000000,0,true,true,true,true,0,AMBIGUOUS,,,,1,0,LABELED,1,11730,2025-06-20T20:22:41.000000,true,true,true
2580,2025-07-25T00:00:00.000000,11732,2025-08-07T17:43:00.000000,scheduled_visit,,1,2025-08-07T17:43:00.000000,1,true,true,true,true,1,AMBIGUOUS,,,,1,0,LABELED,1,11732,2025-08-07T17:43:00.000000,true,true,true
2581,2026-06-23T00:00:00.000000,11736,2026-06-23T11:27:36.000000,accepted,,4,2026-07-05T17:42:19.000000,0,true,true,false,true,0,CENSORED,,,,0,0,CENSORED,,,,false,false,false
2582,2026-06-12T00:00:00.000000,11738,2026-06-13T13:28:40.000000,no_response,12.4,7,2026-06-25T15:17:43.000000,0,true,true,true,true,0,LABELED,1,11743,2026-06-14T13:44:11.000Z,1,2,CENSORED,,,,false,false,false
2583,2025-05-29T00:00:00.000000,11744,2025-06-06T09:11:57.000000,rejected,1.2,2,2025-06-08T17:29:25.000000,0,true,true,true,true,0,LABELED,0,,,0,0,LABELED,0,,,true,true,true
2584,2025-06-08T00:00:00.000000,11747,2025-06-14T17:53:27.000000,rejected,6.7,3,2025-12-20T10:04:00.000000,0,true,true,true,true,0,LABELED,1,11748,2025-06-18T09:03:13.000Z,0,1,LABELED,1,11748,2025-06-17T15:03:13.000000,true,true,true
2585,2025-04-19T00:00:00.000000,11753,2025-04-19T07:38:00.000000,scheduled_visit,1.6,6,2026-06-13T08:59:00.000000,1,true,true,true,true,1,LABELED,1,11753,2025-04-19T09:14:00.000Z,0,1,LABELED,1,11753,2025-04-19T07:38:00.000000,true,true,true
2586,2025-07-30T00:00:00.000000,11757,2025-09-24T15:05:00.000000,accepted,28.8,4,2026-04-12T17:11:00.000000,0,true,true,true,true,0,LABELED,0,,,0,1,LABELED,0,,,true,true,true
2587,2025-11-17T00:00:00.000000,11764,2025-11-17T17:03:12.000000,no_response,7.6,6,2025-11-28T11:08:48.000000,0,true,true,true,true,0,LABELED,1,11763,2025-11-23T11:34:33.000Z,0,2,LABELED,1,11763,2025-11-23T08:40:33.000000,true,true,true
2588,2026-04-14T00:00:00.000000,11765,2026-04-17T09:14:09.000000,accepted,9.4,5,2026-04-25T13:54:57.000000,0,true,true,true,true,0,LABELED,1,11767,2026-04-18T22:59:44.000Z,0,1,LABELED,1,11767,2026-04-18T07:11:44.000000,true,true,true
2589,2026-02-23T00:00:00.000000,11777,2026-02-24T07:05:29.000000,scheduled_visit,8,8,2026-04-09T18:21:00.000000,1,true,true,true,true,1,LABELED,1,11777,2026-02-24T15:05:29.000Z,0,3,LABELED,1,11777,2026-02-24T07:05:29.000000,true,true,true
2590,2025-12-16T00:00:00.000000,11779,2025-12-20T10:39:36.000000,accepted,36.5,2,2025-12-20T11:08:31.000000,0,true,true,true,true,0,LABELED,0,,,0,0,LABELED,0,,,true,true,true
2591,2025-03-17T00:00:00.000000,11780,2025-05-28T07:15:00.000000,no_response,1.9,1,2025-05-28T07:15:00.000000,0,true,true,true,true,0,LABELED,0,,,0,0,LABELED,0,,,true,true,true
2592,2025-04-01T00:00:00.000000,11781,2025-04-01T09:57:31.000000,accepted,12.6,7,2026-06-01T18:00:00.000000,0,true,true,true,true,0,LABELED,0,,,0,0,LABELED,0,,,true,true,true
2593,2026-03-13T00:00:00.000000,11788,2026-04-12T20:57:00.000000,scheduled_visit,10.1,1,2026-04-12T20:57:00.000000,1,true,true,true,true,1,LABELED,1,11788,2026-04-13T07:03:00.000Z,0,1,LABELED,1,11788,2026-04-12T20:57:00.000000,true,true,true
2594,2026-02-27T00:00:00.000000,11789,2026-02-27T18:14:17.000000,accepted,3.1,4,2026-03-11T18:30:02.000000,0,true,true,true,true,0,LABELED,0,,,0,0,LABELED,0,,,true,true,true
2595,2026-06-15T00:00:00.000000,11793,2026-06-25T08:14:42.000000,no_response,8.4,1,2026-06-25T08:14:42.000000,0,true,true,false,true,0,CENSORED,,,,0,0,CENSORED,,,,false,false,false
2596,2025-05-30T00:00:00.000000,11797,2025-05-30T19:04:04.000000,rejected,4.1,8,2025-10-20T12:22:00.000000,0,true,true,true,true,0,LABELED,0,,,0,0,LABELED,0,,,true,true,true
