spot_id,natural_light,luminaires,charging_ports,security_type,floor_level,elevators,vertical_height_m,parking_spaces,building_status,floor_material,amenities
1590,true,18,5,basic,0,7,,76,good,concrete,[]
1591,true,5,0,cctv,0,1,4.0,18,good,ceramic,"[""lounge"", ""parking""]"
1592,true,0,,full,2,1,2.0,1,good,carpet,"[""lounge"", ""cafeteria""]"
1593,false,24,0,cctv,6,27,0.0,4,new,ceramic,"[""conference_room"", ""meeting_rooms"", ""reception"", ""storage""]"
1594,true,0,0,cctv,16,13,7.2,70,new,wood,[]
1595,false,2,,none,3,2,3.1,8,fair,polished_concrete,[]
1596,false,12,0,cctv,2,1,2.9,5,new,ceramic,"[""reception""]"
1597,true,0,,full,7,2,5.0,1,fair,ceramic,"[""cafeteria"", ""rooftop"", ""security_booth"", ""lounge""]"
1598,true,4,,basic,2,2,0.0,3,good,wood,"[""storage"", ""parking"", ""kitchen""]"
1599,true,0,0,cctv,5,5,3.5,9,fair,concrete,[]
1600,false,0,0,cctv,0,22,,3,fair,wood,"[""parking"", ""gym"", ""security_booth""]"
1601,true,9,,basic,0,0,3.3,2,needs_renovation,ceramic,"[""loading_dock"", ""kitchen""]"
1602,true,21,,cctv,0,0,3.6,16,new,carpet,"[""cafeteria""]"
1603,false,34,,none,3,1,3.3,24,new,polished_concrete,"[""meeting_rooms"", ""reception""]"
1604,false,15,0,cctv,2,0,2.6,4,good,concrete,"[""cafeteria""]"
1605,false,0,0,basic,24,12,9.6,30,fair,concrete,"[""cafeteria""]"
1606,true,31,1,none,0,1,2.3,29,good,concrete,[]
1607,true,0,0,full,16,14,,204,good,concrete,[]
1608,true,6,,cctv,0,15,6.9,127,good,carpet,[]
1609,true,2,0,basic,0,1,2.2,5,good,concrete,"[""storage"", ""lounge"", ""rooftop""]"
1610,true,4,3,none,0,2,3.2,55,fair,concrete,[]
1611,false,12,0,basic,2,4,8.1,42,good,carpet,[]
1612,true,0,0,none,10,6,3.5,7,new,concrete,[]
1613,true,7,0,basic,0,3,8.6,15,good,ceramic,"[""security_booth"", ""loading_dock""]"
1614,true,1,0,basic,0,4,4.4,45,good,concrete,[]
1615,true,11,4,cctv,4,1,2.9,3,fair,polished_concrete,[]
1616,true,0,0,full,29,14,5.1,37,good,ceramic,"[""security_booth"", ""kitchen"", ""gym""]"
1617,true,3,0,basic,0,4,9.8,33,fair,polished_concrete,[]
1618,true,2,0,basic,0,1,2.5,8,good,,"[""rooftop"", ""cafeteria"", ""conference_room""]"
1619,true,19,0,basic,1,6,3.9,42,fair,concrete,"[""lounge"", ""gym"", ""meeting_rooms"", ""reception""]"
1620,true,4,,cctv,0,1,5.7,3,good,concrete,"[""meeting_rooms"", ""parking"", ""rooftop"", ""kitchen""]"
1621,false,0,0,cctv,1,1,3.7,16,good,concrete,"[""storage""]"
1622,true,27,0,cctv,2,2,2.8,13,fair,polished_concrete,"[""reception"", ""conference_room"", ""lounge"", ""kitchen""]"
1623,true,5,,basic,26,16,6.5,70,good,ceramic,[]
1624,true,0,0,basic,4,14,,133,good,concrete,"[""kitchen"", ""rooftop""]"
1625,false,5,20,basic,0,9,0.0,2,good,concrete,"[""cafeteria"", ""security_booth""]"
1626,true,40,0,none,2,1,3.1,5,good,concrete,"[""rooftop"", ""kitchen""]"
1627,false,0,0,full,0,0,3.7,18,new,ceramic,"[""rooftop"", ""loading_dock""]"
1628,false,12,0,none,0,2,,2,needs_renovation,wood,"[""parking""]"
1629,true,5,0,cctv,8,11,,93,fair,concrete,"[""lounge""]"
1630,true,8,0,basic,8,78,6.7,746,good,polished_concrete,"[""parking"", ""lounge"", ""cafeteria"", ""kitchen""]"
1631,true,14,0,full,0,0,2.9,7,good,concrete,"[""kitchen"", ""meeting_rooms""]"
1632,true,0,19,basic,10,5,3.1,41,new,ceramic,[]
1633,true,10,0,cctv,0,0,4.0,2,good,concrete,"[""lounge"", ""conference_room"", ""rooftop"", ""meeting_rooms""]"
1634,true,18,,cctv,0,2,2.3,11,good,concrete,[]
1635,true,11,0,full,4,2,3.5,5,fair,polished_concrete,"[""cafeteria"", ""meeting_rooms"", ""security_booth"", ""gym""]"
1636,false,0,0,full,0,2,3.3,60,new,carpet,"[""gym"", ""loading_dock""]"
1637,false,0,,full,0,10,7.6,95,good,concrete,"[""security_booth""]"
1638,true,0,3,basic,3,3,2.5,2,fair,wood,"[""cafeteria"", ""reception"", ""loading_dock"", ""parking""]"
1639,true,23,4,full,0,1,2.7,14,good,concrete,"[""gym""]"
1640,true,15,2,basic,6,12,8.1,66,fair,concrete,"[""cafeteria"", ""gym"", ""meeting_rooms""]"
1641,true,2,4,basic,0,0,3.4,17,fair,concrete,"[""storage"", ""gym"", ""kitchen""]"
1642,false,5,0,cctv,0,3,4.7,38,new,wood,"[""meeting_rooms"", ""parking""]"
1643,false,13,0,basic,0,0,3.6,5,fair,concrete,[]
1644,true,15,0,cctv,0,2,3.7,18,fair,polished_concrete,"[""conference_room"", ""security_booth"", ""kitchen"", ""rooftop""]"
1645,false,1,0,cctv,0,1,6.1,5,good,carpet,[]
1646,true,6,0,full,5,5,2.7,59,good,carpet,[]
1647,true,8,0,basic,8,5,,3,new,carpet,"[""storage"", ""reception"", ""security_booth""]"
1648,true,0,,full,28,9,3.3,4,good,polished_concrete,[]
1649,true,6,0,basic,1,6,10.8,53,new,carpet,[]
1650,true,3,4,cctv,0,2,2.8,21,good,ceramic,"[""kitchen"", ""reception""]"
1651,false,1,0,none,0,2,4.2,1,fair,,[]
1652,false,3,0,full,0,4,3.9,99,fair,concrete,[]
1653,true,0,20,cctv,0,0,2.7,7,good,concrete,[]
1654,true,8,0,full,14,27,7.2,203,good,ceramic,"[""loading_dock""]"
1655,true,0,0,cctv,0,1,,0,good,ceramic,"[""parking""]"
1656,false,4,0,full,1,16,3.6,234,good,,[]
1657,true,8,0,basic,6,2,,5,good,polished_concrete,"[""rooftop"", ""parking"", ""conference_room"", ""security_booth""]"
1658,false,0,0,basic,6,3,2.7,11,needs_renovation,ceramic,"[""reception"", ""kitchen"", ""meeting_rooms"", ""lounge""]"
1659,true,5,,basic,2,15,0.0,2,fair,concrete,[]
1660,true,1,0,cctv,2,1,4.4,2,new,ceramic,[]
1661,true,4,2,none,0,2,,34,good,polished_concrete,"[""gym""]"
1662,true,0,0,full,10,4,3.6,6,good,concrete,"[""cafeteria""]"
1663,true,0,0,full,0,1,3.6,4,good,,"[""conference_room""]"
1664,true,0,,cctv,0,8,,1,new,carpet,[]
1665,false,4,0,basic,0,4,,2,good,ceramic,"[""conference_room""]"
1666,true,0,0,basic,1,3,3.0,6,good,carpet,"[""security_booth"", ""meeting_rooms"", ""storage""]"
1667,false,34,0,none,0,1,,5,fair,ceramic,"[""security_booth"", ""parking"", ""lounge"", ""meeting_rooms""]"
1668,true,11,0,full,0,1,,2,good,ceramic,"[""conference_room"", ""loading_dock"", ""security_booth""]"
1669,true,0,0,basic,5,11,0.0,6,good,polished_concrete,"[""loading_dock"", ""storage""]"
1670,true,0,1,basic,2,1,4.9,5,new,wood,"[""conference_room"", ""gym"", ""loading_dock""]"
1671,false,5,3,full,0,2,3.3,67,needs_renovation,ceramic,[]
1672,false,0,0,cctv,10,32,0.0,1,good,concrete,"[""loading_dock"", ""security_booth""]"
1673,true,3,4,cctv,0,15,0.0,4,good,carpet,[]
1674,true,12,,full,0,6,7.1,23,fair,polished_concrete,[]
1675,true,0,0,cctv,0,0,3.1,21,good,ceramic,"[""rooftop"", ""reception"", ""loading_dock""]"
1676,false,6,0,none,10,9,0.0,0,new,concrete,"[""conference_room"", ""gym""]"
1677,true,0,,cctv,0,1,3.2,2,good,concrete,[]
1678,true,0,,basic,15,5,3.7,3,good,polished_concrete,[]
1679,false,1,0,basic,0,5,6.5,60,good,concrete,"[""kitchen"", ""storage"", ""loading_dock""]"
1680,true,14,0,basic,0,1,3.1,5,new,polished_concrete,[]
1681,true,4,0,full,0,10,9.5,77,fair,polished_concrete,"[""cafeteria"", ""loading_dock""]"
1682,false,8,0,cctv,0,9,0.0,1,fair,concrete,"[""gym""]"
1683,true,0,0,cctv,0,2,0.0,0,fair,polished_concrete,"[""rooftop"", ""kitchen""]"
1684,true,10,,cctv,0,15,6.5,135,good,ceramic,"[""meeting_rooms""]"
1685,false,0,0,cctv,3,11,0.0,0,good,ceramic,"[""rooftop""]"
1686,true,6,,basic,0,2,2.4,55,good,ceramic,[]
1687,true,0,0,basic,0,1,3.1,3,new,concrete,"[""meeting_rooms"", ""security_booth""]"
1688,true,3,0,basic,0,4,9.4,41,new,wood,"[""conference_room"", ""loading_dock""]"
1689,true,0,0,full,0,42,0.0,3,good,wood,"[""storage""]"
1690,false,2,0,basic,0,0,3.7,3,good,concrete,"[""loading_dock""]"
1691,true,4,0,cctv,0,3,3.3,44,good,polished_concrete,"[""lounge"", ""gym""]"
1692,false,0,0,basic,3,26,8.1,228,new,polished_concrete,[]
1693,false,11,,basic,0,18,0.0,0,new,ceramic,"[""conference_room""]"
1694,false,14,,cctv,3,5,8.6,21,new,ceramic,[]
1695,false,12,0,basic,3,3,6.4,21,new,concrete,"[""gym"", ""loading_dock""]"
1696,true,0,0,none,3,7,,62,needs_renovation,carpet,"[""loading_dock"", ""gym""]"
1697,false,3,0,none,0,24,0.0,0,fair,ceramic,[]
1698,true,5,,cctv,8,121,0.0,2,new,concrete,[]
1699,false,0,0,none,0,0,2.8,23,good,concrete,[]
1700,true,0,0,cctv,0,0,3.1,4,fair,concrete,"[""cafeteria""]"
1701,true,0,0,basic,0,2,3.0,58,new,ceramic,"[""meeting_rooms""]"
1702,true,0,0,cctv,5,4,4.2,39,good,polished_concrete,[]
1703,false,10,,cctv,0,4,,6,fair,ceramic,"[""parking"", ""loading_dock"", ""conference_room"", ""storage""]"
1704,true,4,1,basic,4,3,3.9,11,new,concrete,"[""rooftop"", ""lounge"", ""meeting_rooms"", ""parking""]"
1705,true,0,0,full,0,1,,14,good,ceramic,"[""storage"", ""meeting_rooms""]"
1706,true,0,0,full,0,1,7.2,8,new,ceramic,"[""lounge"", ""cafeteria""]"
1707,false,5,0,basic,0,11,,1,new,ceramic,[]
1708,true,5,,cctv,1,3,3.4,10,fair,polished_concrete,"[""lounge""]"
1709,true,6,0,none,8,2,3.4,2,good,concrete,[]
1710,false,6,2,basic,12,15,6.6,92,fair,concrete,"[""conference_room""]"
1711,true,2,0,none,9,3,3.3,18,new,carpet,"[""security_booth"", ""rooftop"", ""kitchen""]"
1712,false,3,0,basic,2,14,8.3,90,new,wood,"[""parking"", ""conference_room"", ""storage"", ""gym""]"
1713,false,0,0,basic,0,16,0.0,4,new,polished_concrete,"[""loading_dock"", ""reception"", ""cafeteria"", ""meeting_rooms""]"
1714,false,0,0,none,2,1,2.7,24,new,ceramic,[]
1715,true,1,0,basic,0,8,,88,needs_renovation,ceramic,"[""reception"", ""rooftop"", ""kitchen""]"
1716,true,5,3,cctv,0,9,0.0,2,good,ceramic,[]
1717,true,0,0,cctv,4,1,3.8,0,good,polished_concrete,"[""security_booth"", ""conference_room"", ""cafeteria"", ""meeting_rooms""]"
1718,true,1,16,basic,0,19,,367,new,concrete,"[""cafeteria"", ""parking"", ""kitchen""]"
1719,true,15,0,basic,7,21,7.0,178,good,concrete,[]
1720,true,7,,cctv,3,2,4.3,38,fair,concrete,"[""cafeteria"", ""storage"", ""kitchen"", ""reception""]"
1721,true,14,0,basic,0,18,0.0,2,good,,"[""conference_room""]"
1722,true,4,,full,0,2,3.5,40,fair,concrete,"[""rooftop""]"
1723,false,0,0,cctv,14,10,10.7,58,new,polished_concrete,[]
1724,true,11,2,basic,6,4,3.2,27,good,ceramic,"[""reception"", ""lounge""]"
1725,true,0,,none,1,4,4.4,5,fair,polished_concrete,[]
1726,false,0,,basic,12,9,2.7,55,good,polished_concrete,"[""security_booth"", ""meeting_rooms"", ""lounge"", ""reception""]"
1727,true,0,0,basic,0,0,3.9,13,fair,,"[""parking"", ""rooftop""]"
1728,false,0,0,basic,3,2,3.0,7,new,,"[""cafeteria"", ""meeting_rooms"", ""gym""]"
1729,false,1,,basic,0,8,6.4,81,fair,concrete,"[""meeting_rooms""]"
1730,true,0,0,cctv,3,18,0.0,0,new,ceramic,[]
1731,true,0,20,cctv,0,1,,34,good,concrete,[]
1732,true,0,,basic,2,14,5.4,135,new,polished_concrete,[]
1733,false,1,,cctv,6,36,,334,fair,concrete,"[""security_booth"", ""parking"", ""kitchen"", ""storage""]"
1734,false,20,0,none,1,5,0.0,1,good,polished_concrete,"[""meeting_rooms""]"
1735,true,0,0,basic,1,8,6.6,73,new,carpet,[]
1736,true,8,0,basic,0,0,4.7,6,good,ceramic,[]
1737,true,4,5,none,0,3,4.0,1,good,ceramic,"[""lounge"", ""kitchen""]"
1738,true,0,0,cctv,0,2,3.2,28,new,wood,"[""conference_room"", ""lounge""]"
1739,true,0,0,full,7,12,0.0,2,new,,"[""gym"", ""meeting_rooms"", ""conference_room""]"
1740,false,4,0,cctv,0,1,3.4,34,new,polished_concrete,[]
1741,true,4,0,none,6,19,7.9,157,new,concrete,"[""storage"", ""cafeteria"", ""kitchen"", ""meeting_rooms""]"
1742,true,0,3,cctv,0,4,,34,good,concrete,"[""meeting_rooms"", ""storage"", ""rooftop"", ""security_booth""]"
1743,true,5,,cctv,1,8,3.7,154,good,carpet,"[""parking"", ""loading_dock"", ""lounge""]"
1744,true,2,5,full,22,8,3.7,2,new,concrete,[]
1745,true,0,0,basic,0,0,,2,new,polished_concrete,"[""lounge"", ""rooftop"", ""cafeteria"", ""parking""]"
1746,true,5,,none,0,2,3.2,4,good,wood,[]
1747,true,13,19,none,11,7,7.1,32,new,concrete,"[""storage""]"
1748,false,14,0,full,0,4,2.4,9,good,ceramic,"[""loading_dock"", ""meeting_rooms""]"
1749,true,1,0,basic,0,25,0.0,2,good,polished_concrete,[]
1750,true,0,,none,3,9,0.0,2,good,,"[""loading_dock"", ""cafeteria"", ""meeting_rooms""]"
1751,true,0,0,basic,0,3,4.1,7,fair,concrete,"[""kitchen"", ""security_booth"", ""reception""]"
1752,true,5,,basic,2,3,6.4,12,fair,wood,[]
1753,true,10,0,cctv,0,1,2.8,17,good,wood,"[""loading_dock"", ""security_booth"", ""parking""]"
1754,true,3,0,cctv,0,0,4.7,5,good,,"[""conference_room"", ""reception"", ""security_booth""]"
1755,false,0,,none,0,2,2.6,19,needs_renovation,ceramic,"[""conference_room"", ""lounge"", ""storage"", ""rooftop""]"
1756,false,14,0,basic,0,1,3.8,1,fair,polished_concrete,[]
1757,true,0,0,full,2,6,8.1,37,new,concrete,[]
1758,false,0,0,basic,4,8,9.6,62,fair,polished_concrete,"[""meeting_rooms"", ""lounge"", ""loading_dock""]"
1759,true,0,,full,0,3,4.4,10,new,ceramic,"[""storage"", ""lounge"", ""reception""]"
1760,false,11,0,none,0,47,4.6,462,needs_renovation,,"[""security_booth""]"
1761,true,4,13,basic,0,0,2.9,19,fair,wood,"[""gym"", ""meeting_rooms""]"
1762,true,0,0,basic,3,25,0.0,3,fair,polished_concrete,[]
1763,true,4,2,full,9,7,2.7,27,fair,ceramic,[]
1764,true,1,0,full,0,2,,3,good,polished_concrete,"[""loading_dock""]"
1765,false,1,3,full,1,9,9.3,70,needs_renovation,concrete,[]
1766,true,0,0,basic,23,8,3.8,2,new,ceramic,"[""reception"", ""meeting_rooms"", ""security_booth""]"
1767,true,3,0,cctv,2,5,5.5,76,needs_renovation,ceramic,[]
1768,false,0,1,basic,0,12,,113,new,concrete,[]
1769,true,13,0,basic,0,2,,16,good,ceramic,"[""security_booth""]"
1770,true,2,0,cctv,1,1,,2,good,concrete,"[""kitchen"", ""loading_dock"", ""cafeteria"", ""lounge""]"
1771,true,11,,cctv,3,3,2.7,2,new,concrete,"[""gym"", ""lounge"", ""loading_dock""]"
1772,false,4,,none,0,7,,80,new,concrete,[]
1773,true,6,0,none,0,7,,2,good,concrete,"[""cafeteria"", ""storage"", ""kitchen"", ""conference_room""]"
1774,false,10,0,full,4,2,2.5,11,good,concrete,"[""storage""]"
1775,true,38,0,cctv,9,4,2.4,5,new,ceramic,[]
1776,true,8,0,cctv,3,6,,39,fair,ceramic,[]
1777,false,1,5,cctv,6,3,4.1,12,good,concrete,"[""meeting_rooms"", ""storage""]"
1778,true,40,5,basic,0,0,3.2,22,fair,polished_concrete,[]
1779,false,23,2,basic,0,6,6.1,20,fair,concrete,"[""parking"", ""gym""]"
1780,false,1,0,basic,0,5,7.2,61,new,concrete,"[""security_booth"", ""storage""]"
1781,true,10,0,basic,7,2,,3,new,,"[""meeting_rooms"", ""loading_dock"", ""storage""]"
1782,false,6,0,cctv,0,2,4.4,10,new,ceramic,[]
1783,true,28,,cctv,0,6,8.9,50,fair,ceramic,"[""reception"", ""rooftop""]"
1784,true,0,,cctv,0,4,,2,good,concrete,"[""lounge"", ""parking"", ""reception""]"
1785,false,4,,basic,0,1,3.4,3,needs_renovation,ceramic,"[""kitchen"", ""parking""]"
1786,true,0,7,cctv,0,1,3.0,10,needs_renovation,ceramic,"[""meeting_rooms"", ""conference_room"", ""loading_dock""]"
1787,false,4,0,cctv,0,13,8.0,106,good,,[]
1788,true,4,,cctv,0,5,5.6,36,new,carpet,[]
1789,true,11,0,basic,25,22,,152,new,concrete,"[""conference_room""]"
1790,true,8,,basic,1,1,,5,good,wood,"[""cafeteria"", ""gym"", ""storage""]"
1791,true,2,0,cctv,3,2,3.3,7,needs_renovation,ceramic,"[""rooftop"", ""gym"", ""kitchen"", ""reception""]"
1792,false,0,0,full,0,4,8.8,48,new,polished_concrete,"[""parking"", ""reception"", ""kitchen""]"
1793,true,0,1,cctv,0,4,3.0,28,new,polished_concrete,"[""rooftop"", ""lounge""]"
1794,true,30,0,full,1,5,,78,fair,ceramic,[]
1795,true,30,,basic,3,3,3.2,13,fair,concrete,"[""security_booth"", ""loading_dock""]"
1796,true,23,,cctv,1,19,7.9,155,fair,polished_concrete,"[""lounge"", ""storage"", ""reception"", ""meeting_rooms""]"
1797,true,14,0,full,0,44,0.0,1,good,wood,"[""reception"", ""conference_room"", ""lounge"", ""rooftop""]"
1798,true,3,0,none,0,0,7.6,9,good,wood,"[""lounge"", ""parking"", ""cafeteria"", ""gym""]"
1799,true,3,0,cctv,1,1,10.1,7,fair,ceramic,"[""lounge"", ""rooftop""]"
1800,true,0,0,basic,3,2,3.5,3,good,ceramic,"[""reception""]"
1801,true,0,0,basic,3,2,2.5,21,new,concrete,[]
1802,true,19,12,none,0,2,3.1,31,good,,"[""parking"", ""kitchen""]"
1803,true,0,10,basic,0,2,4.0,7,good,carpet,"[""lounge""]"
1804,false,17,0,basic,8,2,2.9,9,fair,concrete,"[""parking"", ""security_booth"", ""cafeteria""]"
1805,true,0,0,full,2,8,9.2,83,needs_renovation,polished_concrete,[]
1806,false,8,,basic,3,9,7.7,34,fair,ceramic,[]
1807,false,0,0,none,0,21,7.8,214,good,wood,"[""gym"", ""lounge""]"
1808,false,0,,basic,0,13,,129,fair,concrete,[]
1809,false,4,4,cctv,30,14,,91,good,concrete,"[""meeting_rooms"", ""conference_room""]"
1810,true,0,0,basic,0,85,0.0,2,needs_renovation,ceramic,"[""rooftop"", ""loading_dock"", ""lounge""]"
1811,false,0,0,cctv,0,7,,78,fair,polished_concrete,[]
1812,true,31,0,full,0,2,3.0,55,new,,[]
1813,true,4,,basic,0,3,3.5,4,fair,wood,[]
1814,false,8,0,cctv,0,8,9.1,76,good,ceramic,"[""parking"", ""loading_dock"", ""conference_room"", ""kitchen""]"
1815,true,1,0,none,0,30,0.0,2,good,concrete,"[""meeting_rooms"", ""kitchen"", ""lounge"", ""parking""]"
1816,false,0,,none,0,42,11.1,413,good,concrete,"[""conference_room"", ""gym"", ""parking""]"
1817,true,1,4,full,3,4,3.2,30,good,polished_concrete,[]
1818,true,0,0,cctv,0,1,2.6,14,good,concrete,"[""loading_dock"", ""lounge"", ""reception"", ""conference_room""]"
1819,true,4,5,cctv,0,0,2.7,12,new,polished_concrete,"[""reception""]"
1820,false,0,2,full,0,3,3.9,78,good,concrete,"[""storage"", ""rooftop"", ""conference_room""]"
1821,false,5,0,basic,25,15,8.0,48,good,polished_concrete,"[""kitchen"", ""loading_dock"", ""lounge"", ""reception""]"
1822,false,2,,none,0,0,3.2,17,fair,polished_concrete,"[""gym"", ""reception""]"
1823,true,0,10,basic,0,0,2.2,8,fair,ceramic,[]
1824,false,0,4,none,16,19,0.0,2,new,concrete,"[""lounge"", ""storage"", ""gym""]"
1825,true,0,0,basic,7,4,3.4,2,good,concrete,"[""parking""]"
1826,false,2,,full,0,0,3.5,9,fair,polished_concrete,"[""gym"", ""loading_dock"", ""lounge""]"
1827,true,0,0,cctv,3,5,0.0,1,new,polished_concrete,"[""loading_dock"", ""meeting_rooms"", ""gym"", ""storage""]"
1828,true,3,0,none,16,11,8.2,54,fair,,"[""lounge""]"
1829,true,5,,basic,0,1,2.9,7,needs_renovation,carpet,"[""security_booth"", ""conference_room"", ""rooftop"", ""meeting_rooms""]"
1830,true,4,0,basic,0,1,3.2,11,good,carpet,"[""conference_room"", ""parking"", ""rooftop""]"
1831,true,0,,none,0,7,0.0,1,good,polished_concrete,[]
1832,true,7,0,cctv,0,7,0.0,1,fair,wood,"[""reception"", ""parking""]"
1833,true,0,0,cctv,0,0,,13,good,polished_concrete,"[""cafeteria""]"
1834,true,0,5,basic,0,3,0.0,5,needs_renovation,ceramic,"[""rooftop""]"
1835,true,29,0,cctv,0,3,3.4,4,good,ceramic,"[""rooftop"", ""reception""]"
1836,false,5,0,cctv,1,0,5.9,13,new,concrete,"[""reception"", ""parking"", ""gym"", ""storage""]"
1837,true,2,0,basic,7,15,0.0,2,good,wood,[]
1838,false,15,,full,0,0,3.0,9,needs_renovation,ceramic,"[""lounge""]"
1839,true,0,0,basic,0,1,,12,good,wood,"[""security_booth"", ""storage"", ""loading_dock""]"
1840,true,0,,cctv,0,2,3.9,4,good,,[]
1841,true,20,0,basic,0,1,2.6,11,fair,concrete,[]
1842,false,9,8,full,7,3,3.6,5,good,polished_concrete,"[""kitchen"", ""rooftop"", ""conference_room""]"
1843,true,21,0,basic,0,1,3.7,6,good,ceramic,"[""meeting_rooms"", ""security_booth"", ""parking"", ""rooftop""]"
1844,false,0,,basic,4,7,7.9,53,new,ceramic,"[""loading_dock"", ""kitchen"", ""rooftop""]"
1845,false,0,0,full,0,1,2.6,12,fair,wood,[]
1846,false,13,0,basic,2,9,,64,needs_renovation,wood,[]
1847,true,0,,basic,0,2,,3,new,,"[""meeting_rooms"", ""loading_dock"", ""security_booth"", ""gym""]"
1848,true,14,0,none,0,0,,3,new,ceramic,"[""gym"", ""security_booth"", ""reception""]"
1849,true,13,0,none,0,1,2.8,14,new,ceramic,[]
1850,true,0,,full,2,1,3.3,23,needs_renovation,concrete,"[""kitchen"", ""conference_room""]"
1851,false,40,0,none,0,9,8.4,96,good,concrete,"[""conference_room""]"
1852,false,1,,cctv,3,9,7.5,77,fair,,"[""gym"", ""parking""]"
1853,true,1,14,basic,0,1,2.9,24,good,polished_concrete,[]
1854,true,0,4,basic,0,2,0.0,2,good,ceramic,[]
1855,true,0,0,full,3,2,2.1,24,good,polished_concrete,"[""storage""]"
1856,true,0,,basic,0,0,,4,good,,"[""storage"", ""cafeteria""]"
1857,true,0,,cctv,0,1,2.9,6,good,ceramic,"[""conference_room"", ""cafeteria"", ""rooftop""]"
1858,false,15,0,full,2,2,6.2,17,new,ceramic,[]
1859,false,0,0,basic,0,2,6.5,14,new,ceramic,"[""meeting_rooms""]"
1860,true,0,,cctv,0,49,8.9,490,good,concrete,[]
1861,true,2,0,cctv,8,32,8.7,303,needs_renovation,polished_concrete,"[""gym"", ""reception""]"
1862,true,3,0,cctv,0,12,0.0,1,new,ceramic,"[""security_booth"", ""meeting_rooms""]"
1863,true,5,,full,1,14,6.2,143,new,ceramic,[]
1864,true,0,0,full,0,6,7.9,48,fair,wood,"[""conference_room""]"
1865,false,9,0,cctv,27,10,,4,fair,concrete,[]
1866,true,4,0,none,1,6,0.0,3,good,polished_concrete,[]
1867,true,0,1,basic,0,3,8.8,22,fair,carpet,"[""storage""]"
1868,true,1,0,cctv,3,5,9.1,37,good,concrete,[]
1869,true,11,,basic,1,6,6.0,32,good,ceramic,[]
1870,true,31,0,cctv,0,5,6.1,45,fair,polished_concrete,"[""conference_room""]"
1871,true,0,,basic,2,1,5.2,7,new,,"[""rooftop""]"
1872,true,9,4,full,0,2,4.2,4,good,polished_concrete,[]
1873,false,1,,cctv,6,3,,5,good,ceramic,"[""storage"", ""meeting_rooms"", ""security_booth"", ""conference_room""]"
1874,true,0,0,basic,23,8,4.7,13,fair,wood,[]
1875,false,0,0,basic,5,5,9.8,28,new,concrete,"[""security_booth"", ""storage"", ""reception""]"
1876,false,0,0,full,1,11,,3,good,polished_concrete,"[""security_booth""]"
1877,true,5,0,basic,5,4,8.9,7,fair,carpet,[]
1878,true,15,,cctv,0,0,,5,fair,ceramic,"[""cafeteria"", ""reception""]"
1879,false,15,3,cctv,2,46,0.0,1,good,carpet,[]
1880,true,8,,full,0,10,,5,needs_renovation,concrete,[]
1881,true,6,0,basic,0,2,4.5,6,good,concrete,[]
1882,true,13,0,none,30,27,0.0,1,good,ceramic,"[""lounge"", ""parking""]"
1883,true,1,0,full,0,3,2.7,69,fair,concrete,"[""meeting_rooms""]"
1884,false,0,0,basic,9,6,7.7,23,good,concrete,"[""parking"", ""rooftop"", ""cafeteria""]"
1885,true,7,0,cctv,1,4,2.7,36,fair,concrete,"[""security_booth""]"
1886,true,1,,cctv,0,0,9.8,11,good,polished_concrete,[]
1887,false,2,0,cctv,0,4,4.5,48,new,concrete,[]
1888,true,0,7,basic,0,1,2.8,6,new,,[]
1889,true,0,0,full,0,0,2.2,8,good,ceramic,[]
1890,true,5,,basic,0,1,2.8,6,fair,polished_concrete,"[""conference_room""]"
1891,true,15,0,cctv,2,2,2.0,11,good,polished_concrete,"[""rooftop"", ""meeting_rooms""]"
1892,true,0,0,none,0,1,5.2,7,good,polished_concrete,[]
1893,true,0,0,none,20,14,8.6,48,new,concrete,"[""gym"", ""reception""]"
1894,false,0,0,basic,6,36,9.1,351,fair,wood,"[""loading_dock"", ""security_booth""]"
1895,true,12,0,cctv,0,1,,49,new,ceramic,"[""conference_room"", ""kitchen"", ""meeting_rooms""]"
1896,true,0,12,none,0,4,0.0,2,good,concrete,"[""parking""]"
1897,true,0,0,full,0,3,,1,good,concrete,[]
1898,true,0,4,cctv,3,12,,4,fair,,[]
1899,false,0,0,cctv,0,15,0.0,2,fair,polished_concrete,"[""security_booth"", ""conference_room""]"
1900,true,0,2,cctv,0,4,8.1,35,good,carpet,[]
1901,false,2,3,basic,0,0,,9,new,ceramic,[]
1902,false,5,0,basic,1,2,5.4,7,good,concrete,[]
1903,false,12,0,basic,0,20,10.3,188,new,ceramic,"[""parking"", ""reception"", ""rooftop"", ""gym""]"
1904,false,8,0,cctv,0,5,5.6,25,good,polished_concrete,"[""loading_dock"", ""rooftop""]"
1905,true,1,0,basic,1,2,4.3,4,good,concrete,"[""rooftop"", ""reception"", ""conference_room""]"
1906,false,36,,basic,9,5,3.9,4,good,ceramic,[]
1907,false,0,0,none,19,8,6.2,10,needs_renovation,wood,"[""conference_room"", ""parking"", ""meeting_rooms""]"
1908,false,16,0,basic,1,0,3.4,7,needs_renovation,ceramic,"[""kitchen"", ""lounge"", ""rooftop""]"
1909,false,4,0,basic,1,2,0.0,1,good,ceramic,"[""loading_dock"", ""storage""]"
1910,true,0,0,none,6,58,0.0,3,fair,concrete,"[""loading_dock""]"
1911,true,3,,basic,3,1,,2,fair,ceramic,[]
1912,false,8,0,full,0,126,0.0,3,good,concrete,[]
