inquiry_id,lead_id,spot_id,inquiry_at,channel,message_length,requested_area_sqm,requested_budget_mxn_rent_monthly,requested_budget_mxn_sale_total,urgency_days,asked_visit,broker_response,broker_response_hours
12386,2724,232,2026-05-11T17:52:00.000000,app,225,263.4,73135.12,,,false,scheduled_visit,2.9
12387,2724,2801,2026-03-05T08:46:42.000000,email,352,232.5,81286.62,,8,false,accepted,
12388,2724,2694,2026-03-15T10:38:36.000000,whatsapp,288,227.2,98235.38,,24,false,rejected,
12389,2724,512,2026-03-05T07:15:13.000000,whatsapp,93,174.9,83758.16,,109,true,accepted,39.5
12390,2724,1281,2026-03-03T17:37:30.000000,whatsapp,300,272.4,90231.61,,320,false,accepted,3.9
12391,2725,1913,2026-03-28T11:34:16.000000,phone,280,630.2,176006.26,34398559.49,,false,rejected,
12392,2726,2257,2026-03-15T17:19:00.000000,whatsapp,184,713.5,,20808467.81,25,true,accepted,0.5
12393,2727,2498,2026-02-05T09:43:50.000000,app,171,16090.6,47105.94,,24,true,scheduled_visit,0.8
12394,2727,1366,2026-02-03T15:17:46.000000,web,284,4949.6,40329.86,,,false,rejected,
12395,2727,2606,2026-04-21T16:57:00.000000,whatsapp,166,568.0,37182.92,,169,false,no_response,7.5
12396,2727,1594,2026-06-19T10:11:00.000000,whatsapp,111,1011.1,52578.07,,31,false,scheduled_visit,1.6
12397,2727,206,2026-02-01T12:21:37.000000,app,132,300.2,40049.38,,172,false,rejected,5.2
12398,2728,209,2026-01-02T13:03:11.000000,app,327,121.0,30910.76,4096612.65,150,false,no_response,1.7
12399,2728,755,2025-12-26T16:52:07.000000,app,139,513.6,23089.03,4788740.7,43,false,rejected,0.5
12400,2728,817,2025-12-25T19:51:31.000000,email,178,493.7,25783.38,4382248.34,,true,accepted,30.8
12401,2728,2042,2026-01-05T15:35:34.000000,whatsapp,143,2707.5,27448.22,5308351.07,,false,rejected,2.2
12402,2728,2894,2025-12-27T15:18:00.000000,web,111,479.1,26075.23,4012551.41,,false,accepted,
12403,2729,2618,2025-12-13T14:57:46.000000,app,298,2000.1,118637.38,,,false,accepted,5.2
12404,2729,2656,2025-12-03T13:49:28.000000,phone,145,746.0,100419.73,,,true,accepted,11.3
12405,2729,336,2026-05-17T12:07:00.000000,app,397,2901.1,111129.46,,22,false,accepted,0.5
12406,2729,1181,2025-12-07T19:45:25.000000,whatsapp,165,3271.7,123269.36,,,true,no_response,14.2
12407,2729,2800,2026-06-14T20:48:00.000000,phone,300,417.5,89950.67,,177,false,rejected,0.7
12408,2729,1204,2026-03-29T18:03:00.000000,app,520,5409.4,91184.2,,9,false,accepted,22.9
12409,2729,1009,2025-11-30T08:31:14.000000,web,146,2724.5,92292.38,,134,false,scheduled_visit,9.0
12410,2730,2876,2025-12-26T08:25:00.000000,app,330,889.0,,59263571.14,,false,no_response,
12411,2730,1150,2025-12-14T11:08:41.000000,app,291,150.0,,61733592.5,105,false,rejected,0.8
12412,2730,1078,2025-12-18T13:49:47.000000,whatsapp,142,3964.7,,53937340.89,63,true,accepted,45.2
12413,2730,116,2025-12-20T11:41:27.000000,app,174,256.0,,62297774.96,15,true,no_response,20.4
12414,2730,2422,2025-12-19T19:13:27.000000,web,552,528.0,,65079239.24,281,false,accepted,13.6
12415,2730,2418,2025-12-21T16:21:40.000000,whatsapp,301,598.0,,67716483.88,10,false,rejected,29.5
12416,2731,1491,2026-02-05T16:16:51.000000,web,195,912.0,465385.95,,,false,scheduled_visit,
12417,2731,672,2026-02-09T13:22:50.000000,web,158,1525.4,644311.0,,,false,accepted,
12418,2731,1090,2026-02-06T16:42:09.000000,web,125,1097.3,599439.03,,,true,scheduled_visit,
12419,2731,2398,2026-04-22T17:11:00.000000,whatsapp,149,1363.1,495169.01,,86,false,accepted,
12420,2731,709,2026-02-07T18:49:33.000000,whatsapp,217,916.5,580277.59,,,false,rejected,4.8
12421,2731,2353,2026-02-08T10:45:07.000000,whatsapp,170,1516.1,566897.9,,24,false,scheduled_visit,7.0
12422,2732,1032,2026-07-03T20:39:42.000000,app,126,752.2,14198.27,1961846.79,117,true,no_response,7.7
12423,2733,2005,2025-03-08T09:57:25.000000,web,307,412.5,225751.67,,,false,scheduled_visit,0.5
12424,2733,230,2026-01-01T07:35:00.000000,web,293,150.0,225900.05,,,false,accepted,12.6
12425,2733,881,2025-09-26T16:55:00.000000,app,292,132.5,224172.49,,343,true,no_response,12.6
12426,2733,477,2025-10-27T17:45:00.000000,whatsapp,432,272.5,225900.05,,3,false,rejected,7.2
12427,2733,1569,2025-06-19T16:36:00.000000,email,129,100.0,225900.05,,131,true,accepted,12.9
12428,2733,1569,2025-06-19T20:50:00.000000,email,152,100.0,161194.38,,12,false,no_response,8.0
12429,2733,143,2025-03-07T11:25:46.000000,whatsapp,144,429.0,163541.74,,34,false,accepted,27.2
12430,2734,1781,2025-11-18T16:17:13.000000,app,125,150.0,23530.82,,180,false,accepted,2.4
12431,2734,2658,2025-11-16T19:06:53.000000,web,141,287.8,19096.82,,191,false,no_response,0.5
12432,2735,543,2025-07-22T07:59:09.000000,app,223,1321.7,46270.16,7456968.53,,false,accepted,18.2
12433,2735,1824,2025-07-17T07:11:43.000000,email,386,1900.5,55440.79,8917384.76,211,true,accepted,
12434,2735,2303,2025-10-12T15:32:00.000000,whatsapp,129,1500.5,41686.64,8761241.05,87,false,rejected,16.3
12435,2736,1128,2026-03-16T16:44:06.000000,whatsapp,179,10000.5,,9505103.26,,true,accepted,0.7
12436,2736,866,2026-03-11T07:16:42.000000,app,84,1537.1,,6914884.71,68,false,scheduled_visit,26.3
12437,2736,1926,2026-03-17T13:21:26.000000,whatsapp,300,1206.6,,9397851.51,,false,accepted,
12438,2736,680,2026-03-13T20:27:32.000000,app,98,497.0,,8787354.34,332,true,scheduled_visit,1.6
12439,2736,1557,2026-03-18T20:12:05.000000,whatsapp,206,952.6,,8778056.68,83,false,no_response,0.5
12440,2736,2672,2026-03-21T11:28:17.000000,web,254,1168.2,,8498541.12,303,true,scheduled_visit,21.5
12441,2736,2315,2026-03-14T10:04:29.000000,whatsapp,80,572.5,,9252712.46,55,false,accepted,48.4
12442,2736,2886,2026-05-10T19:12:00.000000,app,248,2414.2,,9018433.42,54,false,scheduled_visit,
12443,2737,845,2026-05-28T08:48:00.000000,whatsapp,224,767.5,70515.3,,144,true,accepted,9.1
12444,2737,2027,2025-12-27T15:41:03.000000,web,193,2752.2,68385.37,,83,true,accepted,3.7
12445,2738,1381,2025-11-13T12:31:00.000000,phone,152,219.0,64178.64,,,true,accepted,
12446,2738,1453,2025-11-04T10:06:16.000000,whatsapp,147,368.1,56459.58,,9,false,no_response,8.5
12447,2738,136,2026-01-04T12:45:00.000000,web,410,133.5,58721.4,,50,false,accepted,4.5
12448,2738,259,2025-10-28T10:14:57.000000,phone,325,1242.1,63370.83,,90,true,rejected,83.2
12449,2738,1201,2025-11-03T18:32:59.000000,email,82,364.3,65563.21,,52,true,no_response,61.2
12450,2739,1449,2026-04-23T14:09:00.000000,email,184,270.9,118939.02,,87,false,scheduled_visit,26.2
12451,2739,2829,2026-03-15T07:56:35.000000,app,272,245.4,90790.01,,,false,rejected,35.2
12452,2739,1708,2026-03-23T09:03:39.000000,web,227,255.9,113654.66,,,true,accepted,4.0
12453,2740,100,2025-07-26T14:11:54.000000,web,238,1931.5,96016.24,,84,true,accepted,4.7
12454,2740,229,2025-07-30T11:56:06.000000,phone,212,150.0,131549.41,,,false,accepted,50.2
12455,2740,2449,2025-08-02T17:33:13.000000,email,190,8554.8,124720.03,,34,false,accepted,10.5
12456,2740,690,2025-08-04T17:38:56.000000,web,124,836.5,107448.68,,58,false,accepted,3.3
12457,2740,1231,2026-05-11T16:38:00.000000,web,138,3144.5,105698.58,,,false,rejected,
12458,2740,825,2025-08-14T16:24:00.000000,app,208,702.5,115472.9,,,false,accepted,8.0
12459,2740,2764,2026-02-21T13:16:00.000000,app,497,100.0,101597.96,,,false,scheduled_visit,
12460,2740,302,2026-06-28T19:50:00.000000,app,135,1543.0,121914.47,,27,false,rejected,
12461,2741,579,2025-05-02T16:10:02.000000,app,209,612.2,,18576170.77,18,false,no_response,8.1
12462,2741,2507,2025-12-19T08:51:00.000000,phone,188,689.2,,19017398.33,314,true,no_response,8.9
12463,2741,551,2025-10-24T11:02:00.000000,web,190,4391.8,,13872961.29,,true,accepted,3.0
12464,2741,1704,2026-02-05T20:58:00.000000,whatsapp,234,771.9,,16108601.12,,true,accepted,11.4
12465,2741,2702,2025-11-10T16:35:00.000000,whatsapp,125,671.4,,17852118.32,8,false,accepted,58.1
12466,2741,2888,2025-05-01T15:30:14.000000,app,237,731.6,,19017398.33,9,false,rejected,14.9
12467,2741,2043,2025-05-05T11:25:35.000000,web,91,724.2,,15652676.42,363,false,accepted,2.6
12468,2742,231,2025-12-12T13:36:00.000000,app,325,100.0,119674.77,,51,false,scheduled_visit,6.4
12469,2742,2209,2026-04-13T10:46:00.000000,app,205,487.9,111111.44,,67,true,accepted,9.6
12470,2742,767,2026-01-21T13:39:00.000000,web,237,586.8,144407.92,,188,false,rejected,10.6
12471,2742,2937,2025-09-07T13:43:48.000000,app,176,493.3,158213.71,,56,false,accepted,5.2
12472,2742,633,2025-08-30T16:28:28.000000,web,148,2697.8,146635.2,,272,false,accepted,0.7
12473,2742,2111,2025-09-05T12:50:28.000000,app,176,255.0,158213.71,,,false,rejected,3.3
12474,2742,1981,2026-01-16T12:43:00.000000,whatsapp,151,333.5,126607.49,,77,true,scheduled_visit,11.6
12475,2743,497,2025-07-09T14:20:03.000000,app,163,3364.8,179111.3,119325685.01,,false,accepted,2.8
12476,2743,1432,2025-06-30T10:19:54.000000,web,347,1287.8,150697.59,141322845.78,184,false,accepted,
12477,2743,1623,2025-08-27T08:03:00.000000,web,503,1077.0,163260.89,152564042.32,238,false,scheduled_visit,1.5
12478,2743,986,2026-06-16T09:01:00.000000,email,186,3146.4,159173.1,131028389.0,106,true,no_response,43.3
12479,2743,2549,2026-01-12T16:08:00.000000,email,187,1090.4,168552.36,140403443.96,79,false,accepted,0.5
12480,2743,110,2025-07-26T15:37:00.000000,web,262,5688.3,179111.3,152564042.32,,true,no_response,8.5
12481,2743,177,2025-07-04T15:46:52.000000,email,64,9519.1,163864.86,142358753.03,342,false,accepted,0.5
12482,2744,71,2026-02-28T11:29:31.000000,whatsapp,194,1352.4,,9786056.64,276,false,accepted,
12483,2744,52,2026-04-02T12:28:00.000000,web,232,1406.0,,7679728.84,,false,no_response,4.4
12484,2744,1161,2026-02-23T20:50:18.000000,email,76,5574.1,,10869689.68,,true,rejected,9.2
12485,2744,2749,2026-02-22T20:10:48.000000,phone,188,1404.3,,10869689.68,5,false,rejected,27.7
12486,2744,974,2026-02-28T10:10:00.000000,web,104,2526.8,,10869689.68,48,true,scheduled_visit,6.7
12487,2744,2481,2026-04-12T13:54:00.000000,email,115,1035.5,,10869689.68,26,false,no_response,9.2
12488,2744,1756,2026-03-02T18:02:04.000000,web,110,288.0,,7648941.42,,false,no_response,2.6
12489,2744,2978,2026-02-20T10:48:59.000000,app,213,1531.1,,10869689.68,291,false,scheduled_visit,10.8
12490,2745,1089,2025-11-26T14:50:00.000000,web,313,221.5,68577.36,11421648.97,30,false,no_response,40.8
12491,2745,2412,2026-01-14T12:46:00.000000,app,108,239.7,53586.82,12374790.85,,false,accepted,7.4
12492,2745,2897,2026-06-15T07:46:00.000000,email,99,497.6,69708.87,9781398.76,54,false,rejected,15.4
12493,2745,1155,2025-09-13T18:25:32.000000,whatsapp,186,177.0,69438.05,11284931.88,274,false,accepted,15.7
12494,2745,2028,2025-11-26T11:33:00.000000,web,414,210.9,69708.87,10758278.02,,false,no_response,19.1
12495,2745,1865,2025-12-20T14:54:00.000000,email,114,186.0,61479.52,13480329.46,72,false,accepted,29.2
12496,2745,826,2025-11-08T20:18:00.000000,app,111,254.9,66713.29,13480329.46,254,false,rejected,12.0
12497,2745,714,2025-09-25T13:26:00.000000,email,189,191.3,53591.93,11561530.89,50,false,scheduled_visit,9.0
12498,2746,401,2026-02-01T11:55:09.000000,email,181,565.9,,26122828.99,6,false,accepted,35.2
12499,2746,1800,2026-02-08T19:51:44.000000,web,230,217.5,,28051005.59,314,false,accepted,0.5
12500,2746,2139,2026-02-07T07:36:48.000000,web,218,458.0,,23084613.0,60,false,no_response,23.3
12501,2746,1112,2026-02-03T14:22:19.000000,whatsapp,354,450.1,,20872499.01,20,false,accepted,0.5
12502,2746,1927,2026-03-10T19:09:00.000000,web,113,504.5,,23881902.81,59,false,accepted,9.9
12503,2747,246,2026-05-17T08:38:07.000000,whatsapp,171,551.2,28703.13,,,false,accepted,
12504,2748,1759,2025-05-23T14:01:00.000000,web,204,426.3,,20395407.64,35,false,scheduled_visit,2.6
12505,2748,1293,2026-01-23T11:42:00.000000,web,306,400.4,,18973157.3,,false,scheduled_visit,17.1
12506,2748,2376,2025-05-27T10:19:00.000000,web,154,795.7,,17134757.01,21,false,rejected,0.7
12507,2748,1565,2026-01-21T20:42:00.000000,app,673,141.0,,23016659.71,,false,scheduled_visit,1.7
12508,2748,1212,2025-12-24T10:05:00.000000,whatsapp,140,301.0,,23016659.71,247,false,accepted,
12509,2748,2390,2025-06-23T17:57:00.000000,app,128,100.0,,19564493.04,8,false,accepted,37.3
12510,2748,2590,2026-04-01T14:08:00.000000,web,219,387.1,,16714246.74,36,false,accepted,14.9
12511,2749,1936,2025-07-24T16:38:38.000000,web,139,3763.0,176225.12,,97,false,no_response,7.0
12512,2749,2094,2026-03-14T13:31:00.000000,email,136,822.9,207963.89,,,false,accepted,
12513,2749,444,2026-03-18T17:40:00.000000,web,172,600.9,240282.01,,71,false,accepted,23.4
12514,2749,2325,2025-07-29T15:29:23.000000,whatsapp,204,239.0,240282.01,,,false,accepted,1.5
12515,2749,2603,2026-02-14T10:23:00.000000,app,149,811.3,217963.59,,28,true,rejected,82.0
12516,2749,2522,2025-08-01T15:45:31.000000,web,171,171.5,220159.99,,,false,no_response,2.6
12517,2749,1186,2025-09-14T08:48:00.000000,app,346,311.5,212827.64,,,false,accepted,30.7
12518,2749,2763,2025-07-29T18:27:54.000000,web,188,720.9,240282.01,,147,false,accepted,1.6
12519,2750,875,2025-05-01T18:44:00.000000,whatsapp,291,629.0,165260.42,,48,true,scheduled_visit,40.3
12520,2750,1583,2026-06-16T11:24:00.000000,app,329,510.0,212667.04,,14,false,accepted,6.7
12521,2751,2786,2026-03-27T11:36:00.000000,email,125,192.5,67242.09,14116125.32,81,false,scheduled_visit,10.0
12522,2751,1772,2025-06-29T15:54:00.000000,web,189,1121.8,79498.04,18487887.72,326,true,scheduled_visit,5.3
12523,2752,540,2026-02-14T11:29:30.000000,web,219,150.0,,16718582.55,55,false,scheduled_visit,11.3
12524,2753,2897,2026-06-15T16:29:00.000000,web,292,497.6,11776.25,,274,false,rejected,55.3
12525,2753,170,2026-05-03T13:50:52.000000,app,168,906.3,13763.54,,,true,rejected,
12526,2753,1966,2026-04-23T12:01:41.000000,email,200,2041.9,14034.31,,91,false,scheduled_visit,3.5
12527,2753,617,2026-05-03T17:00:58.000000,whatsapp,225,249.5,15862.84,,,false,no_response,3.0
12528,2753,1475,2026-04-29T20:41:41.000000,app,87,743.9,15390.38,,162,false,rejected,15.3
12529,2753,1498,2026-05-04T18:44:35.000000,app,154,470.0,15862.84,,67,true,accepted,44.9
12530,2753,1498,2026-04-29T14:56:29.000000,web,154,470.0,11518.81,,71,false,accepted,9.9
12531,2754,2329,2026-03-18T11:14:21.000000,app,296,239.6,69360.57,,205,false,rejected,44.0
12532,2754,2807,2026-03-20T11:11:03.000000,whatsapp,114,254.4,54453.57,,,false,accepted,10.9
12533,2754,454,2026-05-04T14:50:00.000000,web,252,223.3,67352.96,,,false,accepted,27.4
12534,2754,2778,2026-03-17T18:44:55.000000,web,158,217.7,70406.61,,,true,no_response,0.5
12535,2755,2334,2025-08-07T10:35:10.000000,web,68,428.6,79487.96,,52,false,accepted,1.0
12536,2755,1197,2026-01-06T16:33:00.000000,web,429,246.5,92497.47,,,true,accepted,7.2
12537,2755,1316,2025-08-17T18:37:17.000000,web,339,360.2,109542.06,,302,false,accepted,24.7
12538,2755,723,2026-02-02T20:15:00.000000,app,273,1732.3,80906.3,,167,true,no_response,18.0
12539,2756,1271,2025-11-25T11:56:00.000000,web,234,139.8,,6241331.6,237,true,scheduled_visit,
12540,2756,1424,2026-04-04T10:42:00.000000,whatsapp,339,295.3,,6260046.33,67,true,accepted,0.7
12541,2756,2601,2025-08-18T20:51:00.000000,email,87,376.4,,6388464.12,40,false,accepted,4.5
12542,2756,1704,2026-02-05T12:09:00.000000,whatsapp,125,106.8,,7152790.22,,true,accepted,
12543,2756,352,2025-09-02T07:16:00.000000,app,291,112.0,,7701799.6,4,false,scheduled_visit,10.0
12544,2756,2067,2025-07-25T08:24:54.000000,app,600,167.3,,6961395.18,19,false,accepted,48.7
12545,2757,2470,2026-04-27T10:51:49.000000,whatsapp,292,466.5,190874.97,,37,false,no_response,14.6
12546,2758,1218,2026-02-26T18:59:31.000000,web,86,1104.8,49338.52,8420023.69,56,false,rejected,1.3
12547,2758,1009,2026-02-27T14:42:02.000000,app,184,1456.2,48998.01,10513667.92,219,false,accepted,
12548,2758,272,2026-03-04T10:27:38.000000,whatsapp,147,921.6,40163.58,10513667.92,40,false,scheduled_visit,31.3
12549,2759,2486,2025-10-19T11:33:00.000000,whatsapp,382,5786.9,,10080686.34,,true,accepted,15.7
12550,2759,1337,2025-04-18T09:19:00.000000,web,469,333.3,,10080686.34,,false,rejected,10.4
12551,2759,571,2026-04-07T09:37:00.000000,whatsapp,79,1176.4,,8573310.25,321,true,accepted,10.7
12552,2759,891,2025-03-06T17:01:00.000000,phone,143,348.2,,9396303.49,42,true,no_response,2.6
12553,2759,1248,2026-06-08T20:34:00.000000,app,190,646.1,,7533945.51,18,false,no_response,16.0
12554,2759,2750,2026-02-19T20:40:00.000000,email,153,790.4,,10080686.34,88,false,accepted,3.2
12555,2759,782,2025-11-10T08:06:00.000000,app,92,406.7,,8573935.33,54,false,no_response,24.8
12556,2760,804,2025-11-21T11:13:00.000000,web,144,2391.5,115375.83,,202,false,accepted,0.7
12557,2760,872,2025-03-22T20:44:51.000000,whatsapp,146,100.0,102609.57,,38,false,no_response,23.5
12558,2760,467,2025-03-17T11:27:25.000000,whatsapp,171,967.9,115863.81,,,false,rejected,21.3
12559,2760,1594,2026-06-19T19:59:00.000000,whatsapp,184,1011.1,104634.98,,,false,scheduled_visit,37.5
12560,2761,236,2026-06-04T20:07:04.000000,web,190,100.0,,20979160.33,,false,scheduled_visit,0.5
12561,2761,937,2026-06-03T19:55:17.000000,whatsapp,124,487.0,,20527240.88,,false,no_response,0.5
12562,2761,2565,2026-06-04T18:18:31.000000,app,229,474.0,,20726664.65,24,false,accepted,36.7
12563,2761,282,2026-06-10T17:09:34.000000,whatsapp,187,9070.0,,24922850.74,,false,accepted,
12564,2761,1176,2026-06-14T19:22:50.000000,app,140,2359.5,,24996201.2,356,false,rejected,15.1
12565,2761,1441,2026-06-16T19:32:00.000000,email,338,10200.5,,21866622.52,19,false,accepted,2.1
12566,2761,2834,2026-06-04T08:43:11.000000,web,252,1325.5,,19799972.98,,false,accepted,
12567,2762,676,2026-02-09T17:19:06.000000,web,141,211.6,73569.87,11902484.14,,true,scheduled_visit,
12568,2762,288,2026-01-28T10:41:03.000000,web,207,1643.7,82173.46,10876037.08,,false,accepted,0.5
12569,2762,1771,2026-06-12T07:22:00.000000,app,163,199.1,70530.96,13793420.5,,true,accepted,48.5
12570,2762,1049,2026-01-28T13:33:42.000000,whatsapp,143,194.2,82483.15,15113483.28,224,true,accepted,15.0
12571,2762,2925,2026-02-01T08:46:47.000000,app,415,3740.3,57759.69,13516331.63,313,false,no_response,47.7
12572,2762,518,2026-05-02T18:11:00.000000,web,182,199.8,62477.84,11946388.14,232,false,accepted,4.7
12573,2763,1762,2026-06-09T10:16:56.000000,email,294,3551.3,65856.97,11695669.1,42,false,rejected,13.2
12574,2763,2547,2026-06-12T12:26:09.000000,web,124,7272.5,59167.78,14781838.51,78,false,no_response,27.9
12575,2763,268,2026-06-16T18:50:35.000000,web,228,1792.5,49721.19,14781838.51,44,false,accepted,2.6
12576,2763,1861,2026-06-16T08:47:29.000000,web,90,4539.7,58404.62,11941581.24,,false,accepted,19.9
12577,2763,2038,2026-06-10T07:08:09.000000,phone,236,13937.1,67959.64,13603286.23,266,true,accepted,6.9
12578,2763,1194,2026-06-08T17:49:59.000000,app,99,1431.1,65440.48,14781838.51,336,true,scheduled_visit,
12579,2763,2253,2026-06-08T10:21:24.000000,app,110,1481.0,67959.64,14419390.55,156,false,accepted,3.5
12580,2763,640,2026-06-15T13:11:22.000000,whatsapp,52,1829.7,54893.67,11650869.1,28,true,accepted,3.9
12581,2764,2493,2026-04-08T07:36:52.000000,web,234,65.2,18600.55,,46,false,rejected,35.1
12582,2764,816,2026-04-07T16:22:58.000000,whatsapp,268,496.0,18853.17,,74,false,accepted,
12583,2764,2054,2026-04-16T14:09:00.000000,whatsapp,117,77.6,20757.75,,362,false,rejected,10.9
12584,2764,485,2026-06-23T20:47:00.000000,web,205,74.2,20757.75,,,true,scheduled_visit,7.1
12585,2764,2501,2026-04-06T10:11:29.000000,whatsapp,296,60.7,16230.42,,237,false,accepted,4.4
12586,2764,636,2026-04-06T11:24:00.000000,whatsapp,60,379.1,20757.75,,7,true,accepted,17.1
12587,2764,274,2026-04-17T09:37:41.000000,app,231,628.3,20757.75,,33,false,accepted,10.1
12588,2764,1793,2026-05-17T13:36:00.000000,web,83,164.3,20757.75,,50,false,accepted,
12589,2765,1433,2025-06-19T15:07:22.000000,web,349,464.9,223056.13,,64,false,scheduled_visit,10.1
12590,2765,907,2025-09-12T14:28:00.000000,app,202,100.0,218315.42,,204,false,accepted,5.3
12591,2766,1480,2026-01-19T17:40:05.000000,app,213,150.0,,11915200.9,80,false,no_response,10.7
12592,2766,2770,2026-01-13T12:46:52.000000,web,116,6573.3,,16166057.03,,false,accepted,1.6
12593,2766,1076,2026-01-20T20:42:41.000000,whatsapp,299,247.7,,16166057.03,169,false,accepted,7.0
12594,2766,1724,2026-01-10T09:32:23.000000,app,87,217.1,,16166057.03,89,false,rejected,
12595,2766,1169,2026-01-11T17:04:47.000000,whatsapp,133,184.1,,14620882.31,55,false,accepted,55.5
12596,2766,930,2026-01-14T16:02:06.000000,web,134,222.8,,14953106.19,22,true,accepted,23.9
12597,2766,1408,2026-02-27T10:04:00.000000,app,288,168.4,,12197618.39,59,false,accepted,2.7
12598,2767,1376,2025-01-26T08:15:35.000000,web,153,777.5,432621.44,69091677.93,,false,accepted,14.5
12599,2768,1730,2026-05-25T19:42:00.000000,app,135,2451.6,108388.61,19300462.52,,false,rejected,3.5
12600,2768,395,2025-09-03T13:22:15.000000,whatsapp,261,448.5,131452.51,21081051.86,43,false,accepted,9.2
12601,2768,2694,2025-09-29T07:35:00.000000,web,107,327.5,101596.79,20133196.48,19,false,accepted,0.5
12602,2769,2470,2025-09-01T20:50:00.000000,whatsapp,241,1089.5,814663.33,,,true,no_response,4.3
12603,2769,327,2025-08-16T13:46:24.000000,app,649,237.5,640497.79,,,false,no_response,9.8
12604,2769,442,2026-02-26T15:57:00.000000,web,207,2657.1,627942.71,,44,false,accepted,4.9
12605,2769,1612,2025-08-10T16:02:53.000000,web,211,604.5,647576.89,,5,true,accepted,16.1
12606,2769,922,2025-08-10T15:42:43.000000,whatsapp,113,2490.3,684839.2,,,true,accepted,19.3
12607,2770,2832,2025-09-02T13:52:00.000000,web,326,452.4,,14224982.47,35,false,no_response,28.6
12608,2770,86,2026-01-18T11:04:00.000000,email,110,398.0,,14533881.59,,false,scheduled_visit,7.1
12609,2770,2194,2025-07-03T12:48:00.000000,app,223,100.0,,15658296.97,56,true,accepted,16.9
12610,2771,2863,2025-12-31T08:11:00.000000,web,196,858.1,9132.23,,162,false,accepted,51.8
12611,2771,2354,2025-05-10T13:31:32.000000,app,365,232.6,9132.23,,128,false,accepted,6.4
12612,2771,2997,2026-06-11T07:54:00.000000,phone,80,4489.6,6472.37,,3,false,rejected,30.3
12613,2771,2975,2026-04-03T11:41:00.000000,app,189,1850.2,7757.51,,,false,accepted,4.2
12614,2771,344,2026-05-05T11:05:00.000000,email,154,439.4,8919.52,,324,false,rejected,11.9
12615,2771,2500,2025-05-08T15:51:16.000000,web,233,1064.0,6546.17,,74,false,accepted,3.3
12616,2772,2623,2025-11-07T10:11:00.000000,app,150,1004.7,36619.67,,321,false,no_response,25.5
12617,2772,883,2025-12-24T11:50:00.000000,app,177,245.9,37120.14,,4,false,scheduled_visit,6.5
12618,2772,2345,2026-02-10T11:10:00.000000,email,391,192.1,44001.67,,,true,accepted,21.2
12619,2772,1731,2026-04-13T11:55:00.000000,whatsapp,305,204.8,34574.62,,39,false,accepted,
12620,2772,2178,2025-08-31T18:53:02.000000,web,145,126.4,40069.64,,79,false,scheduled_visit,13.9
12621,2772,868,2025-08-30T16:16:25.000000,web,316,199.7,33279.39,,100,false,no_response,5.3
12622,2772,690,2025-08-28T17:20:55.000000,phone,144,141.8,37659.81,,6,false,no_response,29.4
12623,2773,2596,2026-03-08T11:16:32.000000,app,206,979.5,196756.48,,123,false,no_response,
12624,2774,726,2026-01-28T15:53:15.000000,whatsapp,226,183.1,22800.14,,302,true,rejected,
12625,2774,1918,2026-03-23T09:09:00.000000,whatsapp,411,223.7,31520.04,,183,false,accepted,3.7
12626,2775,1732,2025-02-05T19:01:00.000000,web,228,2014.7,,12668476.21,50,true,scheduled_visit,3.6
12627,2775,1406,2025-06-20T12:10:00.000000,whatsapp,285,100.0,,13880221.03,,false,scheduled_visit,8.2
12628,2775,919,2025-12-24T13:52:00.000000,web,164,794.3,,15312321.46,76,false,scheduled_visit,
12629,2775,2004,2025-04-17T10:58:00.000000,app,153,533.8,,16297715.69,,false,accepted,19.4
12630,2775,2432,2026-01-06T16:07:00.000000,email,171,5045.0,,16734325.24,27,false,accepted,5.2
12631,2775,630,2025-02-02T14:40:39.000000,whatsapp,410,2002.4,,14950107.52,245,false,accepted,
12632,2775,1785,2025-10-14T20:28:00.000000,app,156,100.0,,16734325.24,364,false,accepted,0.6
12633,2776,726,2025-01-16T15:23:20.000000,app,361,356.0,235145.08,,88,false,rejected,13.9
12634,2776,672,2025-01-19T16:25:01.000000,web,256,976.1,224494.41,,,false,accepted,10.0
12635,2776,825,2025-08-14T10:40:00.000000,whatsapp,338,702.5,211155.29,,,false,accepted,12.1
12636,2776,469,2026-06-10T17:45:00.000000,web,206,968.4,217652.73,,,false,accepted,40.8
12637,2776,2618,2025-11-15T09:00:00.000000,web,383,978.4,288013.92,,28,false,accepted,10.1
12638,2776,2403,2025-05-09T10:42:00.000000,app,404,221.5,251728.35,,,true,rejected,3.1
12639,2777,1150,2025-03-16T19:05:00.000000,app,325,150.0,,47352976.89,355,false,rejected,0.5
12640,2777,1752,2025-03-05T15:07:19.000000,web,165,948.6,,52066340.08,295,false,scheduled_visit,1.3
12641,2777,480,2025-12-26T13:34:00.000000,email,998,988.3,,52066340.08,82,false,no_response,36.7
12642,2777,1282,2025-03-17T14:29:39.000000,app,273,969.4,,52066340.08,349,true,accepted,9.4
12643,2777,2531,2025-08-21T13:24:00.000000,phone,335,917.5,,52066340.08,,true,accepted,33.0
12644,2777,2976,2025-05-21T17:31:00.000000,whatsapp,119,250.5,,52066340.08,,false,scheduled_visit,10.6
12645,2778,851,2025-08-05T09:59:08.000000,app,113,353.0,,15847981.73,160,false,no_response,
12646,2778,2578,2025-09-17T07:21:00.000000,app,121,12229.7,,18047721.95,,false,no_response,4.2
