lead_id,user_type,company_size,industry,search_sector,search_modality,target_area_sqm,min_budget_mxn_rent_monthly,max_budget_mxn_rent_monthly,min_budget_mxn_sale_total,max_budget_mxn_sale_total,preferred_state,preferred_municipality,preferred_corridor,source,prior_searches,prior_inquiries,has_converted_before,lead_score_internal,created_at
3100,broker,enterprise,retail,Office,rent,368.2,101196.85,124383.44,,,CDMX,Benito Juárez,del-valle-narvarte,email,2,0,false,0.3845,2026-03-12T00:00:00.000000
3101,developer,small,technology,Office,rent,190.9,48935.02,58321.53,,,Estado de México,Toluca,metepec-toluca,paid,0,4,false,0.0074,2026-03-24T00:00:00.000000
3102,broker,small,technology,Retail,sale,178.8,,,8112633.04,12142866.64,Baja California,Tijuana,zona-rio-aguacaliente,paid,8,1,false,0.3165,2026-03-09T00:00:00.000000
3103,developer,large,retail,Industrial,sale,246.3,,,5210180.29,7684905.12,Estado de México,Toluca,metepec-toluca,email,6,0,false,0.4143,2025-10-31T00:00:00.000000
3104,investor,large,financial,Office,sale,425.9,,,19775525.1,25026294.6,Jalisco,Guadalajara,americana-chapultepec,organic,4,0,false,0.0253,2026-03-03T00:00:00.000000
3105,tenant_direct,large,retail,Industrial,rent,237.5,31593.29,43028.04,,,Estado de México,Toluca,metepec-toluca,organic,2,0,false,0.6981,2025-06-24T00:00:00.000000
3106,tenant_direct,small,financial,Retail,sale,96.6,,,4582243.82,6090626.42,Yucatán,Mérida,paseo-montejo,organic,7,0,false,0.8679,2025-04-28T00:00:00.000000
3107,broker,medium,healthcare,Industrial,rent,423.5,53708.0,74231.52,,,CDMX,Cuauhtémoc,roma-condesa,referral,0,2,false,0.357,2025-07-18T00:00:00.000000
3108,tenant_direct,large,retail,Office,rent,305.1,87048.87,113230.23,,,Jalisco,Guadalajara,,referral,3,1,false,0.6397,2025-08-06T00:00:00.000000
3109,broker,large,healthcare,Retail,rent,201.8,,71876.52,,,Querétaro,Querétaro,centro-queretaro,paid,0,2,false,0.8797,2025-10-09T00:00:00.000000
3110,investor,large,technology,Retail,rent,8674.9,72825.1,97057.6,,,CDMX,Miguel Hidalgo,polanco,referral,55,1,false,0.9313,2026-05-12T00:00:00.000000
3111,broker,medium,retail,Retail,rent,305.7,69019.57,82753.18,,,Chihuahua,Chihuahua,centro-chihuahua,organic,3,0,false,0.3167,2025-10-28T00:00:00.000000
3112,broker,medium,technology,Land,rent,402.7,16479.14,21840.14,,,Sonora,Hermosillo,centenario-colosio,referral,0,0,false,0.2171,2026-04-27T00:00:00.000000
3113,tenant_direct,enterprise,technology,Retail,sale,328.0,,,15018210.33,20662661.38,Puebla,Puebla,angelopolis-lomas,organic,0,6,false,0.2459,2026-03-24T00:00:00.000000
3114,tenant_direct,large,,Office,rent,438.6,122660.37,161208.53,,,Nuevo León,San Pedro Garza García,vasconcelos-calzada,paid,4,59,false,0.6708,2025-03-20T00:00:00.000000
3115,tenant_direct,small,technology,Industrial,rent,377.3,49754.78,70743.37,,,Estado de México,Toluca,metepec-toluca,organic,0,99,true,0.8828,2026-06-08T00:00:00.000000
3116,tenant_direct,enterprise,healthcare,Industrial,both,694.9,81063.31,112760.98,14591395.15,79616557.94,Querétaro,Querétaro,juriquilla-juncos,organic,3,8,true,0.3039,2025-06-05T00:00:00.000000
3117,broker,medium,manufacturing,Office,both,1190.2,322965.48,390188.14,58133785.83,70183336.9,Estado de México,Toluca,metepec-toluca,organic,53,0,false,0.6413,2025-04-21T00:00:00.000000
3118,tenant_direct,medium,other,Industrial,rent,386.3,45492.91,63313.28,,,Guanajuato,León,centro-leon,paid,8,0,false,0.7088,2025-02-06T00:00:00.000000
3119,broker,medium,manufacturing,Office,rent,252.2,74208.17,85303.42,,,Estado de México,Naucalpan de Juárez,lomas-verdes-satelite,organic,0,5,true,0.2155,2026-05-20T00:00:00.000000
3120,broker,large,logistics,Retail,rent,142.1,30079.05,40851.52,,,Puebla,Puebla,angelopolis-lomas,paid,0,58,true,0.0803,2025-04-14T00:00:00.000000
3121,broker,medium,technology,Retail,both,615.2,142240.35,174379.34,25603262.18,31598633.6,Jalisco,Guadalajara,americana-chapultepec,social,0,46,true,0.1943,2025-11-13T00:00:00.000000
3122,broker,medium,manufacturing,Office,rent,207.0,61466.06,408364.65,,,Querétaro,Querétaro,centro-queretaro,referral,36,10,false,0.4928,2025-06-15T00:00:00.000000
3123,broker,large,retail,Office,rent,2035.3,577686.6,834724.67,,,Estado de México,Naucalpan de Juárez,lomas-verdes-satelite,organic,6,91,true,0.306,2025-07-14T00:00:00.000000
3124,tenant_direct,small,other,Industrial,sale,2757.2,,,56725436.07,83430212.73,Estado de México,Naucalpan de Juárez,lomas-verdes-satelite,paid,1,81,false,0.3622,2025-11-06T00:00:00.000000
3125,broker,enterprise,other,Office,sale,336.1,,,17603436.46,23507576.84,Nuevo León,Monterrey,,organic,0,4,false,1.0,2025-04-14T00:00:00.000000
3126,broker,medium,technology,Office,rent,121.0,37292.37,51214.67,,,Nuevo León,Monterrey,,social,3,65,false,0.3657,2025-08-19T00:00:00.000000
3127,tenant_direct,medium,logistics,Office,rent,618.4,,243194.27,,,Chihuahua,Chihuahua,centro-chihuahua,social,4,0,false,0.4334,2025-12-24T00:00:00.000000
3128,broker,large,logistics,Office,rent,1708.6,507024.34,754309.8,,,Jalisco,Guadalajara,americana-chapultepec,referral,3,0,false,0.8023,2025-10-09T00:00:00.000000
3129,tenant_direct,large,manufacturing,Land,rent,155.1,5737.42,7419.54,,,CDMX,Cuauhtémoc,roma-condesa,organic,0,74,false,0.8756,2026-01-06T00:00:00.000000
3130,investor,medium,technology,Office,rent,7953.0,412612.31,476370.51,,,Querétaro,Querétaro,juriquilla-juncos,paid,2,0,false,0.7416,2026-06-06T00:00:00.000000
3131,tenant_direct,,logistics,Retail,both,106.4,24193.08,33347.23,4354755.3,6167154.88,Jalisco,Zapopan,andares-puerta-hierro,paid,2,0,false,0.8601,2026-05-07T00:00:00.000000
3132,investor,enterprise,financial,Industrial,sale,140.4,,,3406107.63,4275548.8,Sonora,Hermosillo,centenario-colosio,organic,0,74,false,0.3209,2025-04-30T00:00:00.000000
3133,broker,large,retail,Industrial,sale,485.2,,,9743450.14,14393702.47,Estado de México,Naucalpan de Juárez,lomas-verdes-satelite,social,1,44,false,0.2514,2025-06-28T00:00:00.000000
3134,broker,large,manufacturing,Office,sale,798.2,,,44728997.23,54127223.25,Sonora,Hermosillo,centenario-colosio,referral,1,0,false,1.0,2025-02-07T00:00:00.000000
3135,tenant_direct,medium,technology,Land,sale,372.6,,,2621565.33,3577408.42,Puebla,Puebla,angelopolis-lomas,email,43,1,false,1.0,2025-10-21T00:00:00.000000
3136,investor,medium,other,Industrial,rent,535.6,64243.54,80870.91,,,Estado de México,Toluca,metepec-toluca,social,14,15,false,0.2988,2025-12-05T00:00:00.000000
3137,investor,,technology,Office,sale,849.0,,,43044561.46,54884874.53,Nuevo León,Monterrey,macroplaza,organic,0,45,false,0.8159,2025-12-16T00:00:00.000000
3138,broker,small,retail,Land,rent,921.0,34462.52,50536.53,,,Querétaro,Querétaro,centro-queretaro,organic,0,0,false,0.3584,2025-02-08T00:00:00.000000
3139,investor,large,retail,Office,rent,252.0,65963.98,84063.75,,,Querétaro,Querétaro,juriquilla-juncos,referral,9,13,false,0.2337,2026-03-01T00:00:00.000000
3140,tenant_direct,medium,healthcare,Office,rent,212.7,57714.25,77027.78,,,Jalisco,Guadalajara,americana-chapultepec,social,22,2,false,0.7951,2025-05-10T00:00:00.000000
3141,broker,medium,financial,Retail,sale,819.2,,,37557343.04,51359131.1,Guanajuato,León,centro-leon,organic,10,2,false,0.4187,2026-04-11T00:00:00.000000
3142,broker,medium,technology,Office,sale,537.4,,,28444060.4,41883172.39,Puebla,Puebla,angelopolis-lomas,referral,8,6,false,0.1681,2025-06-09T00:00:00.000000
3143,developer,medium,technology,Land,rent,590.7,26568.29,37401.93,,,Querétaro,Querétaro,centro-queretaro,paid,1,6,false,0.514,2026-02-07T00:00:00.000000
3144,broker,medium,financial,Industrial,rent,245.2,26399.92,29197.79,,,Guanajuato,León,centro-leon,organic,0,5,false,0.5968,2025-03-24T00:00:00.000000
3145,investor,large,,Retail,both,611.6,156292.31,233317.81,28132616.13,32254514.68,Sonora,Hermosillo,centenario-colosio,organic,0,0,false,0.364,2025-06-13T00:00:00.000000
3146,tenant_direct,medium,technology,Office,rent,180.8,46766.16,62075.54,,,Querétaro,Querétaro,juriquilla-juncos,social,10,0,false,0.1503,2025-07-03T00:00:00.000000
3147,tenant_direct,medium,,Retail,rent,464.6,111808.92,130505.98,,,Nuevo León,San Pedro Garza García,vasconcelos-calzada,paid,5,0,false,0.9451,2025-10-02T00:00:00.000000
3148,tenant_direct,small,technology,Retail,sale,422.4,,,16861263.8,20224534.86,Estado de México,Toluca,metepec-toluca,paid,4,0,false,0.936,2025-10-13T00:00:00.000000
3149,investor,large,,Retail,sale,424.4,,,20334089.99,25672397.54,CDMX,Benito Juárez,del-valle-narvarte,organic,54,0,false,0.8229,2025-10-17T00:00:00.000000
3150,broker,small,retail,Land,rent,676.4,27102.7,32032.9,,,Jalisco,Zapopan,andares-puerta-hierro,paid,8,0,false,0.615,2026-01-26T00:00:00.000000
3151,broker,medium,financial,Retail,rent,190.5,45373.8,50659.94,,,Nuevo León,San Pedro Garza García,vasconcelos-calzada,paid,8,0,false,0.9467,2026-06-19T00:00:00.000000
3152,tenant_direct,medium,financial,Industrial,both,628.5,71791.25,94032.04,12922424.23,15218817.23,Yucatán,Mérida,paseo-montejo,referral,0,0,false,0.8655,2025-01-11T00:00:00.000000
3153,tenant_direct,medium,retail,Industrial,rent,396.1,46930.95,63649.0,,,Estado de México,Naucalpan de Juárez,,event,8,43,false,0.6786,2025-10-21T00:00:00.000000
3154,broker,enterprise,logistics,Office,both,223.7,56552.3,66013.79,10179413.44,15156125.34,Puebla,Puebla,angelopolis-lomas,organic,3,2,false,0.69,2026-06-18T00:00:00.000000
3155,broker,large,other,Office,sale,154.1,,,8123963.29,11509906.87,CDMX,Miguel Hidalgo,polanco,referral,0,5,false,0.6895,2025-01-23T00:00:00.000000
3156,broker,enterprise,healthcare,Office,both,1473.9,419977.11,550403.68,75595879.74,88993447.24,Estado de México,Toluca,metepec-toluca,email,0,127,false,0.3012,2026-03-30T00:00:00.000000
3157,broker,enterprise,retail,Retail,rent,371.8,80303.57,116073.96,,,Jalisco,Guadalajara,americana-chapultepec,organic,0,15,true,0.1541,2026-02-13T00:00:00.000000
3158,broker,small,retail,Retail,rent,304.2,65744.63,93773.69,,,Nuevo León,Monterrey,macroplaza,email,3,3,false,1.0,2026-04-03T00:00:00.000000
3159,investor,small,healthcare,Land,rent,174.7,6624.92,7637.09,,,Estado de México,Naucalpan de Juárez,,referral,0,0,false,0.5456,2025-08-04T00:00:00.000000
3160,broker,medium,technology,Office,rent,839.6,233515.73,322907.33,,,CDMX,Cuauhtémoc,roma-condesa,organic,3,0,true,0.1054,2025-11-28T00:00:00.000000
3161,developer,medium,technology,Retail,rent,795.0,177581.99,231060.26,,,Guanajuato,León,centro-leon,organic,10,0,false,0.9263,2025-10-10T00:00:00.000000
3162,developer,medium,retail,Retail,rent,694.3,151280.92,194623.4,,,Nuevo León,San Pedro Garza García,vasconcelos-calzada,referral,0,0,false,0.8596,2025-08-11T00:00:00.000000
3163,broker,small,healthcare,Land,rent,374.0,13451.35,15669.94,,,Nuevo León,Monterrey,macroplaza,email,3,8,false,0.6195,2026-02-09T00:00:00.000000
3164,tenant_direct,small,technology,Retail,sale,662.3,,,27215581.42,32447573.33,Jalisco,Guadalajara,americana-chapultepec,email,0,0,true,1.0,2025-11-07T00:00:00.000000
3165,tenant_direct,medium,retail,Office,rent,9007.0,63228.24,91513.16,,,Jalisco,Zapopan,andares-puerta-hierro,paid,2,0,false,0.8646,2026-06-11T00:00:00.000000
3166,tenant_direct,large,logistics,Industrial,rent,455.0,57035.88,67428.01,,,Estado de México,Toluca,metepec-toluca,organic,0,4,false,0.1547,2026-03-16T00:00:00.000000
3167,broker,large,technology,Land,rent,375.8,14215.94,15804.75,,,Jalisco,Zapopan,andares-puerta-hierro,referral,0,0,false,0.804,2026-03-16T00:00:00.000000
3168,broker,enterprise,retail,Retail,sale,471.1,,,20049529.15,23813868.7,Querétaro,Querétaro,juriquilla-juncos,referral,2,5,false,0.1918,2025-11-23T00:00:00.000000
3169,broker,small,manufacturing,Retail,rent,109.1,27017.2,40323.52,,,Querétaro,Querétaro,juriquilla-juncos,organic,0,0,false,0.7828,2025-05-20T00:00:00.000000
3170,tenant_direct,medium,retail,Retail,sale,1454.3,,,60628689.52,88074151.03,San Luis Potosí,San Luis Potosí,lomas-carranza,organic,18,34,false,0.3143,2025-12-17T00:00:00.000000
3171,developer,enterprise,other,Retail,rent,1218.8,327520.25,393378.63,,,Baja California,Tijuana,,referral,58,4,false,0.3965,2025-04-29T00:00:00.000000
3172,tenant_direct,large,technology,Retail,sale,173.9,,,7873720.44,9214709.91,CDMX,Benito Juárez,del-valle-narvarte,referral,0,5,false,0.9687,2025-04-14T00:00:00.000000
3173,tenant_direct,medium,healthcare,Land,sale,586.0,,,,6337225.26,Estado de México,Naucalpan de Juárez,lomas-verdes-satelite,paid,0,0,false,0.1706,2026-06-18T00:00:00.000000
3174,developer,medium,manufacturing,Land,sale,137.2,,,987281.69,1220256.09,Sonora,Hermosillo,centenario-colosio,referral,1,5,false,1.0,2025-06-04T00:00:00.000000
3175,tenant_direct,small,technology,Office,sale,414.2,,,20831491.79,27221414.29,Jalisco,Zapopan,andares-puerta-hierro,organic,6,78,true,0.1308,2025-04-27T00:00:00.000000
3176,broker,enterprise,technology,Industrial,both,83.3,9479.84,10657.88,1706370.62,2188526.64,Nuevo León,San Pedro Garza García,vasconcelos-calzada,organic,5,0,false,0.1227,2025-10-18T00:00:00.000000
3177,investor,large,manufacturing,Industrial,rent,317.9,34117.18,45434.55,,,Puebla,Puebla,angelopolis-lomas,paid,0,5,false,0.0945,2025-03-17T00:00:00.000000
3178,tenant_direct,medium,retail,Office,rent,277.0,84127.2,119685.9,,,Querétaro,Querétaro,centro-queretaro,paid,1,0,true,0.8151,2026-04-23T00:00:00.000000
3179,broker,medium,retail,Retail,both,880.8,232821.71,326245.49,41907908.13,62154127.89,CDMX,Benito Juárez,del-valle-narvarte,organic,10,4,false,0.5537,2026-05-04T00:00:00.000000
3180,tenant_direct,medium,other,Retail,both,1262.4,338919.82,500349.35,61005568.22,90511577.82,Estado de México,Toluca,metepec-toluca,email,0,0,false,0.5232,2025-11-19T00:00:00.000000
3181,investor,medium,manufacturing,Office,sale,1282.6,,,63089026.99,92550271.89,CDMX,Benito Juárez,del-valle-narvarte,paid,2,0,false,0.8413,2025-09-01T00:00:00.000000
3182,broker,large,other,Office,rent,881.8,274445.68,370032.09,,,Estado de México,Naucalpan de Juárez,lomas-verdes-satelite,organic,3,0,false,0.5287,2025-09-07T00:00:00.000000
3183,tenant_direct,medium,technology,Office,rent,413.7,,164410.76,,,Estado de México,Toluca,metepec-toluca,organic,3,0,false,1.0,2025-01-27T00:00:00.000000
3184,broker,small,technology,Retail,both,513.0,120734.0,151168.44,21732120.84,25679252.73,Guanajuato,León,centro-leon,event,6,1,false,0.0,2025-08-04T00:00:00.000000
3185,broker,medium,manufacturing,Retail,sale,511.3,,,24399106.16,31479695.88,Nuevo León,Monterrey,macroplaza,referral,0,0,false,0.2252,2025-11-20T00:00:00.000000
3186,broker,enterprise,retail,Industrial,rent,170.2,22818.88,32757.87,,,CDMX,Miguel Hidalgo,polanco,organic,5,0,false,0.8218,2025-12-08T00:00:00.000000
3187,tenant_direct,medium,technology,Office,rent,874.1,246836.08,278143.96,,,CDMX,Benito Juárez,del-valle-narvarte,paid,24,0,false,1.0,2025-07-21T00:00:00.000000
3188,investor,medium,technology,Retail,sale,634.4,,,29320018.72,42428302.89,Chihuahua,Chihuahua,centro-chihuahua,organic,10,92,true,0.8413,2026-01-23T00:00:00.000000
3189,broker,large,technology,Office,sale,655.4,,,35317408.03,52265057.77,Estado de México,Naucalpan de Juárez,lomas-verdes-satelite,social,6,3,false,0.3632,2025-08-28T00:00:00.000000
3190,broker,large,financial,Retail,both,78.5,19342.87,22080.15,3481716.29,4439339.91,Estado de México,Toluca,metepec-toluca,social,29,5,false,0.865,2025-09-29T00:00:00.000000
3191,broker,large,retail,Land,rent,536.8,21059.01,24192.83,,,Guanajuato,León,centro-leon,social,1,3,false,0.2514,2025-11-24T00:00:00.000000
3192,broker,enterprise,other,Industrial,rent,792.0,86353.09,120449.37,,,Estado de México,Naucalpan de Juárez,lomas-verdes-satelite,paid,3,0,false,0.4739,2026-06-04T00:00:00.000000
3193,tenant_direct,small,technology,Industrial,rent,386.3,52122.83,68670.09,,,Estado de México,Toluca,metepec-toluca,paid,26,88,true,0.8849,2026-06-26T00:00:00.000000
3194,tenant_direct,enterprise,retail,Office,rent,274.5,68637.36,93316.94,,,CDMX,Miguel Hidalgo,polanco,referral,0,2,false,0.4849,2025-11-20T00:00:00.000000
3195,tenant_direct,enterprise,retail,Office,rent,149.8,38104.16,46333.96,,,Chihuahua,Chihuahua,centro-chihuahua,email,45,0,false,1.0,2025-03-02T00:00:00.000000
3196,tenant_direct,medium,manufacturing,Office,rent,142.4,38620.66,56134.23,,,Guanajuato,León,centro-leon,organic,0,0,false,0.6227,2025-06-04T00:00:00.000000
3197,tenant_direct,large,healthcare,Industrial,rent,435.2,50899.65,67044.45,,,Querétaro,Querétaro,juriquilla-juncos,organic,0,0,false,0.9323,2025-05-09T00:00:00.000000
3198,broker,small,healthcare,Industrial,rent,331.0,37408.9,49611.22,,,Sonora,Hermosillo,centenario-colosio,event,3,0,false,0.2725,2026-05-01T00:00:00.000000
3199,broker,medium,technology,Retail,both,327.8,70365.31,105282.91,12665755.3,18817812.21,Guanajuato,León,centro-leon,event,6,0,true,0.585,2026-04-02T00:00:00.000000
3200,investor,small,,Industrial,rent,1144.4,151038.8,212756.12,,,Estado de México,Naucalpan de Juárez,lomas-verdes-satelite,paid,3,0,false,0.6954,2025-06-09T00:00:00.000000
3201,investor,small,healthcare,Retail,rent,161.4,38865.59,53460.51,,,Nuevo León,San Pedro Garza García,vasconcelos-calzada,referral,0,0,false,0.3924,2025-03-16T00:00:00.000000
3202,investor,enterprise,technology,Office,sale,306.2,,,17243002.08,22477740.43,Nuevo León,San Pedro Garza García,vasconcelos-calzada,organic,3,0,false,0.4435,2025-08-10T00:00:00.000000
3203,investor,medium,manufacturing,Office,rent,1285.4,393912.91,589443.07,,,Jalisco,Zapopan,andares-puerta-hierro,paid,7,0,false,0.9661,2026-06-16T00:00:00.000000
3204,tenant_direct,medium,retail,Industrial,sale,313.5,,,6761138.18,8456613.75,Yucatán,Mérida,paseo-montejo,organic,0,5,false,0.2808,2025-01-11T00:00:00.000000
3205,investor,medium,retail,Industrial,both,409.1,47716.5,67879.37,8588970.77,10797421.79,CDMX,Miguel Hidalgo,polanco,referral,0,0,false,0.2231,2025-06-30T00:00:00.000000
3206,tenant_direct,medium,retail,Office,sale,345.2,,,16332413.84,21055277.59,Estado de México,Toluca,metepec-toluca,referral,0,3,false,0.6118,2025-03-17T00:00:00.000000
3207,broker,medium,retail,Retail,rent,641.4,172913.57,250610.17,,,Jalisco,Zapopan,andares-puerta-hierro,email,1,0,true,0.918,2025-12-11T00:00:00.000000
3208,broker,medium,healthcare,Land,both,92.0,,5485.89,679841.77,765088.47,CDMX,Miguel Hidalgo,polanco,event,0,0,false,1.0,2026-04-17T00:00:00.000000
3209,broker,large,manufacturing,Industrial,both,338.4,44067.08,58997.93,7932074.43,10425499.97,Chihuahua,Chihuahua,centro-chihuahua,event,10,3,false,0.9406,2025-04-18T00:00:00.000000
3210,broker,enterprise,other,Industrial,both,405.7,54579.62,74241.99,,44812602.17,Querétaro,Querétaro,juriquilla-juncos,social,9,12,false,0.7906,2025-07-30T00:00:00.000000
3211,tenant_direct,medium,financial,Industrial,rent,193.5,21615.34,29170.09,,,CDMX,Miguel Hidalgo,polanco,organic,2,2,false,0.0881,2025-06-22T00:00:00.000000
3212,tenant_direct,enterprise,retail,Retail,sale,497.2,,,23758710.0,26954731.28,Guanajuato,León,centro-leon,organic,32,0,true,0.5663,2025-03-14T00:00:00.000000
3213,investor,large,manufacturing,Industrial,sale,678.8,,,15741966.98,23259065.88,Yucatán,Mérida,paseo-montejo,referral,0,14,false,0.6741,2025-10-30T00:00:00.000000
3214,tenant_direct,large,retail,Industrial,rent,536.5,63654.0,86765.56,,,Nuevo León,San Pedro Garza García,vasconcelos-calzada,organic,5,0,false,0.6102,2025-04-01T00:00:00.000000
3215,broker,small,healthcare,Land,rent,1364.7,60713.85,75999.32,,,Querétaro,Querétaro,juriquilla-juncos,paid,6,4,true,0.9576,2026-06-11T00:00:00.000000
3216,tenant_direct,small,technology,Land,both,287.9,11772.98,15476.77,2119136.49,2713643.35,Puebla,Puebla,angelopolis-lomas,referral,2,67,false,1.0,2025-06-20T00:00:00.000000
3217,tenant_direct,enterprise,other,Retail,rent,554.4,129525.44,189164.75,,,Estado de México,Toluca,metepec-toluca,email,4,0,false,1.0,2025-07-25T00:00:00.000000
3218,broker,medium,manufacturing,Industrial,both,545.7,59917.18,68525.51,10785092.04,49900840.98,Guanajuato,León,centro-leon,referral,0,3,false,0.1182,2025-12-26T00:00:00.000000
3219,broker,medium,logistics,Office,both,330.8,97903.73,145111.15,17622671.58,19753385.59,Guanajuato,León,centro-leon,referral,8,0,true,0.1132,2026-05-09T00:00:00.000000
3220,broker,large,manufacturing,Industrial,rent,866.5,111100.1,147460.66,,,Baja California,Tijuana,zona-rio-aguacaliente,social,0,46,false,0.0543,2025-02-27T00:00:00.000000
3221,broker,medium,manufacturing,Retail,rent,478.2,106354.58,157397.21,,,Sonora,Hermosillo,centenario-colosio,paid,2,0,false,0.2304,2025-04-24T00:00:00.000000
3222,investor,large,logistics,Retail,both,167.8,38971.44,45996.41,,8569067.16,San Luis Potosí,San Luis Potosí,lomas-carranza,organic,2,62,true,0.756,2026-06-19T00:00:00.000000
3223,investor,medium,,Industrial,rent,661.9,70597.71,79190.54,,,CDMX,Benito Juárez,del-valle-narvarte,paid,6,92,false,0.6244,2025-01-20T00:00:00.000000
3224,tenant_direct,enterprise,retail,Land,sale,274.8,,,2006847.03,2418258.96,Baja California,Tijuana,zona-rio-aguacaliente,paid,0,1,false,0.4813,2025-04-30T00:00:00.000000
3225,broker,medium,manufacturing,Office,rent,311.1,,551207.54,,,Puebla,Puebla,angelopolis-lomas,organic,0,74,true,0.8326,2026-04-04T00:00:00.000000
3226,investor,small,retail,Retail,rent,327.8,85516.4,119205.99,,,Jalisco,Zapopan,,referral,0,0,false,0.3833,2026-05-14T00:00:00.000000
3227,tenant_direct,large,logistics,Industrial,rent,654.9,69274.25,92867.69,,,San Luis Potosí,San Luis Potosí,,email,17,14,true,0.9613,2026-01-20T00:00:00.000000
3228,broker,small,manufacturing,Office,rent,833.9,211299.68,275897.11,,,Sonora,Hermosillo,centenario-colosio,organic,5,192,true,0.4217,2025-11-18T00:00:00.000000
3229,tenant_direct,enterprise,technology,Industrial,both,349.0,36976.0,54022.6,6655680.71,7924515.51,Yucatán,Mérida,paseo-montejo,referral,8,3,false,0.4972,2025-03-05T00:00:00.000000
3230,tenant_direct,large,financial,Retail,rent,7469.4,89388.42,109890.85,,,CDMX,Miguel Hidalgo,polanco,organic,2,0,false,0.9754,2025-03-07T00:00:00.000000
3231,tenant_direct,small,manufacturing,Industrial,rent,92.5,11137.98,13461.56,,,Estado de México,Naucalpan de Juárez,lomas-verdes-satelite,paid,1,168,false,0.7799,2025-01-12T00:00:00.000000
3232,broker,small,manufacturing,Office,sale,237.0,,,11185699.35,13750268.49,San Luis Potosí,San Luis Potosí,lomas-carranza,event,5,5,false,0.2839,2025-05-14T00:00:00.000000
3233,tenant_direct,enterprise,logistics,Retail,both,200.6,42357.73,52551.32,7624391.93,9937833.48,Chihuahua,Chihuahua,centro-chihuahua,referral,3,0,false,0.1667,2026-03-25T00:00:00.000000
3234,broker,large,logistics,Retail,rent,486.0,104867.0,138972.94,,,Jalisco,Guadalajara,americana-chapultepec,social,0,7,false,0.6394,2025-07-05T00:00:00.000000
3235,broker,enterprise,financial,Retail,sale,362.1,,,16504236.91,20924466.8,Jalisco,Zapopan,,social,0,8,false,0.6601,2025-04-04T00:00:00.000000
3236,broker,small,retail,Retail,rent,206.0,49204.03,59919.98,,,Guanajuato,León,centro-leon,organic,0,31,false,0.8931,2025-04-25T00:00:00.000000
3237,developer,enterprise,technology,Retail,both,434.7,110443.04,137203.26,19879747.66,25363476.3,CDMX,Miguel Hidalgo,,social,1,2,false,0.1146,2025-09-19T00:00:00.000000
3238,broker,medium,logistics,Retail,sale,372.3,,,15138845.82,19419810.8,Guanajuato,León,,event,49,7,true,0.8726,2025-08-18T00:00:00.000000
3239,tenant_direct,large,retail,Office,both,65.4,18034.18,21854.08,3246152.44,3571747.56,Chihuahua,Chihuahua,centro-chihuahua,event,0,0,false,0.4006,2026-04-11T00:00:00.000000
3240,broker,medium,technology,Industrial,sale,851.1,,,18952689.73,22277811.62,Jalisco,Guadalajara,americana-chapultepec,paid,3,3,false,0.3636,2026-04-02T00:00:00.000000
3241,investor,small,technology,Office,both,794.9,206574.83,228621.04,37183468.6,49964601.7,Yucatán,Mérida,paseo-montejo,organic,0,4,false,0.6372,2025-11-07T00:00:00.000000
3242,tenant_direct,enterprise,retail,Industrial,rent,330.3,37527.51,53636.79,,,Querétaro,Querétaro,centro-queretaro,organic,3,13,false,0.9145,2026-06-14T00:00:00.000000
3243,investor,enterprise,other,Office,sale,500.3,,,22957046.2,27791264.12,Jalisco,Guadalajara,americana-chapultepec,organic,1,0,false,0.3994,2026-05-07T00:00:00.000000
3244,broker,medium,technology,Office,sale,310.6,,,16482707.72,21034759.84,Nuevo León,San Pedro Garza García,vasconcelos-calzada,paid,1,5,false,0.1325,2025-02-19T00:00:00.000000
3245,broker,enterprise,retail,Industrial,rent,126.3,15469.61,20762.94,,,Querétaro,Querétaro,juriquilla-juncos,referral,0,0,true,0.7553,2025-01-21T00:00:00.000000
3246,tenant_direct,small,other,Retail,both,1788.5,423292.19,540453.77,76192594.88,85268517.5,Yucatán,Mérida,paseo-montejo,paid,2,5,true,0.6892,2025-03-20T00:00:00.000000
3247,broker,small,other,Retail,sale,661.6,,,29060620.49,42142057.82,Querétaro,Querétaro,juriquilla-juncos,social,0,0,false,0.9722,2025-08-20T00:00:00.000000
3248,investor,small,retail,Retail,both,9786.1,166592.9,184915.68,29986721.91,34070658.06,San Luis Potosí,San Luis Potosí,lomas-carranza,organic,1,0,false,0.5259,2025-09-08T00:00:00.000000
3249,investor,medium,healthcare,Land,rent,319.6,13784.76,18821.99,,,CDMX,Cuauhtémoc,roma-condesa,email,0,3,false,0.6024,2025-04-18T00:00:00.000000
3250,tenant_direct,small,technology,Office,both,862.0,256763.77,290624.66,46217478.53,69156370.97,Chihuahua,Chihuahua,centro-chihuahua,organic,3,13,false,0.9242,2026-01-15T00:00:00.000000
3251,developer,medium,financial,Office,rent,148.9,38386.72,55906.76,,,Querétaro,Querétaro,centro-queretaro,organic,1,1,false,0.322,2025-08-08T00:00:00.000000
3252,tenant_direct,small,technology,Industrial,both,328.5,43223.81,61199.0,7780286.28,8777953.83,Jalisco,Guadalajara,americana-chapultepec,social,2,37,true,0.0638,2025-03-15T00:00:00.000000
3253,broker,large,retail,Office,rent,656.9,179069.71,248856.12,,,CDMX,Cuauhtémoc,roma-condesa,organic,8,0,false,0.7824,2026-02-20T00:00:00.000000
