spot_id,broker_id,sector_name,type_name,state,municipality,settlement,corridor,region,lat,lon,title,description,area_sqm,price_sqm_mxn_rent,price_sqm_mxn_sale,price_total_mxn_rent,price_total_mxn_sale,maintenance_cost_mxn,modality,days_on_market,total_inquiries,total_views,is_active,created_at
1384,157,Office,Single,Baja California,Tijuana,Zona Río,zona-rio-aguacaliente,noroeste,32.515019,-117.038726,"Office Single - zona-rio-aguacaliente, Tijuana",Zona de alta plusvalía y demanda comercial. Seguridad 24/7 y control de acceso. Ubicación estratégica cerca de centros comerciales.,30.0,,31420.57,,942617.1,,sale,339,12,161,true,2025-03-21T00:00:00.000000
1385,214,Industrial,Single,Jalisco,Zapopan,Puerta de Hierro,andares-puerta-hierro,occidente,20.727716,-103.4092,"Single Industrial en andares-puerta-hierro, Zapopan",Cuenta con todos los servicios y estacionamiento.,2181.7,,43816.03,,95593432.65,,sale,21,3,41,true,2025-03-14T00:00:00.000000
1386,29,Office,Single,Querétaro,Querétaro,Centro Histórico,centro-queretaro,bajío,20.588854,-100.396814,Single de 299 m² en centro-queretaro,Amplio espacio con buena iluminación natural. Cuenta con todos los servicios y estacionamiento.,299.9,278.37,46459.74,83483.16,13933276.03,10349.5,both,4,5,128,true,2025-03-26T00:00:00.000000
1387,211,Industrial,Subspace,CDMX,Cuauhtémoc,Roma Norte,roma-condesa,centro,19.414995,-99.147102,"Subspace en Industrial - roma-condesa, Cuauhtémoc",Espacio listo para ocupar con acabados de primera. Ubicación estratégica cerca de centros comerciales.,6086.2,170.15,35312.97,1035566.93,214921798.01,99080.6,both,241,11,144,true,2025-11-05T00:00:00.000000
1388,113,Industrial,Single,Baja California,Tijuana,Zona Río,zona-rio-aguacaliente,noroeste,32.521719,-117.039914,"Single Industrial en zona-rio-aguacaliente, Tijuana",Amplio espacio con buena iluminación natural. Ideal para oficinas corporativas o centro de distribución. Ubicación estratégica cerca de centros comerciales.,5930.1,121.77,,722108.28,,54338.05,rent,44,9,220,true,2026-02-17T00:00:00.000000
1389,263,Industrial,Single,Baja California,Tijuana,Zona Río,zona-rio-aguacaliente,noroeste,32.505397,-117.042045,Single de 8339 m² en zona-rio-aguacaliente,Seguridad 24/7 y control de acceso.,8339.6,119.47,21358.31,996332.01,178119762.08,104611.72,both,164,8,86,true,2024-04-13T00:00:00.000000
1390,243,Office,Single,Querétaro,Querétaro,Juriquilla,juriquilla-juncos,bajío,20.703503,-100.454595,"Office Single - juriquilla-juncos, Querétaro",Fácil acceso a transporte público y avenidas principales.,107.9,,77158.37,,8325388.12,,sale,15,1,18,true,2024-07-27T00:00:00.000000
1391,233,Retail,Subspace,Estado de México,Toluca,Metepec,metepec-toluca,centro,19.273916,-99.611437,"Subspace 20 m², metepec-toluca",Amplio espacio con buena iluminación natural. Recién remodelado con acabados modernos. Excelente ubicación con acceso a vías principales.,20.0,219.55,47024.64,4391.0,940492.8,581.17,both,46,5,128,false,2026-02-15T00:00:00.000000
1392,131,Retail,Subspace,Querétaro,Querétaro,Juriquilla,juriquilla-juncos,bajío,20.692952,-100.460197,"Retail compartido en juriquilla-juncos, Querétaro",Seguridad 24/7 y control de acceso.,192.4,415.0,,79846.0,,5574.53,rent,91,4,80,true,2025-03-07T00:00:00.000000
1393,181,Retail,Single,Nuevo León,Monterrey,Centro,macroplaza,noreste,25.683445,-100.333436,"Single Retail en macroplaza, Monterrey",Espacio versátil adaptable a diferentes giros. Ubicación estratégica cerca de centros comerciales.,59.3,309.65,61997.49,18362.24,3676451.16,2702.32,both,54,6,172,true,2024-04-13T00:00:00.000000
1394,131,Office,Subspace,Querétaro,Querétaro,Juriquilla,juriquilla-juncos,bajío,20.708292,-100.464255,"Subspace en Office - juriquilla-juncos, Querétaro",Espacio versátil adaptable a diferentes giros. Seguridad 24/7 y control de acceso.,109.9,264.17,,29032.28,,1722.48,rent,6,2,24,true,2025-03-09T00:00:00.000000
1395,191,Office,Subspace,Jalisco,Guadalajara,Colonia Americana,americana-chapultepec,occidente,20.673231,-103.391231,"Subspace 481 m², americana-chapultepec",Cuenta con todos los servicios y estacionamiento. Seguridad 24/7 y control de acceso. Espacio versátil adaptable a diferentes giros.,481.2,,61368.93,,29530729.12,,sale,55,7,115,true,2024-10-03T00:00:00.000000
1396,270,Office,Single,Yucatán,Mérida,Centro,paseo-montejo,sureste,20.970915,-89.616649,"Office Single - paseo-montejo, Mérida",Espacio versátil adaptable a diferentes giros. Espacio listo para ocupar con acabados de primera.,454.3,260.45,,118322.43,,16727.59,rent,16,4,66,true,2024-05-30T00:00:00.000000
1397,44,Industrial,Subspace,Nuevo León,Monterrey,Centro,macroplaza,noreste,25.675134,-100.318549,"Industrial compartido en macroplaza, Monterrey",Ubicación estratégica cerca de centros comerciales. Excelente ubicación con acceso a vías principales. Ideal para oficinas corporativas o centro de distribución.,2647.9,,23930.91,,63366656.59,,sale,41,6,116,true,2025-03-15T00:00:00.000000
1398,128,Office,Single,Puebla,Puebla,Angelópolis,angelopolis-lomas,centro-oriente,19.043032,-98.23119,"Office Single - angelopolis-lomas, Puebla",Zona de alta plusvalía y demanda comercial. Seguridad 24/7 y control de acceso.,84.2,494.76,,41658.79,,4493.36,rent,184,10,102,true,2024-08-20T00:00:00.000000
1399,251,Office,Single,Puebla,Puebla,Angelópolis,angelopolis-lomas,centro-oriente,19.034439,-98.258712,"Office Single - angelopolis-lomas, Puebla",Recién remodelado con acabados modernos. Amplio espacio con buena iluminación natural. Fácil acceso a transporte público y avenidas principales.,1050.2,,39407.6,,41385861.52,,sale,132,8,209,true,2024-05-27T00:00:00.000000
1400,184,Office,Single,Baja California,Tijuana,Zona Río,zona-rio-aguacaliente,noroeste,32.520261,-117.046482,"Single Office en zona-rio-aguacaliente, Tijuana",Espacio listo para ocupar con acabados de primera.,262.8,324.06,,85162.97,,11457.72,rent,46,4,76,true,2026-05-18T00:00:00.000000
1401,149,Land,Single,San Luis Potosí,San Luis Potosí,Lomas,lomas-carranza,centro-norte,22.162612,-100.978844,Single de 785 m² en lomas-carranza,Ubicación estratégica cerca de centros comerciales. Perfecto para negocio en crecimiento.,785.0,67.11,,52681.35,,3737.58,rent,17,2,30,true,2024-03-11T00:00:00.000000
1402,125,Office,Single,Querétaro,Querétaro,Juriquilla,juriquilla-juncos,bajío,20.709323,-100.466575,"Office Single - juriquilla-juncos, Querétaro",Fácil acceso a transporte público y avenidas principales.,127.4,,71619.52,,9124326.85,,sale,30,5,116,true,2025-05-10T00:00:00.000000
1403,182,Retail,Single,CDMX,Miguel Hidalgo,Polanco,polanco,centro,19.437701,-99.201797,Single de 22 m² en polanco,Perfecto para negocio en crecimiento.,22.3,252.52,53839.17,5631.2,1200613.49,443.61,both,155,5,89,true,2025-09-29T00:00:00.000000
1404,83,Retail,Single,Puebla,Puebla,Angelópolis,angelopolis-lomas,centro-oriente,19.030915,-98.225764,"Retail Single - angelopolis-lomas, Puebla",Ideal para oficinas corporativas o centro de distribución. Excelente ubicación con acceso a vías principales.,71.3,155.95,22927.06,11119.23,1634699.38,1276.66,both,45,3,65,false,2026-05-01T00:00:00.000000
1405,13,Land,Subspace,Guanajuato,León,Zona Centro,centro-leon,bajío,21.137538,-101.684589,"Land compartido en centro-leon, León",Cuenta con todos los servicios y estacionamiento. Perfecto para negocio en crecimiento.,3361.0,106.01,,356299.61,,25770.86,rent,6,1,25,true,2024-04-18T00:00:00.000000
1406,93,Retail,Single,Chihuahua,Chihuahua,Centro,centro-chihuahua,norte,28.654342,-106.101021,Single de 20 m² en centro-chihuahua,Fácil acceso a transporte público y avenidas principales. Espacio versátil adaptable a diferentes giros.,20.0,,23231.41,,464628.2,,sale,226,11,151,true,2025-06-20T00:00:00.000000
1407,262,Office,Single,San Luis Potosí,San Luis Potosí,Lomas,lomas-carranza,centro-norte,22.156229,-100.965855,"Single Office en lomas-carranza, San Luis Potosí",Cuenta con todos los servicios y estacionamiento. Fácil acceso a transporte público y avenidas principales. Amplio espacio con buena iluminación natural.,30.0,,43819.41,,1314582.3,,sale,40,2,27,true,2025-03-04T00:00:00.000000
1408,237,Retail,Single,Yucatán,Mérida,Centro,paseo-montejo,sureste,20.976777,-89.629708,Single de 104 m² en paseo-montejo,Zona de alta plusvalía y demanda comercial.,104.1,272.99,41633.82,28418.26,4334080.66,2936.99,both,76,12,273,true,2026-02-27T00:00:00.000000
1409,46,Land,Subspace,Guanajuato,León,Zona Centro,centro-leon,bajío,21.136751,-101.670011,"Land compartido en centro-leon, León",Ideal para oficinas corporativas o centro de distribución. Zona de alta plusvalía y demanda comercial. Fácil acceso a transporte público y avenidas principales.,268.7,,5976.1,,1605778.07,,sale,11,6,87,true,2025-12-02T00:00:00.000000
1410,109,Industrial,Single,Guanajuato,León,Zona Centro,centro-leon,bajío,21.113151,-101.683644,"Single Industrial en centro-leon, León",Espacio listo para ocupar con acabados de primera. Fácil acceso a transporte público y avenidas principales.,2833.3,,17292.77,,48995605.24,,sale,40,4,42,true,2026-02-01T00:00:00.000000
1411,38,Retail,Single,Chihuahua,Chihuahua,Centro,centro-chihuahua,norte,28.636689,-106.086617,"Single Retail en centro-chihuahua, Chihuahua",Amplio espacio con buena iluminación natural. Ideal para oficinas corporativas o centro de distribución.,1662.7,193.05,,320984.24,,19058.91,rent,90,5,105,false,2024-06-04T00:00:00.000000
1412,75,Retail,Subspace,Querétaro,Querétaro,Juriquilla,juriquilla-juncos,bajío,20.693479,-100.44943,"Subspace 673 m², juriquilla-juncos",Espacio versátil adaptable a diferentes giros.,673.7,,64899.08,,43722510.2,,sale,4,6,79,true,2025-11-22T00:00:00.000000
1413,28,Industrial,Single,Querétaro,Querétaro,Centro Histórico,centro-queretaro,bajío,20.588435,-100.389834,"Industrial Single - centro-queretaro, Querétaro",Ubicación estratégica cerca de centros comerciales. Amplio espacio con buena iluminación natural.,2321.7,,27826.85,,64605597.64,,sale,187,9,260,true,2026-04-23T00:00:00.000000
1414,149,Land,Subspace,CDMX,Miguel Hidalgo,Polanco,polanco,centro,19.432573,-99.19456,"Land compartido en polanco, Miguel Hidalgo",Espacio versátil adaptable a diferentes giros. Perfecto para negocio en crecimiento.,10361.1,,7311.98,,75760155.98,,sale,69,6,87,true,2025-01-26T00:00:00.000000
1415,289,Office,Subspace,Nuevo León,Monterrey,Centro,macroplaza,noreste,25.670809,-100.321614,"Office compartido en macroplaza, Monterrey",Fácil acceso a transporte público y avenidas principales. Espacio versátil adaptable a diferentes giros.,351.6,,44172.59,,15531082.64,,sale,303,18,317,true,2024-02-28T00:00:00.000000
1416,100,Retail,Subspace,Baja California,Tijuana,Zona Río,zona-rio-aguacaliente,noroeste,32.513754,-117.034318,"Retail compartido en zona-rio-aguacaliente, Tijuana",Espacio listo para ocupar con acabados de primera.,324.9,253.08,38367.69,82225.69,12465662.48,8587.85,both,50,3,74,false,2026-02-15T00:00:00.000000
1417,84,Office,Single,Nuevo León,San Pedro Garza García,Del Valle,vasconcelos-calzada,noreste,25.667511,-100.372508,"Office Single - vasconcelos-calzada, San Pedro Garza García",Espacio listo para ocupar con acabados de primera.,65.4,331.96,,21710.18,,2793.73,rent,93,5,71,true,2024-10-16T00:00:00.000000
1418,141,Industrial,Subspace,Sonora,Hermosillo,Centenario,centenario-colosio,noroeste,29.069762,-110.950229,"Subspace en Industrial - centenario-colosio, Hermosillo",Excelente ubicación con acceso a vías principales. Espacio versátil adaptable a diferentes giros. Perfecto para negocio en crecimiento.,15633.0,94.0,,1469502.0,,152252.0,rent,18,5,122,true,2025-01-12T00:00:00.000000
1419,129,Office,Single,Estado de México,Naucalpan de Juárez,Lomas Verdes,lomas-verdes-satelite,centro,19.51638,-99.272069,Single de 1105 m² en lomas-verdes-satelite,Zona de alta plusvalía y demanda comercial. Espacio listo para ocupar con acabados de primera. Cuenta con todos los servicios y estacionamiento.,1105.4,253.06,52518.69,279732.52,58054159.93,40763.13,both,150,7,129,true,2025-10-02T00:00:00.000000
1420,86,Office,Single,Querétaro,Querétaro,Centro Histórico,centro-queretaro,bajío,20.590336,-100.392101,"Office Single - centro-queretaro, Querétaro",Amplio espacio con buena iluminación natural. Espacio versátil adaptable a diferentes giros.,145.2,634.22,103610.03,92088.74,15044176.36,8437.5,both,106,6,135,true,2025-05-14T00:00:00.000000
1421,186,Retail,Single,Querétaro,Querétaro,Centro Histórico,centro-queretaro,bajío,20.581879,-100.378879,"Single Retail en centro-queretaro, Querétaro",Ubicación estratégica cerca de centros comerciales.,20.4,387.94,65990.14,7913.98,1346198.86,415.67,both,55,9,111,true,2025-10-27T00:00:00.000000
1422,100,Land,Single,Sonora,Hermosillo,Centenario,centenario-colosio,noroeste,29.069125,-110.942431,"Land Single - centenario-colosio, Hermosillo",Ubicación estratégica cerca de centros comerciales. Zona de alta plusvalía y demanda comercial. Espacio listo para ocupar con acabados de primera.,760.0,21.48,,16324.8,,2165.74,rent,74,3,87,true,2024-03-07T00:00:00.000000
1423,93,Industrial,Subspace,CDMX,Miguel Hidalgo,Polanco,polanco,centro,19.443597,-99.196131,"Subspace en Industrial - polanco, Miguel Hidalgo",Espacio listo para ocupar con acabados de primera. Zona de alta plusvalía y demanda comercial.,11836.6,144.72,,1712992.75,,140332.83,rent,101,7,99,true,2025-12-04T00:00:00.000000
1424,275,Retail,Subspace,Baja California,Tijuana,Zona Río,zona-rio-aguacaliente,noroeste,32.500972,-117.03969,"Retail compartido en zona-rio-aguacaliente, Tijuana",Ideal para oficinas corporativas o centro de distribución. Espacio versátil adaptable a diferentes giros.,984.2,387.76,67049.65,381633.39,65990265.53,49485.75,both,66,5,63,false,2026-04-04T00:00:00.000000
1425,14,Office,Subspace,Guanajuato,León,Zona Centro,centro-leon,bajío,21.13104,-101.69015,"Subspace en Office - centro-leon, León",Espacio versátil adaptable a diferentes giros.,372.7,,58077.09,,21645331.44,,sale,46,9,121,true,2025-04-13T00:00:00.000000
1426,3,Industrial,Single,Estado de México,Toluca,Metepec,metepec-toluca,centro,19.262384,-99.601531,Single de 2864 m² en metepec-toluca,Amplio espacio con buena iluminación natural. Espacio versátil adaptable a diferentes giros. Ubicación estratégica cerca de centros comerciales.,2864.3,170.69,34207.03,488907.37,97979196.03,60296.95,both,3,6,89,true,2024-03-06T00:00:00.000000
1427,100,Land,Subspace,Nuevo León,Monterrey,Centro,macroplaza,noreste,25.655881,-100.316201,"Land compartido en macroplaza, Monterrey",Cuenta con todos los servicios y estacionamiento. Espacio listo para ocupar con acabados de primera. Recién remodelado con acabados modernos.,32789.5,59.45,9315.7,1949335.78,305457145.15,128802.16,both,210,7,93,true,2025-09-12T00:00:00.000000
1428,226,Office,Subspace,Baja California,Tijuana,Zona Río,zona-rio-aguacaliente,noroeste,32.508334,-117.017307,"Office compartido en zona-rio-aguacaliente, Tijuana",Ubicación estratégica cerca de centros comerciales.,100.4,254.82,46582.11,25583.93,4676843.84,1998.34,both,465,21,541,true,2024-08-08T00:00:00.000000
1429,134,Office,Subspace,Jalisco,Guadalajara,Colonia Americana,americana-chapultepec,occidente,20.672493,-103.371843,"Subspace 184 m², americana-chapultepec",Excelente ubicación con acceso a vías principales. Ubicación estratégica cerca de centros comerciales.,184.2,328.3,58405.38,60472.86,10758271.0,6146.88,both,63,6,164,true,2025-07-09T00:00:00.000000
1430,277,Industrial,Single,Yucatán,Mérida,Centro,paseo-montejo,sureste,20.971206,-89.607067,"Industrial Single - paseo-montejo, Mérida",Ubicación estratégica cerca de centros comerciales.,2488.5,129.56,,322410.06,,21530.6,rent,67,6,115,true,2026-05-23T00:00:00.000000
1431,221,Office,Single,Puebla,Puebla,Angelópolis,angelopolis-lomas,centro-oriente,19.032828,-98.222234,Single de 124 m² en angelopolis-lomas,Espacio versátil adaptable a diferentes giros. Espacio listo para ocupar con acabados de primera.,124.7,269.6,38936.68,33619.12,4855404.0,3835.81,both,105,5,113,true,2024-05-24T00:00:00.000000
1432,192,Industrial,Single,Nuevo León,San Pedro Garza García,Del Valle,vasconcelos-calzada,noreste,25.673274,-100.355304,Single de 4292 m² en vasconcelos-calzada,Ideal para oficinas corporativas o centro de distribución.,4292.7,203.67,,874294.21,,45667.18,rent,4,3,62,true,2024-04-21T00:00:00.000000
1433,245,Office,Single,CDMX,Miguel Hidalgo,Polanco,polanco,centro,19.419099,-99.179877,"Office Single - polanco, Miguel Hidalgo",Recién remodelado con acabados modernos. Excelente ubicación con acceso a vías principales. Seguridad 24/7 y control de acceso.,213.7,472.98,94373.58,101075.83,20167634.05,5905.66,both,150,10,147,true,2025-03-21T00:00:00.000000
1434,42,Industrial,Subspace,Yucatán,Mérida,Centro,paseo-montejo,sureste,20.989573,-89.625532,"Subspace en Industrial - paseo-montejo, Mérida",Seguridad 24/7 y control de acceso.,1391.1,,52622.33,,73202923.26,,sale,166,11,282,true,2026-02-21T00:00:00.000000
1435,97,Retail,Single,San Luis Potosí,San Luis Potosí,Lomas,lomas-carranza,centro-norte,22.141075,-100.977962,"Retail Single - lomas-carranza, San Luis Potosí",Ubicación estratégica cerca de centros comerciales.,22.0,345.35,,7597.7,,456.16,rent,375,12,193,true,2024-12-03T00:00:00.000000
1436,300,Land,Single,Baja California,Tijuana,Zona Río,zona-rio-aguacaliente,noroeste,32.510271,-117.018183,"Land Single - zona-rio-aguacaliente, Tijuana",Amplio espacio con buena iluminación natural.,24023.4,65.23,,1567046.38,,188885.68,rent,19,4,42,true,2025-12-26T00:00:00.000000
1437,76,Industrial,Single,Querétaro,Querétaro,Centro Histórico,centro-queretaro,bajío,20.591339,-100.397288,"Single Industrial en centro-queretaro, Querétaro",Zona de alta plusvalía y demanda comercial. Recién remodelado con acabados modernos.,8325.8,177.74,,1479827.69,,145174.86,rent,191,6,160,true,2024-04-07T00:00:00.000000
1438,297,Retail,Single,Baja California,Tijuana,Zona Río,zona-rio-aguacaliente,noroeste,32.516774,-117.037563,Single de 1942 m² en zona-rio-aguacaliente,Ideal para oficinas corporativas o centro de distribución. Amplio espacio con buena iluminación natural. Perfecto para negocio en crecimiento.,1942.1,,34079.95,,66186670.89,,sale,66,3,58,true,2025-02-07T00:00:00.000000
1439,92,Retail,Subspace,Querétaro,Querétaro,Centro Histórico,centro-queretaro,bajío,20.603271,-100.403904,"Subspace en Retail - centro-queretaro, Querétaro",Fácil acceso a transporte público y avenidas principales. Cuenta con todos los servicios y estacionamiento.,134.3,,45023.14,,6046607.7,,sale,1,3,50,true,2025-10-30T00:00:00.000000
1440,171,Retail,Single,Chihuahua,Chihuahua,Centro,centro-chihuahua,norte,28.615521,-106.079701,"Single Retail en centro-chihuahua, Chihuahua",Recién remodelado con acabados modernos. Seguridad 24/7 y control de acceso. Fácil acceso a transporte público y avenidas principales.,269.2,335.77,67615.99,90389.28,18202224.51,12786.34,both,69,6,138,true,2025-01-23T00:00:00.000000
1441,233,Industrial,Single,Estado de México,Toluca,Metepec,metepec-toluca,centro,19.25538,-99.600823,"Industrial Single - metepec-toluca, Toluca",Recién remodelado con acabados modernos.,2040.1,,18204.55,,37139102.45,,sale,26,5,108,true,2026-06-16T00:00:00.000000
1442,196,Retail,Subspace,Nuevo León,Monterrey,Centro,macroplaza,noreste,25.679642,-100.32066,"Retail compartido en macroplaza, Monterrey",Cuenta con todos los servicios y estacionamiento. Espacio listo para ocupar con acabados de primera.,262.6,,55077.09,,14463243.83,,sale,212,5,113,true,2025-11-06T00:00:00.000000
1443,185,Retail,Subspace,Yucatán,Mérida,Centro,paseo-montejo,sureste,20.975671,-89.613257,"Subspace 653 m², paseo-montejo",Fácil acceso a transporte público y avenidas principales.,653.0,598.22,128735.03,390637.66,84063974.59,24323.06,both,83,5,54,true,2025-06-14T00:00:00.000000
1444,290,Land,Subspace,CDMX,Miguel Hidalgo,Polanco,polanco,centro,19.434277,-99.186117,"Subspace en Land - polanco, Miguel Hidalgo",Ubicación estratégica cerca de centros comerciales. Excelente ubicación con acceso a vías principales. Fácil acceso a transporte público y avenidas principales.,1269.0,22.01,3282.8,27930.69,4165873.2,2687.76,both,191,8,124,true,2025-09-28T00:00:00.000000
1445,284,Land,Subspace,Nuevo León,San Pedro Garza García,Del Valle,vasconcelos-calzada,noreste,25.652784,-100.368997,"Subspace 3748 m², vasconcelos-calzada",Excelente ubicación con acceso a vías principales.,3748.4,,6273.68,,23516262.11,,sale,219,5,121,true,2025-02-14T00:00:00.000000
1446,290,Office,Subspace,Estado de México,Naucalpan de Juárez,Lomas Verdes,lomas-verdes-satelite,centro,19.489616,-99.284641,"Subspace en Office - lomas-verdes-satelite, Naucalpan de Juárez",Seguridad 24/7 y control de acceso. Recién remodelado con acabados modernos. Espacio listo para ocupar con acabados de primera.,364.1,386.57,77505.4,140750.14,28219716.14,8313.71,both,18,5,119,true,2026-01-08T00:00:00.000000
1447,100,Retail,Single,Puebla,Puebla,Angelópolis,angelopolis-lomas,centro-oriente,19.03801,-98.234376,"Retail Single - angelopolis-lomas, Puebla",Zona de alta plusvalía y demanda comercial.,28.4,,39535.0,,1122794.0,,sale,34,3,63,true,2024-07-03T00:00:00.000000
1448,24,Office,Subspace,Estado de México,Toluca,Metepec,metepec-toluca,centro,19.265319,-99.602497,"Subspace en Office - metepec-toluca, Toluca",Amplio espacio con buena iluminación natural.,34.8,307.14,52442.18,10688.47,1824987.86,1445.13,both,106,8,95,true,2025-11-22T00:00:00.000000
1449,294,Office,Single,Guanajuato,León,Zona Centro,centro-leon,bajío,21.115762,-101.681272,"Office Single - centro-leon, León",Perfecto para negocio en crecimiento.,78.2,287.15,,22455.13,,1748.67,rent,62,6,86,false,2026-04-23T00:00:00.000000
1450,168,Office,Single,Estado de México,Naucalpan de Juárez,Lomas Verdes,lomas-verdes-satelite,centro,19.4964,-99.289249,"Single Office en lomas-verdes-satelite, Naucalpan de Juárez",Ubicación estratégica cerca de centros comerciales.,155.5,300.51,49076.07,46729.31,7631328.88,5400.17,both,279,5,125,true,2024-01-20T00:00:00.000000
1451,61,Retail,Single,Nuevo León,San Pedro Garza García,Del Valle,vasconcelos-calzada,noreste,25.648991,-100.383086,"Retail Single - vasconcelos-calzada, San Pedro Garza García",Seguridad 24/7 y control de acceso. Espacio listo para ocupar con acabados de primera. Cuenta con todos los servicios y estacionamiento.,23.7,,30803.01,,730031.34,,sale,159,3,53,true,2024-05-31T00:00:00.000000
1452,127,Office,Single,Puebla,Puebla,Angelópolis,angelopolis-lomas,centro-oriente,19.038933,-98.227511,"Single Office en angelopolis-lomas, Puebla",Amplio espacio con buena iluminación natural. Cuenta con todos los servicios y estacionamiento.,267.1,279.52,53542.19,74659.79,14301118.95,10496.11,both,46,5,127,true,2025-05-16T00:00:00.000000
1453,220,Retail,Single,Jalisco,Guadalajara,Colonia Americana,americana-chapultepec,occidente,20.655974,-103.388482,"Single Retail en americana-chapultepec, Guadalajara",Fácil acceso a transporte público y avenidas principales. Espacio listo para ocupar con acabados de primera. Amplio espacio con buena iluminación natural.,1226.9,258.97,,317730.29,,45305.27,rent,44,2,47,true,2025-02-11T00:00:00.000000
1454,42,Retail,Single,CDMX,Cuauhtémoc,Roma Norte,roma-condesa,centro,19.411487,-99.166352,Single de 364 m² en roma-condesa,Perfecto para negocio en crecimiento.,364.0,263.2,,95804.8,,5234.05,rent,196,6,76,true,2025-10-24T00:00:00.000000
1455,34,Retail,Single,Nuevo León,Monterrey,Centro,macroplaza,noreste,25.678941,-100.298462,Single de 346 m² en macroplaza,Espacio versátil adaptable a diferentes giros. Espacio listo para ocupar con acabados de primera.,346.1,197.21,39689.37,68254.38,13736490.96,5531.09,both,293,7,160,true,2024-08-29T00:00:00.000000
1456,196,Industrial,Subspace,CDMX,Cuauhtémoc,Roma Norte,roma-condesa,centro,19.401752,-99.165206,"Subspace 394 m², roma-condesa",Perfecto para negocio en crecimiento.,394.8,198.8,29343.15,78486.24,11584675.62,9823.04,both,58,4,54,true,2025-06-12T00:00:00.000000
1457,219,Industrial,Single,Estado de México,Naucalpan de Juárez,Lomas Verdes,lomas-verdes-satelite,centro,19.505873,-99.272559,Single de 1870 m² en lomas-verdes-satelite,Perfecto para negocio en crecimiento. Seguridad 24/7 y control de acceso. Zona de alta plusvalía y demanda comercial.,1870.6,100.31,15981.51,187639.89,29895012.61,19793.93,both,79,8,133,true,2024-04-16T00:00:00.000000
1458,242,Office,Single,Jalisco,Zapopan,Puerta de Hierro,andares-puerta-hierro,occidente,20.713755,-103.408645,"Office Single - andares-puerta-hierro, Zapopan",Espacio versátil adaptable a diferentes giros. Zona de alta plusvalía y demanda comercial.,1387.8,374.46,,519675.59,,62680.97,rent,276,16,299,true,2025-10-29T00:00:00.000000
1459,228,Office,Subspace,Estado de México,Toluca,Metepec,metepec-toluca,centro,19.252264,-99.595465,"Office compartido en metepec-toluca, Toluca",Zona de alta plusvalía y demanda comercial. Espacio listo para ocupar con acabados de primera.,98.7,,42630.46,,4207626.4,,sale,49,2,40,true,2025-12-31T00:00:00.000000
1460,120,Office,Single,Yucatán,Mérida,Centro,paseo-montejo,sureste,20.979115,-89.621298,"Office Single - paseo-montejo, Mérida",Perfecto para negocio en crecimiento.,123.5,192.94,32954.59,23828.09,4069891.86,1725.09,both,81,6,98,true,2025-02-07T00:00:00.000000
1461,6,Office,Single,Yucatán,Mérida,Centro,paseo-montejo,sureste,20.973883,-89.611991,"Office Single - paseo-montejo, Mérida",Ubicación estratégica cerca de centros comerciales. Cuenta con todos los servicios y estacionamiento. Amplio espacio con buena iluminación natural.,733.1,418.22,88328.51,306597.08,64753630.68,28268.91,both,85,7,131,true,2025-06-01T00:00:00.000000
1462,297,Retail,Single,Nuevo León,Monterrey,Centro,macroplaza,noreste,25.673218,-100.313888,"Single Retail en macroplaza, Monterrey",Espacio versátil adaptable a diferentes giros. Ideal para oficinas corporativas o centro de distribución. Espacio listo para ocupar con acabados de primera.,171.6,193.9,39922.24,33273.24,6850656.38,3292.06,both,79,1,19,true,2025-09-03T00:00:00.000000
1463,180,Retail,Single,Sonora,Hermosillo,Centenario,centenario-colosio,noroeste,29.069112,-110.953272,"Single Retail en centenario-colosio, Hermosillo",Excelente ubicación con acceso a vías principales. Zona de alta plusvalía y demanda comercial.,29.6,221.74,33723.77,6563.5,998223.59,746.7,both,47,3,33,true,2025-08-01T00:00:00.000000
1464,261,Industrial,Subspace,CDMX,Cuauhtémoc,Roma Norte,roma-condesa,centro,19.437885,-99.153723,"Industrial compartido en roma-condesa, Cuauhtémoc",Espacio versátil adaptable a diferentes giros. Cuenta con todos los servicios y estacionamiento.,508.3,94.0,15713.2,47780.2,7987019.56,5016.48,both,200,12,172,true,2025-02-12T00:00:00.000000
1465,139,Office,Subspace,Jalisco,Guadalajara,Colonia Americana,americana-chapultepec,occidente,20.689319,-103.388896,"Subspace en Office - americana-chapultepec, Guadalajara",Amplio espacio con buena iluminación natural. Espacio versátil adaptable a diferentes giros.,111.7,313.34,62342.87,35000.08,6963698.58,2508.34,both,6,3,42,true,2025-07-12T00:00:00.000000
1466,223,Industrial,Single,Jalisco,Guadalajara,Colonia Americana,americana-chapultepec,occidente,20.674513,-103.35872,"Single Industrial en americana-chapultepec, Guadalajara",Seguridad 24/7 y control de acceso. Ideal para oficinas corporativas o centro de distribución.,5701.3,105.56,,601829.23,,81070.29,rent,337,13,279,true,2026-01-14T00:00:00.000000
1467,56,Land,Single,Jalisco,Zapopan,Puerta de Hierro,andares-puerta-hierro,occidente,20.713278,-103.406334,"Land Single - andares-puerta-hierro, Zapopan",Espacio versátil adaptable a diferentes giros. Fácil acceso a transporte público y avenidas principales. Cuenta con todos los servicios y estacionamiento.,58629.4,29.7,,1741293.18,,121187.67,rent,93,8,154,true,2024-08-05T00:00:00.000000
